涨停日期,股票代码,股票名称,收盘价,首次涨停时间,最后涨停时间,连板情况,是否连板,涨停类型,涨停原因,成交金额,换手率,封单额,封单量,涨幅,流通市值,开板次数,是否新股,近一年涨停封板率
2025-01-06,002261.SZ,拓维信息,17.69,13:01:27,13:01:51,,0.0,,,22.34亿,11.39,0.0万,0.0万手,6.57,199亿,1.0,0,0.91
2025-01-07,605378.SH,野马电池,23.9,09:01:01,09:01:01,,0.0,,,6.555亿,14.27,0.0万,0.0万手,-1.48,44亿,1.0,0,0.69
2025-01-07,605268.SH,王力安防,8.6,09:01:03,09:01:27,,0.0,,,1.26亿,3.36,0.0万,0.0万手,4.88,37亿,1.0,0,0.67
2025-01-07,603815.SH,交建股份,6.42,09:01:09,09:01:39,,0.0,,,3.048亿,7.78,0.0万,0.0万手,9.74,39亿,1.0,0,0.0
2025-01-07,001218.SZ,丽臣实业,16.65,09:01:27,09:01:30,,0.0,,,1.047亿,8.27,0.0万,0.0万手,3.16,12亿,1.0,0,
2025-01-07,300546.CY,雄帝科技,17.05,09:01:30,09:01:09,,0.0,,,3.834亿,16.72,0.0万,0.0万手,12.99,22亿,1.0,0,1.0
2025-01-07,002575.SZ,群兴玩具,7.42,09:01:30,09:01:54,,0.0,,,2.682亿,6.21,0.0万,0.0万手,3.92,42亿,1.0,0,0.57
2025-01-07,300491.CY,通合科技,17.06,09:01:33,09:01:36,,0.0,,,4.271亿,16.21,0.0万,0.0万手,14.8,26亿,1.0,0,0.0
2025-01-07,002480.SZ,新筑股份,5.33,09:01:45,09:01:03,,0.0,,,2.154亿,5.18,0.0万,0.0万手,4.1,40亿,1.0,0,0.78
2025-01-07,601279.SH,英利汽车,3.74,09:01:46,09:01:01,,0.0,,,1.743亿,2.84,0.0万,0.0万手,0.81,59亿,1.0,0,0.67
2025-01-07,600707.SH,彩虹股份,8.12,09:01:52,13:01:55,,0.0,,,9.51亿,3.24,0.0万,0.0万手,6.01,291亿,1.0,0,1.0
2025-01-07,605208.SH,永茂泰,9.2,10:01:13,11:01:52,,0.0,,,8.041亿,26.08,0.0万,0.0万手,2.91,30亿,1.0,0,0.83
2025-01-07,603268.SH,松发股份,41.85,10:01:27,10:01:36,,0.0,,,2.205亿,4.33,0.0万,0.0万手,9.84,51亿,2.0,0,0.92
2025-01-07,000702.SZ,正虹科技,7.16,10:01:48,10:01:51,,0.0,,,2.094亿,11.06,0.0万,0.0万手,5.76,19亿,1.0,0,0.76
2025-01-07,001366.SZ,播恩集团,10.86,13:01:00,13:01:15,,0.0,,,1.053亿,17.16,0.0万,0.0万手,4.52,6亿,1.0,0,1.0
2025-01-07,002765.SZ,蓝黛科技,8.67,14:01:03,14:01:33,,0.0,,,6.078亿,12.1,0.0万,0.0万手,8.51,51亿,2.0,0,0.55
2025-01-07,603637.SH,镇海股份,8.27,14:01:16,14:01:40,,0.0,,,1.036亿,5.33,0.0万,0.0万手,7.68,19亿,1.0,0,0.4
2025-01-07,688313.KC,仕佳光子,17.61,14:01:41,14:01:32,,0.0,,,8.585亿,11.24,0.0万,0.0万手,17.4,80亿,1.0,0,
2025-01-07,301600.CY,慧翰股份,208.61,14:01:48,14:01:48,首板,0.0,,,8.712亿,25.14,0.0万,0.0万手,20.0,36亿,1.0,0,1.0
2025-01-07,002130.SZ,沃尔核材,26.0,14:01:48,14:01:39,,0.0,,,57.85亿,18.59,0.0万,0.0万手,8.88,324亿,1.0,0,0.54
2025-01-08,603610.SH,麒盛科技,11.31,09:01:02,09:01:50,,0.0,,,3.672亿,9.01,0.0万,0.0万手,6.1,40亿,2.0,0,0.8
2025-01-08,605567.SH,春雪食品,8.57,09:01:02,09:01:50,,0.0,,,1.102亿,6.37,0.0万,0.0万手,4.38,17亿,1.0,0,0.33
2025-01-08,002620.SZ,瑞和股份,3.72,09:01:12,09:01:27,,0.0,,,3.111亿,25.36,0.0万,0.0万手,0.0,11亿,1.0,0,0.67
2025-01-08,003003.SZ,天元股份,11.02,09:01:15,09:01:24,,0.0,,,4.469亿,33.13,0.0万,0.0万手,-3.33,12亿,1.0,0,0.5
2025-01-08,301009.CY,可靠股份,11.06,09:01:33,09:01:00,,0.0,,,3.117亿,21.38,0.0万,0.0万手,11.83,14亿,1.0,0,0.5
2025-01-08,603315.SH,福鞍股份,12.56,09:01:37,09:01:28,,0.0,,,4.377亿,10.91,0.0万,0.0万手,5.19,39亿,4.0,0,0.25
2025-01-08,600537.SH,亿晶光电,3.09,09:01:47,09:01:05,,0.0,,,1.87亿,5.05,0.0万,0.0万手,4.75,36亿,1.0,0,0.5
2025-01-08,002584.SZ,西陇科学,7.69,10:01:15,10:01:42,,0.0,,,4.93亿,14.59,0.0万,0.0万手,3.36,33亿,2.0,0,0.86
2025-01-08,000905.SZ,厦门港务,7.38,10:01:18,10:01:21,,0.0,,,8.148亿,14.56,0.0万,0.0万手,3.65,54亿,4.0,0,0.5
2025-01-08,600026.SH,中远海能,12.64,10:01:23,10:01:11,,0.0,,,18.81亿,4.31,0.0万,0.0万手,9.06,439亿,3.0,0,
2025-01-08,600080.SH,金花股份,8.26,10:01:33,10:01:51,,0.0,,,2.288亿,7.45,0.0万,0.0万手,5.09,30亿,1.0,0,0.8
2025-01-08,603719.SH,良品铺子,16.5,10:01:58,10:01:25,,0.0,,,8.498亿,12.91,0.0万,0.0万手,6.66,66亿,2.0,0,1.0
2025-01-08,000833.SZ,粤桂股份,11.03,13:01:00,13:01:15,,0.0,,,11.43亿,23.22,0.0万,0.0万手,5.05,50亿,1.0,0,0.91
2025-01-08,002269.SZ,美邦服饰,2.62,13:01:06,14:01:03,,0.0,,,17.9亿,25.84,0.0万,0.0万手,-1.5,65亿,2.0,0,0.88
2025-01-08,002346.SZ,柘中股份,12.43,13:01:21,13:01:54,,0.0,,,6.268亿,12.95,0.0万,0.0万手,4.02,48亿,1.0,0,1.0
2025-01-08,603986.SH,兆易创新,114.65,13:01:22,14:01:07,,0.0,,,68.86亿,9.35,0.0万,0.0万手,8.98,760亿,6.0,0,0.71
2025-01-08,600841.SH,动力新科,4.9,13:01:28,13:01:46,,0.0,,,1.197亿,2.67,0.0万,0.0万手,3.38,45亿,1.0,0,0.79
2025-01-08,002851.SZ,麦格米特,70.06,13:01:42,14:01:03,,0.0,,,42.84亿,13.76,0.0万,0.0万手,7.52,319亿,2.0,0,0.67
2025-01-08,002084.SZ,海鸥住工,2.92,13:01:42,13:01:51,,0.0,,,9708万,5.22,0.0万,0.0万手,5.42,18亿,1.0,0,1.0
2025-01-08,600708.SH,光明地产,3.67,13:01:49,13:01:58,,0.0,,,2.9亿,3.64,0.0万,0.0万手,7.94,81亿,1.0,0,0.54
2025-01-08,603662.SH,柯力传感,77.5,14:01:00,14:01:54,,0.0,,,41.36亿,19.5,0.0万,0.0万手,7.27,217亿,4.0,0,0.63
2025-01-08,603666.SH,亿嘉和,23.27,14:01:03,14:01:21,,0.0,,,2.851亿,6.03,0.0万,0.0万手,5.1,48亿,1.0,0,0.8
2025-01-08,002881.SZ,美格智能,30.4,14:01:09,14:01:57,,0.0,,,8.624亿,15.95,0.0万,0.0万手,7.38,55亿,2.0,0,0.43
2025-01-08,301606.CY,绿联科技,47.0,14:01:15,14:01:18,,0.0,,,8.359亿,60.22,0.0万,0.0万手,16.89,14亿,6.0,0,1.0
2025-01-08,688768.KC,容知日新,38.25,14:01:46,14:01:55,,0.0,,,1.139亿,3.67,0.0万,0.0万手,10.23,31亿,1.0,0,1.0
2025-01-08,600215.SH,派斯林,7.18,14:01:48,14:01:00,,0.0,,,2.024亿,6.24,0.0万,0.0万手,7.16,32亿,3.0,0,0.83
2025-01-08,688165.KC,埃夫特,32.58,14:01:51,14:01:06,,0.0,,,18.99亿,11.95,0.0万,0.0万手,15.37,169亿,1.0,0,0.8
2025-01-09,000533.SZ,顺钠股份,7.7,09:01:09,11:01:51,,0.0,,,23.69亿,41.47,0.0万,0.0万手,-6.1,52亿,1.0,0,0.5
2025-01-09,603893.SH,瑞芯微,128.68,09:01:11,14:01:48,,0.0,,,34.44亿,6.43,0.0万,0.0万手,8.44,538亿,4.0,0,0.85
2025-01-09,600183.SH,生益科技,26.18,09:01:35,12:01:44,,0.0,,,22.18亿,3.55,0.0万,0.0万手,7.87,620亿,2.0,0,0.5
2025-01-09,002862.SZ,实丰文化,33.2,09:01:36,14:01:45,,0.0,,,8.602亿,27.42,0.0万,0.0万手,-1.22,29亿,1.0,0,0.62
2025-01-09,603915.SH,国茂股份,11.78,09:01:45,09:01:09,,0.0,,,2.497亿,3.23,0.0万,0.0万手,6.03,77亿,1.0,0,0.6
2025-01-09,002518.SZ,科士达,24.75,09:01:45,10:01:15,,0.0,,,16.29亿,11.36,0.0万,0.0万手,2.83,139亿,1.0,0,0.5
2025-01-09,603339.SH,四方科技,13.46,09:01:52,09:01:10,,0.0,,,4.871亿,11.54,0.0万,0.0万手,4.67,41亿,1.0,0,1.0
2025-01-09,002126.SZ,银轮股份,19.7,10:01:06,13:01:18,,0.0,,,14.25亿,9.29,0.0万,0.0万手,7.77,154亿,1.0,0,0.0
2025-01-09,601208.SH,东材科技,7.35,10:01:15,10:01:36,,0.0,,,3.384亿,5.15,0.0万,0.0万手,6.68,65亿,1.0,0,0.67
2025-01-09,300522.CY,世名科技,13.64,10:01:21,10:01:42,,0.0,,,4.602亿,13.73,0.0万,0.0万手,12.82,33亿,1.0,0,
2025-01-09,603330.SH,天洋新材,7.01,10:01:31,13:01:46,,0.0,,,2.409亿,7.93,0.0万,0.0万手,6.05,30亿,1.0,0,0.7
2025-01-09,000795.SZ,英洛华,10.92,10:01:48,14:01:27,,0.0,,,19.76亿,16.01,0.0万,0.0万手,7.91,123亿,4.0,0,0.67
2025-01-09,000636.SZ,风华高科,14.89,10:01:48,10:01:12,,0.0,,,10.43亿,5.99,0.0万,0.0万手,6.13,172亿,2.0,0,0.8
2025-01-09,301383.CY,天键股份,54.61,11:01:00,11:01:06,,0.0,,,11.11亿,29.0,0.0万,0.0万手,10.55,38亿,1.0,0,0.67
2025-01-09,301060.CY,兰卫医学,9.91,11:01:27,11:01:54,,0.0,,,2.767亿,7.61,0.0万,0.0万手,8.9,35亿,1.0,0,0.75
2025-01-09,003021.SZ,兆威机电,86.15,13:01:00,14:01:54,,0.0,,,20.67亿,12.23,0.0万,0.0万手,10.0,177亿,4.0,0,0.8
2025-01-09,603009.SH,北特科技,43.38,13:01:51,14:01:51,,0.0,,,15.0亿,10.57,0.0万,0.0万手,9.55,146亿,3.0,0,0.52
2025-01-09,002779.SZ,中坚科技,76.45,14:01:42,14:01:15,,0.0,,,12.81亿,14.62,0.0万,0.0万手,6.79,90亿,3.0,0,0.71
2025-01-10,301413.CY,安培龙,66.43,09:01:03,11:01:57,,0.0,,,7.386亿,19.22,0.0万,0.0万手,14.36,38亿,3.0,0,
2025-01-10,002122.SZ,汇洲智能,4.08,09:01:03,10:01:12,,0.0,,,19.11亿,23.79,0.0万,0.0万手,8.8,81亿,4.0,0,0.63
2025-01-10,002552.SZ,宝鼎科技,15.25,09:01:06,09:01:06,,0.0,,,9.204亿,17.32,0.0万,0.0万手,-3.66,48亿,,0,0.88
2025-01-10,300640.CY,德艺文创,6.13,09:01:09,11:01:12,,0.0,,,3.67亿,25.8,0.0万,0.0万手,10.45,13亿,1.0,0,0.5
2025-01-10,002448.SZ,中原内配,6.1,09:01:09,09:01:42,,0.0,,,2.048亿,6.74,0.0万,0.0万手,3.04,29亿,1.0,0,0.0
2025-01-10,000880.SZ,潍柴重机,18.6,09:01:09,09:01:33,,0.0,,,8.804亿,28.12,0.0万,0.0万手,1.86,30亿,1.0,0,0.8
2025-01-10,002843.SZ,泰嘉股份,21.33,09:01:12,10:01:00,,0.0,,,8.148亿,14.86,0.0万,0.0万手,4.71,53亿,2.0,0,0.5
2025-01-10,600725.SH,云维股份,3.23,09:01:19,09:01:31,,0.0,,,4.127亿,10.15,0.0万,0.0万手,4.19,39亿,1.0,0,0.29
2025-01-10,688368.KC,晶丰明源,87.44,09:01:22,10:01:55,,0.0,,,3.325亿,4.23,0.0万,0.0万手,10.49,76亿,1.0,0,0.8
2025-01-10,002437.SZ,誉衡药业,2.45,09:01:24,09:01:27,,0.0,,,5.081亿,9.15,0.0万,0.0万手,4.26,53亿,1.0,0,1.0
2025-01-10,000972.SZ,中基健康,2.74,09:01:24,09:01:39,,0.0,,,1.114亿,5.19,0.0万,0.0万手,3.01,21亿,1.0,0,0.75
2025-01-10,600584.SH,长电科技,40.08,09:01:25,10:01:58,,0.0,,,74.23亿,10.19,0.0万,0.0万手,6.34,717亿,1.0,0,1.0
2025-01-10,002363.SZ,隆基机械,6.31,09:01:30,10:01:54,,0.0,,,2.403亿,8.81,0.0万,0.0万手,2.77,26亿,2.0,0,0.5
2025-01-10,002418.SZ,康盛股份,3.4,09:01:30,09:01:42,,0.0,,,16.93亿,39.47,0.0万,0.0万手,-8.36,38亿,1.0,0,0.68
2025-01-10,002348.SZ,高乐股份,3.2,09:01:33,10:01:00,,0.0,,,3.882亿,13.33,0.0万,0.0万手,5.26,28亿,4.0,0,0.6
2025-01-10,002117.SZ,东港股份,13.81,09:01:33,10:01:06,,0.0,,,15.48亿,21.08,0.0万,0.0万手,4.94,72亿,2.0,0,0.67
2025-01-10,603518.SH,锦泓集团,9.1,09:01:34,09:01:49,,0.0,,,1.64亿,4.98,0.0万,0.0万手,-2.26,31亿,1.0,0,0.29
2025-01-10,002666.SZ,德联集团,4.4,09:01:42,09:01:12,,0.0,,,2.128亿,10.4,0.0万,0.0万手,3.29,19亿,3.0,0,0.0
2025-01-10,001322.SZ,箭牌家居,7.86,09:01:48,13:01:18,,0.0,,,1.631亿,12.33,0.0万,0.0万手,5.79,13亿,1.0,0,1.0
2025-01-10,603009.SH,北特科技,44.09,10:01:05,10:01:08,,0.0,,,17.25亿,11.34,0.0万,0.0万手,1.64,149亿,,0,0.5
2025-01-10,301000.CY,肇民科技,31.97,10:01:21,10:01:51,,0.0,,,13.95亿,19.4,0.0万,0.0万手,12.49,73亿,3.0,0,1.0
2025-01-10,600835.SH,上海机电,16.83,10:01:25,11:01:46,,0.0,,,7.045亿,5.11,0.0万,0.0万手,5.85,135亿,1.0,0,0.6
2025-01-10,002149.SZ,西部材料,18.47,10:01:27,13:01:00,,0.0,,,6.404亿,7.08,0.0万,0.0万手,7.7,90亿,1.0,0,0.0
2025-01-10,603416.SH,信捷电气,42.58,10:01:27,11:01:42,,0.0,,,3.155亿,5.24,0.0万,0.0万手,6.34,59亿,1.0,0,0.67
2025-01-10,002886.SZ,沃特股份,16.3,10:01:27,10:01:18,,0.0,,,4.771亿,13.82,0.0万,0.0万手,4.49,33亿,1.0,0,0.55
2025-01-10,002698.SZ,博实股份,17.47,10:01:36,14:01:57,,0.0,,,10.82亿,7.53,0.0万,0.0万手,10.01,146亿,12.0,0,1.0
2025-01-10,002523.SZ,天桥起重,3.39,10:01:45,13:01:21,,0.0,,,7.296亿,15.26,0.0万,0.0万手,7.62,47亿,5.0,0,0.57
2025-01-10,002050.SZ,三花智控,26.7,10:01:48,10:01:39,,0.0,,,90.39亿,9.24,0.0万,0.0万手,6.46,980亿,1.0,0,0.4
2025-01-10,003021.SZ,兆威机电,92.0,10:01:57,14:01:51,,0.0,,,24.23亿,12.83,0.0万,0.0万手,6.79,189亿,4.0,0,0.76
