涨停日期,股票代码,股票名称,收盘价,首次涨停时间,最后涨停时间,连板情况,是否连板,涨停类型,涨停原因,成交金额,换手率,封单额,封单量,涨幅,流通市值,是否新股,近一年涨停封板率,开板次数
2024-01-02,001332.SZ,锡装股份,36.14,09:01:33,09:01:33,首板,0.0,换手板,核电+压力容器,5088万,5.31,8833万,2.44万手,10.02,9亿,0,,
2024-01-02,603530.SH,神马电力,22.81,09:01:33,10:01:09,4天4板,1.0,换手板,电网设备+橡胶+核电,7.464亿,7.8,4084万,1.79万手,9.98,98亿,0,1.0,
2024-01-02,002778.SZ,中晟高科,16.52,09:01:39,09:01:18,首板,1.0,换手板,核污染防治+污水处理+国企改革,1.418亿,6.97,1347万,0.816万手,9.99,20亿,0,0.5,1.0
2024-01-02,001225.SZ,和泰机电,43.15,09:01:39,09:01:39,首板,0.0,换手板,高新技术企业认定+物料输送设备+水泥+次新股,9250万,13.47,9702万,2.25万手,9.99,6亿,0,,
2024-01-02,002632.SZ,道明光学,10.87,09:01:39,10:01:12,5天3板,1.0,换手板,PMMA材料+消费电子+虚拟现实+锂电池,9.994亿,16.26,5849万,5.38万手,10.02,63亿,0,0.5,2.0
2024-01-02,605188.SH,国光连锁,9.36,09:01:41,09:01:41,首板,0.0,换手板,零售+预制菜,1.066亿,2.36,1369万,1.46万手,9.99,46亿,0,1.0,
2024-01-02,000698.SZ,沈阳化工,4.64,09:01:42,09:01:42,首板,0.0,换手板,化工+国企改革,1.046亿,2.94,7796万,16.8万手,9.95,36亿,0,0.5,
2024-01-02,300478.CY,杭州高新,15.17,09:01:42,13:01:00,首板,1.0,换手板,线缆用高分子材料+核电+网络游戏,3.201亿,17.81,2623万,1.73万手,20.02,18亿,0,,3.0
2024-01-02,600892.SH,大晟文化,6.69,09:01:47,10:01:34,4天2板,1.0,换手板,网络游戏+影视+唐山国资入主,3.768亿,10.13,2565万,3.84万手,10.03,37亿,0,0.73,5.0
2024-01-02,600088.SH,中视传媒,14.12,09:01:54,09:01:54,首板,0.0,换手板,中字头+影视传媒+虚拟数字人,7550万,1.38,1.205亿,8.54万手,9.97,56亿,0,0.89,
2024-01-02,002255.SZ,海陆重工,5.82,09:01:54,09:01:54,首板,0.0,换手板,核电+煤化工,2.972亿,8.05,7697万,13.2万手,10.02,37亿,0,,
2024-01-02,605118.SH,力鼎光电,26.61,09:01:55,09:01:55,4天4板,0.0,换手板,光学镜头+虚拟现实+车载镜头+外销,2.102亿,2.01,1.006亿,3.78万手,10.0,108亿,0,0.64,
2024-01-02,603586.SH,金麒麟,17.6,09:01:57,09:01:57,首板,0.0,换手板,摩擦材料+汽车刹车+奇瑞汽车+外销,1.016亿,3.0,7804万,4.43万手,10.0,34亿,0,0.67,
2024-01-02,605088.SH,冠盛股份,25.3,10:01:04,10:01:04,首板,0.0,换手板,汽车底盘+华为汽车+无人驾驶+新能源汽车,1.804亿,4.44,1866万,0.738万手,10.0,41亿,0,1.0,
2024-01-02,603209.SH,兴通股份,17.92,10:01:04,14:01:56,首板,1.0,换手板,航运,2.952亿,9.12,844.0万,0.471万手,10.01,32亿,0,0.5,17.0
2024-01-02,601022.SH,宁波远洋,12.2,10:01:11,10:01:11,首板,0.0,换手板,国企改革+航运+一带一路+次新股,4.92亿,31.64,5874万,4.82万手,10.01,15亿,0,0.8,
2024-01-02,603332.SH,苏州龙杰,12.61,10:01:13,10:01:58,首板,1.0,换手板,龙字辈+涤纶+军工,3.1亿,11.79,3681万,2.92万手,10.03,27亿,0,1.0,1.0
2024-01-02,600257.SH,大湖股份,6.79,10:01:19,10:01:43,首板,1.0,换手板,淡水养殖+白酒+互联网医疗,4.478亿,14.02,3257万,4.8万手,10.05,32亿,0,0.78,1.0
2024-01-02,600343.SH,航天动力,10.73,10:01:23,10:01:23,首板,0.0,换手板,中航系+通用设备+水利,1.946亿,2.91,3058万,2.85万手,10.05,68亿,0,1.0,
2024-01-02,002177.SZ,御银股份,4.88,10:01:24,10:01:24,首板,0.0,换手板,互联网金融+ATM+数字货币,5.637亿,15.7,1.034亿,21.2万手,9.91,37亿,0,0.55,
2024-01-02,002174.SZ,游族网络,12.61,10:01:27,10:01:27,首板,0.0,换手板,网络游戏+出海,7.384亿,6.58,5932万,4.7万手,10.03,115亿,0,0.55,
2024-01-02,603488.SH,展鹏科技,11.23,10:01:28,10:01:28,首板,0.0,换手板,军工+换电+电梯+拟购买股权,1.209亿,3.8,2642万,2.35万手,9.99,32亿,0,0.5,
2024-01-02,600836.SH,上海易连,4.21,10:01:43,10:01:22,首板,1.0,换手板,房地产+包装印刷+柔性屏,1.991亿,7.21,1870万,4.44万手,9.92,28亿,0,0.33,3.0
2024-01-02,000678.SZ,襄阳轴承,7.12,10:01:48,10:01:48,首板,0.0,换手板,汽车轴承+减速器+军工,1.086亿,3.4,6759万,9.49万手,10.05,32亿,0,0.75,
2024-01-02,300875.CY,捷强装备,35.03,10:01:57,10:01:57,首板,0.0,换手板,核电+军工+机器人,3.913亿,17.93,8270万,2.36万手,20.01,23亿,0,1.0,
2024-01-02,600501.SH,航天晨光,15.05,11:01:01,11:01:01,首板,0.0,换手板,航空设备+可控核聚变+氢能源+央企改革,2.926亿,4.73,7025万,4.67万手,10.01,63亿,0,0.75,
2024-01-02,002471.SZ,中超控股,3.19,11:01:06,11:01:06,首板,0.0,换手板,核电+军工+航空发动机+电线电缆,2.587亿,6.54,6714万,21.0万手,10.0,40亿,0,1.0,
2024-01-02,603261.SH,立航科技,37.52,11:01:28,11:01:28,首板,0.0,换手板,军工+大飞机,9219万,9.65,7703万,2.05万手,10.0,9亿,0,1.0,
2024-01-02,603099.SH,长白山,16.48,13:01:05,13:01:29,首板,1.0,换手板,旅游+国企改革,2.117亿,4.98,2820万,1.71万手,10.01,43亿,0,0.64,
2024-01-02,002578.SZ,闽发铝业,4.93,13:01:12,13:01:12,3天3板,0.0,换手板,铝型材+光伏+新能源汽车+国企改革,7.447亿,19.3,7388万,15.0万手,10.04,42亿,0,1.0,
2024-01-02,603992.SH,松霖科技,19.95,13:01:14,13:01:14,首板,0.0,换手板,专利+家居用品+AI健康+外销,9908万,1.27,2642万,1.32万手,9.98,80亿,0,1.0,
2024-01-02,600397.SH,安源煤业,3.33,13:01:50,13:01:50,首板,0.0,换手板,煤炭+江西国资,2.092亿,6.63,6457万,19.4万手,9.9,32亿,0,0.0,
2024-01-02,002584.SZ,西陇科学,10.77,13:01:57,13:01:57,首板,0.0,换手板,核污染防治+阿尔兹海默+光刻胶+锂电池+重组蛋白,14.23亿,32.13,1.2亿,11.1万手,10.01,46亿,0,0.91,
2024-01-02,603396.SH,金辰股份,60.12,10:01:08,14:01:08,3天3板,1.0,换手板,光伏+TOPCON电池+氢能源,9.658亿,14.47,1426万,0.237万手,10.01,69亿,0,1.0,8.0
2024-01-02,600505.SH,西昌电力,9.34,10:01:58,14:01:19,首板,1.0,换手板,光伏+水力发电+国企改革,2.978亿,9.19,3250万,3.48万手,10.01,34亿,0,0.5,1.0
2024-01-03,000595.SZ,宝塔实业,6.27,09:01:00,09:01:00,3天3板,0.0,一字板,军工+光伏支架+机器人+国企改革,8370万,1.17,1.87亿,29.8万手,10.0,71亿,0,0.75,
2024-01-03,002975.SZ,博杰股份,41.64,09:01:00,09:01:00,首板,0.0,一字板,MR+机器人+自动化测试+服务器测试,1.556亿,5.23,1.029亿,2.47万手,10.01,29亿,0,0.4,
2024-01-03,000698.SZ,沈阳化工,5.1,09:01:00,09:01:00,2天2板,0.0,换手板,化工+PVC糊树脂+国企改革,3.513亿,9.08,5128万,10.1万手,9.91,40亿,0,0.5,
2024-01-03,600716.SH,凤凰股份,4.07,09:01:01,09:01:25,首板,1.0,换手板,房地产+参股券商,1.075亿,2.91,3059万,7.52万手,10.0,38亿,0,0.25,
2024-01-03,603577.SH,汇金通,12.58,09:01:02,09:01:02,4天4板,0.0,换手板,核电+光伏+电网设备+特高压,1.39亿,3.84,1.0亿,7.95万手,9.96,36亿,0,1.0,
2024-01-03,605167.SH,利柏特,11.48,09:01:02,14:01:08,3天3板,1.0,T字板,核聚变+特种环烯烃共聚物+工业模块设计+氢能源,6.815亿,26.91,3289万,2.87万手,9.96,25亿,0,1.0,4.0
2024-01-03,605118.SH,力鼎光电,29.27,09:01:03,14:01:30,5天5板,1.0,换手板,光学镜头+虚拟现实+车载镜头+外销,10.56亿,9.17,2834万,0.969万手,10.0,119亿,0,0.67,7.0
2024-01-03,002750.SZ,龙津药业,11.03,09:01:06,13:01:42,首板,1.0,换手板,中药+创新药+工业大麻,5.056亿,11.59,1452万,1.32万手,9.97,43亿,0,0.8,10.0
2024-01-03,002907.SZ,华森制药,17.01,09:01:09,10:01:51,首板,1.0,换手板,中药+减肥药+创新药,1.717亿,3.28,3135万,1.84万手,10.03,52亿,0,0.86,2.0
2024-01-03,600892.SH,大晟文化,7.36,09:01:21,15:01:00,5天3板,1.0,换手板,网络游戏+影视+唐山国资入主,10.61亿,26.74,1465万,1.99万手,10.01,41亿,0,0.73,3.0
2024-01-03,603332.SH,苏州龙杰,13.87,09:01:24,09:01:24,2天2板,0.0,换手板,龙字辈+涤纶+军工,1.581亿,5.34,5934万,4.28万手,9.99,30亿,0,1.0,
2024-01-03,603530.SH,神马电力,25.09,09:01:24,09:01:33,5天5板,1.0,换手板,核电+电网设备+橡胶,5.949亿,5.52,8405万,3.35万手,10.0,108亿,0,1.0,1.0
2024-01-03,002819.SZ,东方中科,27.69,09:01:24,13:01:48,首板,1.0,换手板,华为+鸿蒙概念+类脑智能感知,2.422亿,3.77,2662万,0.962万手,10.01,64亿,0,0.5,1.0
2024-01-03,600088.SH,中视传媒,15.53,09:01:25,09:01:25,2天2板,0.0,换手板,中字头+影视传媒+虚拟数字人+股权划转,1.69亿,2.78,1.076亿,6.93万手,9.99,61亿,0,0.89,
2024-01-03,003015.SZ,日久光电,13.51,09:01:27,09:01:48,首板,1.0,换手板,消费电子+华为+汽车电子+PET铜箔,4.648亿,14.31,1.149亿,8.5万手,10.02,33亿,0,0.6,1.0
2024-01-03,600272.SH,开开实业,12.85,09:01:27,10:01:00,首板,1.0,换手板,中医药+SPD+老字号+上海国资,2.021亿,9.91,1701万,1.32万手,10.02,20亿,0,0.88,3.0
2024-01-03,600792.SH,云煤能源,5.64,09:01:27,10:01:30,2天2板,1.0,换手板,焦炭+煤化工+云南国资,6.155亿,11.36,3144万,5.57万手,9.94,55亿,0,0.77,3.0
2024-01-03,603333.SH,尚纬股份,6.91,09:01:28,14:01:07,4天4板,1.0,换手板,核电+特种电缆+光伏+动力储能电池,11.32亿,27.0,3210万,4.65万手,10.03,42亿,0,1.0,5.0
2024-01-03,001217.SZ,华尔泰,17.08,09:01:30,09:01:30,4天4板,0.0,换手板,烟花禁燃令或修改+化工,5.415亿,24.81,9182万,5.38万手,9.98,22亿,0,1.0,
2024-01-03,001339.SZ,智微智能,35.84,09:01:30,14:01:45,5天4板,1.0,换手板,鸿蒙概念+AI概念+PC+机器人,14.59亿,59.73,5808万,1.62万手,10.01,25亿,0,0.8,2.0
2024-01-03,002888.SZ,惠威科技,25.58,09:01:36,09:01:36,首板,0.0,换手板,智能音箱+消费电子,1.788亿,9.35,1.283亿,5.02万手,10.02,19亿,0,0.88,
2024-01-03,600844.SH,丹化科技,3.39,09:01:36,09:01:50,首板,1.0,换手板,可降解塑料+煤化工+乙二醇+国企改革,8321万,3.03,4416万,13.0万手,10.06,27亿,0,1.0,
2024-01-03,003032.SZ,传智教育,15.26,09:01:39,09:01:39,首板,0.0,换手板,教育+华为鸿蒙,3.196亿,12.63,9163万,6.0万手,10.02,26亿,0,0.55,
2024-01-03,001332.SZ,锡装股份,39.75,09:01:39,09:01:03,2天2板,1.0,换手板,核电+压力容器,2.159亿,20.54,2337万,0.588万手,9.99,10亿,0,,3.0
2024-01-03,000953.SZ,河化股份,6.13,09:01:51,09:01:36,首板,1.0,换手板,医药中间体+新冠特效药+化肥,1.249亿,5.6,1445万,2.36万手,10.05,22亿,0,0.5,1.0
2024-01-03,605488.SH,福莱新材,18.67,09:01:55,09:01:34,首板,1.0,换手板,功能性涂布复合材料+华为+传感器+拟增资,1.793亿,18.87,3283万,1.76万手,10.02,9亿,0,1.0,1.0
2024-01-03,603099.SH,长白山,18.13,10:01:04,14:01:22,2天2板,1.0,换手板,旅游+国企改革,5.449亿,11.6,1394万,0.769万手,10.01,48亿,0,0.64,1.0
2024-01-03,600825.SH,新华传媒,4.95,10:01:07,10:01:07,首板,0.0,换手板,上海国企+文化传媒+数字广告,1.261亿,2.53,4347万,8.78万手,10.0,51亿,0,0.78,
2024-01-03,600805.SH,悦达投资,5.58,10:01:33,10:01:10,首板,1.0,换手板,光伏+氢能源+农机+智能制造+国企改革,3.301亿,7.19,6082万,10.9万手,10.06,47亿,0,1.0,2.0
2024-01-03,000897.SZ,津滨发展,2.39,10:01:51,10:01:51,首板,0.0,换手板,房地产+天津国资,2.253亿,5.99,1.278亿,53.5万手,10.14,38亿,0,0.5,
2024-01-03,002325.SZ,洪涛股份,1.83,10:01:54,10:01:18,首板,1.0,换手板,建筑装饰+华为+氢能源+实控人拟变更为湖北国资,2.215亿,8.62,2716万,14.8万手,10.24,26亿,0,1.0,4.0
2024-01-03,000820.SZ,神雾节能,4.75,11:01:42,11:01:42,2天2板,0.0,换手板,固废处理+节能环保+氢能源,1.845亿,14.61,4844万,10.2万手,9.95,13亿,0,0.5,
2024-01-03,000993.SZ,闽东电力,11.45,11:01:45,11:01:45,首板,0.0,换手板,电力+航运+光伏+国企改革,6.054亿,12.5,7573万,6.61万手,9.99,50亿,0,0.75,
2024-01-03,002771.SZ,真视通,30.13,13:01:24,13:01:24,首板,0.0,换手板,华为算力+虚拟现实+军工+工业互联网,13.91亿,28.61,9512万,3.16万手,10.0,51亿,0,0.72,
2024-01-03,605011.SH,杭州热电,28.92,13:01:37,13:01:37,首板,0.0,换手板,热电联产+煤炭+杭州国资,4.601亿,13.89,1.052亿,3.64万手,10.0,35亿,0,1.0,
2024-01-03,600593.SH,大连圣亚,22.65,13:01:40,13:01:40,首板,0.0,换手板,旅游娱乐+抖音+大连国资,2.493亿,9.07,5355万,2.36万手,10.0,29亿,0,0.43,
2024-01-04,003015.SZ,日久光电,14.86,09:01:00,09:01:00,2天2板,0.0,一字板,消费电子+华为+汽车电子+PET铜箔,1.16亿,3.18,1.853亿,12.5万手,9.99,36亿,0,0.55,
2024-01-04,000635.SZ,英力特,10.16,09:01:00,09:01:00,首板,0.0,换手板,化工+氢能源+PVC+国企改革,8391万,2.73,8167万,8.04万手,9.96,30亿,0,0.75,
2024-01-04,600805.SH,悦达投资,6.14,09:01:02,09:01:02,2天2板,0.0,一字板,光伏+氢能源+农机+智能制造+国企改革,1.141亿,2.19,1.181亿,19.2万手,10.04,52亿,0,1.0,
2024-01-04,600593.SH,大连圣亚,24.92,09:01:06,09:01:21,2天2板,1.0,换手板,东北旅游+抖音+大连国资,2.141亿,6.71,5930万,2.38万手,10.02,32亿,0,0.5,5.0
2024-01-04,603273.SH,天元智能,26.51,09:01:07,09:01:28,首板,1.0,换手板,次新股+氢能源+工程机械+新型工业化,4.623亿,33.38,7925万,2.99万手,10.0,13亿,0,1.0,4.0
2024-01-04,001339.SZ,智微智能,39.42,09:01:12,09:01:30,6天5板,1.0,换手板,鸿蒙概念+AI概念+PC+机器人,10.09亿,38.17,1.434亿,3.64万手,9.99,27亿,0,0.8,1.0
2024-01-04,603162.SH,海通发展,19.38,09:01:13,10:01:19,首板,1.0,换手板,航运+一带一路+次新,2.888亿,24.58,3735万,1.93万手,9.99,11亿,0,0.83,1.0
2024-01-04,603099.SH,长白山,19.94,09:01:14,13:01:05,3天3板,1.0,换手板,东北旅游+国企改革,6.325亿,12.29,3952万,1.98万手,9.98,53亿,0,0.67,2.0
2024-01-04,301337.CY,亚华电子,39.14,09:01:15,09:01:15,首板,0.0,换手板,华为鸿蒙+医院智能通讯交互+机器人+次新股,4.072亿,42.45,3868万,0.988万手,19.99,10亿,0,0.0,
2024-01-04,600844.SH,丹化科技,3.73,09:01:19,13:01:43,2天2板,1.0,换手板,可降解塑料+煤化工+乙二醇+国企改革,4.184亿,13.72,1401万,3.76万手,10.03,30亿,0,1.0,11.0
2024-01-04,605378.SH,野马电池,29.16,09:01:23,09:01:23,首板,1.0,换手板,锌锰电池+外销+消费电子+长三角一体化,3.117亿,32.82,3323万,1.14万手,10.0,9亿,0,1.0,2.0
2024-01-04,000691.SZ,亚太实业,5.82,09:01:24,09:01:24,首板,0.0,换手板,化工,7860万,4.28,3218万,5.53万手,10.02,18亿,0,1.0,
2024-01-04,002178.SZ,延华智能,5.64,09:01:24,09:01:24,首板,0.0,换手板,华为鸿蒙+数据中心+数据要素+智慧城市,2.12亿,5.4,6984万,12.4万手,9.94,40亿,0,0.67,
2024-01-04,002981.SZ,朝阳科技,37.6,09:01:27,09:01:27,首板,0.0,换手板,消费电子+虚拟现实+三季报增长,1.478亿,4.73,7783万,2.07万手,10.01,31亿,0,0.83,
2024-01-04,002819.SZ,东方中科,30.46,09:01:27,09:01:36,2天2板,1.0,换手板,华为+鸿蒙概念+类脑智能感知,3.729亿,5.36,9400万,3.09万手,10.0,71亿,0,0.5,1.0
2024-01-04,603004.SH,鼎龙科技,42.12,09:01:30,09:01:03,首板,1.0,换手板,化工+外销+专精特新+次新股,5.51亿,22.95,1.027亿,2.44万手,10.0,24亿,0,,3.0
2024-01-04,000820.SZ,神雾节能,5.23,09:01:30,14:01:03,3天3板,1.0,换手板,固废处理+节能环保+氢能源,2.086亿,14.0,4603万,8.8万手,10.11,15亿,0,0.67,1.0
2024-01-04,002758.SZ,浙农股份,11.45,09:01:33,09:01:15,首板,1.0,换手板,供销社+农机,2.705亿,4.64,2059万,1.8万手,9.99,58亿,0,0.33,6.0
2024-01-04,003029.SZ,吉大正元,21.59,09:01:36,10:01:15,首板,1.0,换手板,鸿蒙+跨境支付+智慧政务+网络安全,2.24亿,6.17,1679万,0.778万手,9.98,36亿,0,0.67,3.0
2024-01-04,603029.SH,天鹅股份,22.79,09:01:37,09:01:37,首板,0.0,换手板,供销社+农机+粮食烘干机,1.973亿,7.3,6125万,2.69万手,9.99,27亿,0,0.88,
2024-01-04,605167.SH,利柏特,12.63,09:01:42,09:01:45,4天4板,1.0,换手板,核聚变+特种环烯烃共聚物+工业模块设计+氢能源,6.38亿,23.46,5988万,4.74万手,10.02,28亿,0,1.0,3.0
2024-01-04,002888.SZ,惠威科技,28.14,09:01:48,09:01:48,2天2板,0.0,换手板,智能音箱+消费电子,2.796亿,13.34,1.031亿,3.66万手,10.01,21亿,0,0.88,
2024-01-04,603356.SH,华菱精工,16.15,09:01:54,09:01:33,首板,1.0,换手板,光伏+风电+电梯+收购股权,2.645亿,12.39,2131万,1.32万手,10.01,21亿,0,0.0,1.0
2024-01-04,603048.SH,浙江黎明,20.31,10:01:06,10:01:06,首板,0.0,换手板,冷锻+汽车零部件,1.241亿,16.73,3819万,1.88万手,10.02,7亿,0,0.8,
2024-01-04,601096.SH,宏盛华源,5.61,10:01:10,10:01:10,首板,0.0,换手板,次新股+输电线路铁塔+智能制造+国企改革,10.59亿,30.27,1.574亿,28.1万手,10.0,36亿,0,,
2024-01-04,603052.SH,可川科技,53.68,10:01:20,10:01:08,5天4板,1.0,换手板,MR+OLED+锂电池+光模块,6.983亿,48.48,3922万,0.731万手,10.0,15亿,0,0.83,
2024-01-04,603280.SH,南方路机,28.66,10:01:21,10:01:21,4天2板,0.0,换手板,核电+机器人+工程搅拌设备+雄安新区,3.166亿,41.68,5651万,1.97万手,10.02,8亿,0,0.57,
2024-01-04,003025.SZ,思进智能,14.54,10:01:27,10:01:51,4天2板,1.0,换手板,冷锻+一体化压铸,4.218亿,12.7,3116万,2.14万手,9.98,34亿,0,0.67,
2024-01-04,000078.SZ,海王生物,3.51,10:01:45,10:01:45,首板,0.0,换手板,生物制品+中药,3.83亿,4.26,7371万,21.0万手,10.03,92亿,0,1.0,
2024-01-04,603390.SH,通达电气,10.98,11:01:03,11:01:03,首板,0.0,换手板,智能座舱+电子后视镜+华为+智慧交通,1.452亿,3.91,5361万,4.88万手,10.02,38亿,0,1.0,
2024-01-04,000829.SZ,天音控股,10.31,13:01:06,13:01:06,首板,0.0,换手板,智能终端销售+华为+新能源汽车销售+深圳国企,6.446亿,6.39,9156万,8.88万手,10.03,105亿,0,0.88,
2024-01-04,601188.SH,龙江交通,4.36,13:01:17,13:01:17,首板,0.0,换手板,出售股份+高速公路+宁德时代+黑龙江国资+龙字辈,3.065亿,5.53,6643万,15.2万手,10.1,57亿,0,0.7,
2024-01-04,603097.SH,江苏华辰,25.73,13:01:25,13:01:25,首板,0.0,换手板,电网设备+光伏+风电+充电桩,2.416亿,24.65,3731万,1.45万手,10.0,10亿,0,0.67,
2024-01-04,002432.SZ,九安医疗,42.3,13:01:39,14:01:51,首板,1.0,换手板,三联检+持续血糖监测仪+创投,19.87亿,10.61,813.9万,0.192万手,10.01,191亿,0,1.0,1.0
2024-01-04,002786.SZ,银宝山新,16.42,13:01:45,13:01:45,首板,0.0,换手板,实控人东方资管(AMC)+芯片激光焊接机+华为汽车+精密结构件,17.81亿,22.99,1.317亿,8.02万手,9.98,81亿,0,0.82,
2024-01-04,002529.SZ,海源复材,13.81,13:01:51,13:01:51,5天3板,0.0,换手板,光伏+TOPCON电池,2.968亿,8.75,3702万,2.68万手,10.04,35亿,0,0.8,
2024-01-04,002780.SZ,三夫户外,14.43,14:01:03,14:01:03,首板,0.0,换手板,滑雪+户外运动,1.344亿,7.48,3686万,2.55万手,9.98,18亿,0,1.0,
2024-01-04,605080.SH,浙江自然,22.98,14:01:26,14:01:26,首板,0.0,换手板,露营经济+外销,1.035亿,9.87,2148万,0.935万手,10.0,10亿,0,0.0,
2024-01-04,603908.SH,牧高笛,39.63,14:01:45,14:01:45,首板,0.0,换手板,户外装备+跨境电商,8322万,3.27,3970万,1.0万手,9.99,26亿,0,1.0,
2024-01-05,002341.SZ,新纶新材,3.83,09:01:00,09:01:00,首板,0.0,一字板,折叠屏+华为+固态电池,1.045亿,2.37,6651万,17.4万手,10.06,44亿,0,0.67,
2024-01-05,002882.SZ,金龙羽,16.14,09:01:00,09:01:00,首板,0.0,一字板,固态电池+电线电缆,2.096亿,5.27,1.138亿,7.05万手,10.02,39亿,0,0.67,
2024-01-05,002178.SZ,延华智能,6.2,09:01:00,09:01:45,2天2板,1.0,T字板,华为鸿蒙+数据中心+数据要素+智慧城市,5.084亿,11.6,9112万,14.7万手,9.93,44亿,0,0.7,1.0
2024-01-05,002819.SZ,东方中科,33.51,09:01:00,09:01:42,3天3板,1.0,T字板,华为+鸿蒙概念+类脑智能感知,6.727亿,8.57,5822万,1.74万手,10.01,78亿,0,0.6,2.0
2024-01-05,003025.SZ,思进智能,15.99,09:01:00,14:01:15,5天3板,1.0,T字板,冷锻+一体化压铸,8.982亿,24.29,1708万,1.07万手,9.97,37亿,0,0.75,8.0
2024-01-05,600593.SH,大连圣亚,27.41,09:01:01,09:01:01,3天3板,0.0,一字板,东北旅游+抖音+大连国资,5157万,1.46,8640万,3.15万手,9.99,35亿,0,0.62,
2024-01-05,301503.CY,智迪科技,39.66,09:01:03,09:01:03,首板,0.0,换手板,AIPC+消费电子+智能制造,1.875亿,24.44,8058万,2.03万手,20.0,7亿,0,,
2024-01-05,002577.SZ,雷柏科技,18.67,09:01:15,09:01:30,首板,1.0,换手板,无线鼠标+星闪概念+智能眼镜,2.685亿,5.16,4907万,2.63万手,10.02,52亿,0,0.71,1.0
2024-01-05,600239.SH,云南城投,2.93,09:01:31,09:01:31,首板,0.0,换手板,云南国资+化债+房地产+养老,2.843亿,6.16,6017万,20.5万手,10.15,47亿,0,0.57,
2024-01-05,002403.SZ,爱仕达,9.71,09:01:36,09:01:51,首板,1.0,换手板,机器人+家用电器+外销+C2M,1.301亿,4.48,4544万,4.68万手,9.97,29亿,0,0.89,
