涨停日期,股票代码,股票名称,收盘价,首次涨停时间,最后涨停时间,连板情况,是否连板,涨停类型,涨停原因,成交金额,换手率,封单额,封单量,涨幅,流通市值,是否新股,近一年涨停封板率,开板次数
2024-01-25,002401.SZ,中远海科,17.5,10:01:33,10:01:33,首板,0.0,换手板,中字头+上海自贸区+船视宝+数据要素,4.978亿,8.13,6583万,3.76万手,9.99,64亿,0,0.81,
2024-01-25,300374.CY,中铁装配,14.68,10:01:36,10:01:36,2天2板,0.0,换手板,中字头+建材,4.709亿,17.81,6785万,4.62万手,20.03,27亿,0,0.0,
2024-01-25,605277.SH,新亚电子,14.38,10:01:44,10:01:44,首板,0.0,换手板,液冷充电桩线缆+光伏+华为+机器人,1.11亿,3.06,3841万,2.67万手,10.02,37亿,0,0.82,
2024-01-25,600200.SH,江苏吴中,10.86,09:01:00,13:01:42,3天3板,1.0,T字板,AestheFill获批+医美再生注射剂+流感,14.27亿,18.64,2694万,2.48万手,10.03,77亿,0,0.75,5.0
2024-01-25,603131.SH,上海沪工,15.06,09:01:55,10:01:16,首板,1.0,换手板,卫星+机器人+焊接切割装备,4.158亿,8.87,2969万,1.97万手,10.01,47亿,0,0.8,2.0
2024-01-25,600508.SH,上海能源,14.74,09:01:57,10:01:48,首板,1.0,换手板,煤炭+破净股+上海央企,4.617亿,4.39,9874万,6.7万手,10.0,106亿,0,,4.0
2024-01-25,600050.SH,中国联通,4.53,10:01:01,13:01:43,首板,1.0,换手板,中字头+电信运营商+破净股,37.57亿,2.73,1.141亿,25.2万手,9.95,1402亿,0,0.67,7.0
2024-01-25,003042.SZ,中农联合,18.36,10:01:06,14:01:42,首板,1.0,换手板,农药原药+供销社,2.701亿,22.1,148.2万,0.081万手,10.01,12亿,0,1.0,1.0
2024-01-25,601858.SH,中国科传,24.35,10:01:15,10:01:15,首板,0.0,换手板,中字头+数据要素+中科云教育+芯片,6.519亿,3.5,4989万,2.05万手,9.98,192亿,0,0.7,
2024-01-25,300788.CY,中信出版,30.34,10:01:24,10:01:24,首板,0.0,换手板,中字头+数据要素+AI,2.489亿,4.68,5758万,1.9万手,20.02,57亿,0,1.0,
2024-01-25,601949.SH,中国出版,8.05,10:01:29,10:01:29,首板,0.0,换手板,中字头+出版,3.857亿,2.73,4143万,5.15万手,9.97,146亿,0,0.78,
2024-01-25,000032.SZ,深桑达A,18.88,10:01:33,13:01:48,首板,1.0,换手板,年报扭亏+央企,7.925亿,6.74,5612万,2.97万手,10.02,121亿,0,0.67,1.0
2024-01-25,002229.SZ,鸿博股份,23.99,10:01:48,11:01:12,首板,1.0,换手板,算力租赁+英伟达+年报预增,16.24亿,14.23,9385万,3.91万手,10.0,118亿,0,0.79,1.0
2024-01-25,600880.SH,博瑞传播,4.9,10:01:57,10:01:57,首板,0.0,换手板,国企改革+华为+教育+AIGC+跨境电商,1.746亿,3.38,2774万,5.66万手,10.11,53亿,0,0.5,
2024-01-25,600708.SH,光明地产,2.32,10:01:57,10:01:57,首板,0.0,换手板,上海国企+房地产+冷链物流,1.936亿,3.9,1.098亿,47.3万手,9.95,51亿,0,0.0,
2024-01-25,603888.SH,新华网,23.14,11:01:10,14:01:28,首板,1.0,换手板,数据要素+网络技术+国企改革,5.868亿,5.04,1594万,0.689万手,9.98,120亿,0,0.54,2.0
2024-01-25,002858.SZ,力盛体育,15.62,11:01:24,11:01:24,首板,0.0,换手板,上海+AI体育+VR赛事+多模态AI,1.415亿,6.42,6799万,4.35万手,10.0,23亿,0,0.69,
2024-01-25,600335.SH,国机汽车,8.28,11:01:27,11:01:27,首板,0.0,换手板,央企+汽车贸易+华为+一体化压铸,2.323亿,1.93,4148万,5.01万手,9.96,123亿,0,0.83,
2024-01-25,600138.SH,中青旅,11.41,11:01:34,13:01:40,首板,1.0,换手板,中字头+旅游+业绩增长,6.526亿,8.13,2142万,1.88万手,10.03,82亿,0,,2.0
2024-01-25,000521.SZ,长虹美菱,7.59,11:01:39,11:01:39,首板,0.0,换手板,年报预增+白色家电+北交所+国企改革,3.571亿,5.48,2798万,3.69万手,10.0,66亿,0,0.5,
2024-01-25,600648.SH,外高桥,11.44,11:01:39,11:01:39,2天2板,0.0,换手板,上海国企改革+房地产开发,3.611亿,3.46,3674万,3.21万手,10.0,106亿,0,,
2024-01-25,001266.SZ,宏英智能,26.96,11:01:39,13:01:48,首板,1.0,换手板,上海+传感器+机器人+智能座舱+智能电控,6941万,7.55,3463万,1.28万手,10.0,9亿,0,0.78,1.0
2024-01-25,000028.SZ,国药一致,29.68,11:01:45,11:01:45,首板,0.0,换手板,医药商业+智慧医疗+医药物流+国企改革,2.696亿,1.95,6586万,2.22万手,10.01,141亿,0,0.67,
2024-01-25,600482.SH,中国动力,18.88,11:01:46,13:01:10,首板,1.0,换手板,中字头+高端动力装备+锂电池+年报预增,7.249亿,1.8,4677万,2.48万手,10.02,412亿,0,0.5,1.0
2024-01-25,600748.SH,上实发展,3.86,11:01:57,11:01:57,首板,0.0,换手板,上海国企改革+房地产开发,2.746亿,3.98,2757万,7.14万手,9.97,71亿,0,0.67,
2024-01-25,000065.SZ,北方国际,11.22,13:01:00,13:01:00,首板,0.0,换手板,央企国企改革+一带一路+智能物流+煤炭,2.927亿,2.98,7109万,6.34万手,10.0,101亿,0,0.56,
2024-01-25,000158.SZ,常山北明,9.14,13:01:03,13:01:03,首板,0.0,换手板,石家庄国企+鸿蒙概念+国资云+工业互联网,12.66亿,9.08,7819万,8.56万手,9.99,144亿,0,0.73,
2024-01-25,600818.SH,中路股份,12.32,13:01:07,13:01:07,首板,0.0,换手板,上海+两轮车+高空风能,1.702亿,6.02,1438万,1.17万手,10.0,29亿,0,0.8,
2024-01-25,603918.SH,金桥信息,18.58,13:01:09,14:01:06,首板,1.0,换手板,蚂蚁金服+数据确权+华为+上海,11.84亿,18.25,5032万,2.71万手,10.01,68亿,0,0.72,1.0
2024-01-25,600097.SH,开创国际,11.4,13:01:09,14:01:12,2天2板,1.0,换手板,上海国资+预制菜+渔业,2.286亿,8.65,1714万,1.5万手,10.04,27亿,0,1.0,5.0
2024-01-25,603721.SH,中广天择,25.76,13:01:17,13:01:17,首板,0.0,换手板,长沙国资+短剧+MCN+数据确权,3.088亿,9.57,2596万,1.01万手,9.99,33亿,0,0.71,
2024-01-25,603960.SH,克来机电,13.18,13:01:18,13:01:00,首板,1.0,换手板,上海+机器人+汽车电子+华为汽车,1.696亿,5.08,762.2万,0.578万手,10.02,34亿,0,0.0,5.0
2024-01-25,600640.SH,国脉文化,10.75,13:01:22,13:01:22,首板,0.0,换手板,央企+图书出版+数据要素+大模型,1.538亿,1.87,8601万,8.0万手,10.03,85亿,0,0.43,
2024-01-25,600452.SH,涪陵电力,11.81,13:01:25,13:01:25,首板,0.0,换手板,央企+电力,1.678亿,1.34,3008万,2.55万手,9.96,129亿,0,0.67,
2024-01-25,600480.SH,凌云股份,9.13,13:01:29,13:01:29,首板,0.0,换手板,中兵系+央企+汽车零部件+年报预增,2.607亿,3.26,3336万,3.65万手,10.0,83亿,0,1.0,
2024-01-25,002214.SZ,大立科技,10.85,13:01:33,13:01:33,首板,0.0,换手板,热成像技术+军工+机器人+芯片,9671万,1.92,3192万,2.94万手,10.04,51亿,0,,
2024-01-25,002879.SZ,长缆科技,14.66,13:01:33,13:01:33,首板,0.0,换手板,年报预增+电力电缆附件+智能电网,8282万,4.37,3574万,2.44万手,9.98,19亿,0,1.0,
2024-01-25,600825.SH,新华传媒,4.96,13:01:36,13:01:09,首板,1.0,换手板,上海国企+文化传媒+数字广告,4.341亿,8.79,2433万,4.91万手,9.98,51亿,0,0.75,2.0
2024-01-25,001219.SZ,青岛食品,20.48,13:01:39,13:01:39,首板,0.0,换手板,休闲食品+电子商务+国企改革,1.362亿,9.06,7432万,3.63万手,9.99,15亿,0,0.0,
2024-01-25,301508.CY,中机认检,36.72,13:01:42,14:01:57,首板,1.0,换手板,中字头+检验检测+无人驾驶+次新股,8.118亿,55.32,2492万,0.679万手,20.0,15亿,0,0.0,1.0
2024-01-25,603153.SH,上海建科,21.91,13:01:43,13:01:43,2天2板,0.0,换手板,上海国资+工程咨询服务+AMC+次新股,5.396亿,47.0,746.3万,0.341万手,9.99,12亿,0,0.85,
2024-01-25,301046.CY,能辉科技,26.82,13:01:51,13:01:51,首板,0.0,换手板,年报预增+上海+光伏+机器人,1.761亿,11.77,4117万,1.54万手,20.0,15亿,0,,
2024-01-25,600284.SH,浦东建设,6.97,13:01:53,13:01:53,首板,0.0,换手板,上海国企改革+证金持股+基础建设,4.46亿,6.91,3082万,4.42万手,9.94,67亿,0,,
2024-01-25,601333.SH,广深铁路,2.97,14:01:00,14:01:00,首板,0.0,换手板,铁路公路+中铁系+央企,3.744亿,2.31,2004万,6.75万手,10.0,167亿,0,1.0,
2024-01-25,002368.SZ,太极股份,25.31,14:01:03,14:01:03,首板,0.0,换手板,云计算+华为+央企,5.418亿,3.61,6687万,2.64万手,10.0,156亿,0,0.4,
2024-01-25,000017.SZ,深中华A,13.53,14:01:21,14:01:33,13天12板,1.0,换手板,锂电池+黄金+自行车+重整预期+三季报增长,18.01亿,45.73,7156万,5.29万手,10.0,40亿,0,0.9,2.0
2024-01-25,601800.SH,中国交建,8.25,14:01:23,14:01:02,首板,1.0,换手板,基础建设+央企国企改革+中字头+同花顺中特估100,18.42亿,1.96,3261万,3.95万手,10.0,969亿,0,,2.0
2024-01-25,601857.SH,中国石油,7.99,14:01:31,14:01:31,首板,0.0,换手板,中字头+石油+高股息,29.1亿,0.23,1.321亿,16.5万手,10.06,12937亿,0,,
2024-01-25,002302.SZ,西部建设,6.56,14:01:33,14:01:33,首板,0.0,换手板,年报预增+水泥+央企,1.856亿,2.28,6672万,10.2万手,10.07,82亿,0,0.0,
2024-01-25,600602.SH,云赛智联,11.28,14:01:34,14:01:34,首板,0.0,换手板,上海国资+数据要素+算力租赁+数据中心,6.846亿,5.86,2650万,2.35万手,10.05,121亿,0,0.43,
2024-01-25,600573.SH,惠泉啤酒,10.22,14:01:44,14:01:44,首板,0.0,换手板,啤酒+新零售+北京国资,9149万,3.72,354.2万,0.347万手,10.01,25亿,0,0.0,
2024-01-25,601898.SH,中煤能源,12.09,14:01:48,14:01:48,首板,0.0,换手板,中字头+央企+煤炭,10.73亿,1.0,1298万,1.07万手,10.01,1106亿,0,,
2024-01-25,601101.SH,昊华能源,6.94,14:01:58,14:01:58,首板,0.0,换手板,煤炭+北京国资,2.44亿,2.49,6273万,9.04万手,9.98,99亿,0,,
2024-01-25,688648.KC,中邮科技,29.18,13:01:26,14:01:17,首板,1.0,换手板,中字头+智能物流+阿里巴巴+次新股,4.079亿,51.79,536.3万,0.184万手,19.98,8亿,0,,2.0
2024-01-25,601061.SH,中信金属,7.57,14:01:52,14:01:52,首板,0.0,换手板,中字头+先进材料+次新,2.459亿,6.78,6142万,8.11万手,10.03,37亿,0,1.0,
2024-01-25,600663.SH,陆家嘴,9.71,14:01:54,14:01:00,2天2板,1.0,换手板,上海国企+房地产+参股券商+养老概念,3.437亿,1.25,175.8万,0.181万手,9.97,284亿,0,,5.0
2024-01-25,603810.SH,丰山集团,18.26,14:01:58,15:01:00,4天3板,1.0,换手板,固态电池+锂电池+农化制品,7.355亿,27.9,666.3万,0.365万手,10.0,29亿,0,0.33,4.0
2024-01-26,000070.SZ,特发信息,11.59,09:01:00,09:01:00,5天5板,0.0,一字板,华为+算力+光模块,1.1亿,1.07,3.947亿,34.1万手,9.96,102亿,0,0.75,
2024-01-26,000151.SZ,中成股份,12.83,09:01:00,09:01:00,3天3板,0.0,一字板,外销+中字头+中俄贸易+一带一路,5659万,1.65,1.6亿,12.5万手,10.03,34亿,0,0.67,
2024-01-26,002116.SZ,中国海诚,11.72,09:01:00,09:01:00,3天3板,0.0,一字板,中字头+工程咨询服务+参股券商+啤酒,5947万,1.22,2.538亿,21.7万手,10.05,48亿,0,0.67,
2024-01-26,600675.SH,中华企业,4.21,09:01:00,09:01:00,4天4板,0.0,一字板,房地产+上海国资+中华辈,4.714亿,1.84,2.532亿,60.1万手,9.92,256亿,0,0.75,
2024-01-26,600836.SH,上海易连,5.07,09:01:00,09:01:00,4天4板,0.0,换手板,上海+包装印刷+柔性屏,2.646亿,7.85,7948万,15.7万手,9.98,33亿,0,0.6,
2024-01-26,300899.CY,上海凯鑫,44.59,09:01:00,09:01:15,3天3板,1.0,T字板,浦东+环保,3.224亿,17.69,7920万,1.78万手,19.99,18亿,0,1.0,1.0
2024-01-26,002423.SZ,中粮资本,8.46,09:01:00,09:01:27,3天3板,1.0,T字板,中字头+多元金融+年报预增,5.79亿,2.97,1.573亿,18.6万手,10.01,194亿,0,1.0,
2024-01-26,000820.SZ,神雾节能,4.53,09:01:00,09:01:00,首板,0.0,换手板,固废处理+节能环保+氢能源,7077万,5.63,7829万,17.3万手,9.95,13亿,0,0.8,
2024-01-26,002320.SZ,海峡股份,6.31,09:01:00,09:01:00,首板,0.0,换手板,航运+春运+央企国企改革+海南,2.105亿,1.54,9367万,14.8万手,9.93,140亿,0,1.0,
2024-01-26,600636.SH,国新文化,11.08,09:01:01,09:01:01,2天2板,0.0,一字板,AI教育+多模态AI+算力+国企改革,5697万,1.17,9494万,8.57万手,10.03,48亿,0,0.62,
2024-01-26,601068.SH,中铝国际,5.15,09:01:01,09:01:01,2天2板,0.0,一字板,中字头+盐湖提锂+有色金属,4550万,0.35,1.27亿,24.7万手,10.04,131亿,0,0.8,
2024-01-26,600830.SH,香溢融通,9.66,09:01:01,09:01:01,3天3板,0.0,T字板,国企改革+金融+白酒,5.01亿,11.48,9780万,10.1万手,10.02,43亿,0,0.75,
2024-01-26,600272.SH,开开实业,14.39,09:01:01,09:01:55,4天4板,1.0,T字板,中医药+SPD+老字号+上海国资,3.814亿,16.91,6383万,4.44万手,10.02,23亿,0,0.91,1.0
2024-01-26,600639.SH,浦东金桥,13.48,09:01:02,09:01:02,4天4板,0.0,一字板,上海国资+参股券商+房地产开发,1.07亿,0.93,4.471亿,33.2万手,10.04,114亿,0,1.0,
2024-01-26,600679.SH,上海凤凰,12.45,09:01:02,09:01:02,4天4板,0.0,一字板,上海国资+两轮车+出口+业绩预增,1.848亿,4.75,2.409亿,19.4万手,9.98,38亿,0,0.78,
2024-01-26,600822.SH,上海物贸,12.46,09:01:02,09:01:02,4天4板,0.0,一字板,年报预增+汽车贸易+上海国资,5884万,1.19,2.266亿,18.2万手,9.97,49亿,0,0.82,
2024-01-26,603648.SH,畅联股份,12.43,09:01:02,09:01:02,4天4板,0.0,一字板,上海国资+供应链管理+统一大市场+机器人,3074万,0.68,1.251亿,10.1万手,10.0,45亿,0,0.5,
2024-01-26,600629.SH,华建集团,6.56,09:01:02,09:01:29,4天4板,1.0,T字板,上海国资+工程建筑+人工智能+参股券商,4.015亿,6.5,1.815亿,27.7万手,10.07,61亿,0,0.54,1.0
2024-01-26,600088.SH,中视传媒,19.77,09:01:03,09:01:03,6天5板,0.0,一字板,中字头+上海+影视传媒+虚拟数字人+股权划转,5978万,0.76,6.318亿,32.0万手,10.02,78亿,0,0.93,
2024-01-26,600119.SH,长江投资,8.95,09:01:03,09:01:03,4天4板,0.0,一字板,外贸受益+跨境电商+物流+上海国资,1960万,0.6,4.455亿,49.8万手,9.95,32亿,0,0.6,
2024-01-26,000736.SZ,中交地产,10.9,09:01:06,09:01:06,2天2板,0.0,换手板,房地产+参股券商+央企,2.702亿,3.61,5420万,4.97万手,9.99,75亿,0,0.71,
2024-01-26,002528.SZ,英飞拓,7.33,09:01:09,09:01:09,首板,0.0,换手板,深圳国企+智慧城市+华为鲲鹏+国资云,2.143亿,2.88,5372万,7.33万手,10.06,76亿,0,0.89,
2024-01-26,000068.SZ,华控赛格,5.51,09:01:09,09:01:03,7天5板,1.0,换手板,年报扭亏为盈+工程咨询设计+锂电池+国企改革+华字辈,9.336亿,17.56,5716万,10.4万手,9.98,55亿,0,1.0,1.0
2024-01-26,600708.SH,光明地产,2.55,09:01:15,09:01:15,2天2板,0.0,换手板,上海国企+房地产+冷链物流,2.519亿,4.6,1.522亿,59.7万手,9.91,56亿,0,0.33,
2024-01-26,603232.SH,格尔软件,12.8,09:01:24,09:01:24,首板,0.0,换手板,年报预增+信息安全+信创,1.075亿,3.62,2684万,2.1万手,9.97,29亿,0,0.0,
2024-01-26,601665.SH,齐鲁银行,4.49,09:01:24,10:01:24,首板,1.0,换手板,业绩预增+金融开放,6.562亿,6.02,5344万,11.9万手,10.05,109亿,0,,2.0
2024-01-26,002915.SZ,中欣氟材,15.15,09:01:27,09:01:27,首板,0.0,换手板,PEEK材料+钠离子电池+氟化工+精细化工+拟定增,3.658亿,8.69,1.722亿,11.4万手,10.02,43亿,0,1.0,
2024-01-26,600657.SH,信达地产,3.98,09:01:30,13:01:48,首板,1.0,换手板,央企+房地产,4.342亿,3.88,1780万,4.47万手,9.94,113亿,0,0.0,3.0
2024-01-26,600622.SH,光大嘉宝,3.09,09:01:37,09:01:19,3天3板,1.0,换手板,上海+房地产+物业管理+国企改革+业绩预告,2.767亿,6.02,6208万,20.1万手,9.96,46亿,0,1.0,2.0
2024-01-26,000948.SZ,南天信息,14.78,09:01:45,09:01:45,首板,0.0,换手板,国资云+云南国资+金融科技+信创+华为,1.246亿,2.28,8051万,5.45万手,9.97,56亿,0,0.75,
2024-01-26,605286.SH,同力日升,24.59,09:01:46,09:01:46,首板,0.0,换手板,年报预增+电梯+新型城镇化,6837万,5.88,4474万,1.82万手,10.02,11亿,0,0.75,
2024-01-26,600053.SH,九鼎投资,23.13,09:01:51,09:01:39,4天4板,1.0,换手板,私募股权投资+房地产+北交所,5.203亿,5.25,9467万,4.09万手,9.99,100亿,0,0.8,3.0
2024-01-26,600648.SH,外高桥,12.58,09:01:57,10:01:33,3天3板,1.0,换手板,上海国企改革+房地产开发,7.312亿,6.27,2801万,2.23万手,9.96,117亿,0,1.0,8.0
2024-01-26,600653.SH,申华控股,1.93,09:01:57,10:01:24,首板,1.0,换手板,上海黄浦区+辽宁国资+物业管理+汽车消费服务,2.288亿,6.18,3308万,17.1万手,10.29,37亿,0,,4.0
2024-01-26,603779.SH,威龙股份,9.46,09:01:58,09:01:58,首板,0.0,换手板,葡萄酒+农业种植+龙字辈,1.233亿,3.98,6284万,6.64万手,10.0,31亿,0,0.79,
2024-01-26,600238.SH,海南椰岛,10.07,10:01:06,10:01:06,首板,0.0,换手板,海南自贸区+海南国资+白酒,1.093亿,2.51,4776万,4.74万手,10.05,44亿,0,0.0,
2024-01-26,003003.SZ,天元股份,11.37,10:01:18,10:01:18,首板,0.0,换手板,跨境电商+可降解塑料+冷链物流+快递包装,5952万,4.66,6903万,6.07万手,9.96,13亿,0,0.0,
2024-01-26,603069.SH,海汽集团,18.14,10:01:35,10:01:35,首板,0.0,换手板,海南自贸区+海南国资+董事长辞职,1.671亿,3.0,2695万,1.49万手,10.01,57亿,0,0.67,
2024-01-26,000505.SZ,京粮控股,7.11,10:01:36,13:01:51,首板,1.0,换手板,粮食概念+北京国资+海南自贸区,2.258亿,5.09,3229万,4.54万手,10.06,44亿,0,,1.0
2024-01-26,002163.SZ,海南发展,9.19,10:01:42,10:01:42,首板,0.0,换手板,海南国资+装修装饰+光伏玻璃,1.477亿,2.06,3871万,4.21万手,10.06,73亿,0,0.0,
2024-01-26,000886.SZ,海南高速,4.71,10:01:42,10:01:42,首板,0.0,换手板,房地产开发+AMC+参股银行,1.55亿,3.45,3515万,7.46万手,10.05,45亿,0,1.0,
2024-01-26,001212.SZ,中旗新材,29.11,10:01:42,10:01:42,首板,0.0,换手板,光伏+石英石装饰材料+有机硅,1.82亿,11.89,8014万,2.75万手,10.02,15亿,0,0.75,
2024-01-26,002596.SZ,海南瑞泽,2.82,10:01:45,10:01:45,首板,0.0,换手板,海南自贸区+水泥+园林绿化,1.26亿,4.33,8439万,29.9万手,10.16,29亿,0,0.83,
2024-01-26,000014.SZ,沙河股份,13.26,10:01:54,10:01:54,首板,0.0,换手板,深圳国资+房地产+年报预增,3.529亿,11.28,5321万,4.01万手,10.04,32亿,0,0.6,
2024-01-26,002377.SZ,国创高新,2.68,10:01:57,10:01:57,首板,0.0,换手板,改性沥青+剥离房地产业务,1.028亿,4.31,8739万,32.6万手,9.84,24亿,0,0.83,
2024-01-26,002919.SZ,名臣健康,26.06,10:01:57,10:01:57,首板,0.0,换手板,游戏,1.039亿,1.89,4572万,1.75万手,10.0,57亿,0,0.82,
2024-01-26,000592.SZ,平潭发展,3.03,11:01:18,11:01:18,首板,0.0,换手板,福建+两岸融合+林业+免税店,9.224亿,16.57,5136万,17.0万手,10.18,57亿,0,0.5,
2024-01-26,000608.SZ,阳光股份,3.2,11:01:45,13:01:15,首板,1.0,换手板,房地产+商业运营管理,9095万,3.9,3120万,9.75万手,9.97,23亿,0,1.0,3.0
2024-01-26,603778.SH,国晟科技,4.61,13:01:10,13:01:10,首板,0.0,换手板,公司辟谣“董事长留置”传闻+新型城镇化+光伏概念,1.111亿,3.93,3032万,6.58万手,10.02,29亿,0,0.5,
2024-01-26,600171.SH,上海贝岭,14.48,13:01:54,13:01:54,2天2板,0.0,换手板,半导体+充电桩+上海央企,6.158亿,6.33,5307万,3.67万手,10.03,102亿,0,1.0,
2024-01-26,300917.CY,特发服务,30.29,09:01:27,14:01:27,首板,1.0,换手板,物业管理+华为+数据中心+深圳国资,8.849亿,17.83,2212万,0.73万手,20.01,51亿,0,0.5,13.0
2024-01-26,000020.SZ,深华发A,20.83,09:01:30,14:01:39,10天7板,1.0,换手板,精密注塑件+显示器+华字辈,8.495亿,24.24,3017万,1.45万手,9.98,37亿,0,0.85,2.0
2024-01-26,301367.CY,怡和嘉业,117.37,09:01:33,14:01:30,首板,1.0,换手板,医疗器械+外销,2.555亿,5.39,1546万,0.132万手,20.0,47亿,0,,4.0
2024-01-26,000720.SZ,新能泰山,4.39,09:01:39,14:01:39,首板,1.0,换手板,重组预期+重组对象位于上海+央企+大宗商品供应链,1.703亿,3.14,1176万,2.68万手,10.03,55亿,0,,4.0
2024-01-26,300374.CY,中铁装配,17.62,09:01:54,13:01:57,3天3板,1.0,换手板,中字头+建材+拟设子公司,11.07亿,34.26,8858万,5.03万手,20.03,33亿,0,0.67,3.0
2024-01-26,000793.SZ,华闻集团,2.33,10:01:48,14:01:57,首板,1.0,换手板,传媒+AMC+参股券商+车联网+华字辈,5.322亿,11.85,206.2万,0.885万手,9.91,45亿,0,0.67,9.0
2024-01-26,000688.SZ,国城矿业,10.19,13:01:09,13:01:09,首板,0.0,换手板,有色金属+钛白粉,9762万,0.89,2624万,2.58万手,10.04,113亿,0,,
2024-01-26,603329.SH,上海雅仕,19.02,13:01:17,13:01:50,首板,1.0,换手板,上海+国资收购+物流+统一大市场,4.408亿,15.28,4592万,2.41万手,10.01,30亿,0,1.0,2.0
2024-01-26,001379.SZ,腾达科技,23.38,13:01:42,13:01:30,首板,1.0,换手板,次新+不锈钢+核电+外销,6.186亿,56.94,3022万,1.29万手,10.02,11亿,0,,6.0
2024-01-26,000985.SZ,大庆华科,18.22,14:01:48,14:01:48,3天2板,0.0,换手板,石油化工+央企+黑龙江自贸区,2.595亿,11.71,2776万,1.52万手,10.02,23亿,0,0.4,
2024-01-29,001239.SZ,永达股份,23.35,09:01:00,09:01:00,首板,0.0,一字板,次新股+风电+智能制造+高端装备,1.444亿,12.94,9962万,4.27万手,9.99,11亿,0,0.88,
2024-01-29,001379.SZ,腾达科技,25.72,09:01:00,09:01:00,2天2板,0.0,一字板,次新+不锈钢+核电+外销,6335万,5.03,2.11亿,8.2万手,10.01,12亿,0,,
2024-01-29,002116.SZ,中国海诚,12.89,09:01:00,09:01:00,4天4板,0.0,一字板,中字头+上海徐汇+工程咨询服务+参股券商+啤酒,5669万,1.05,3.135亿,24.3万手,9.98,53亿,0,0.67,
2024-01-29,600639.SH,浦东金桥,14.83,09:01:01,09:01:01,5天5板,0.0,一字板,上海国资+参股券商+房地产开发,3.986亿,3.16,2.204亿,14.9万手,10.01,126亿,0,1.0,
2024-01-29,600679.SH,上海凤凰,13.7,09:01:01,09:01:55,5天5板,1.0,T字板,上海国资+两轮车+出口+业绩预增,6.978亿,16.29,1.193亿,8.71万手,10.04,42亿,0,0.78,2.0
2024-01-29,603648.SH,畅联股份,13.67,09:01:01,14:01:28,5天5板,1.0,T字板,上海国资+供应链管理+统一大市场+机器人,7.966亿,16.17,3390万,2.48万手,9.98,49亿,0,0.5,2.0
2024-01-29,600684.SH,珠江股份,3.98,09:01:02,09:01:02,首板,0.0,一字板,房地产+广州国资,1.125亿,3.31,2159万,5.43万手,9.94,33亿,0,0.6,
2024-01-29,603107.SH,上海汽配,24.0,09:01:02,09:01:02,首板,0.0,一字板,上海浦东+次新股+国企改革+汽车零部件,1.422亿,7.17,8842万,3.68万手,9.99,19亿,0,0.0,
2024-01-29,600088.SH,中视传媒,21.75,09:01:03,09:01:03,7天6板,0.0,一字板,中字头+上海+影视传媒+虚拟数字人+股权划转,5583万,0.65,6.151亿,28.3万手,10.02,86亿,0,0.93,
2024-01-29,600119.SH,长江投资,9.85,09:01:03,09:01:03,5天5板,0.0,一字板,外贸受益+跨境电商+物流+上海国资,8977万,2.5,5.157亿,52.4万手,10.06,35亿,0,0.6,
2024-01-29,603270.SH,金帝股份,26.55,09:01:04,09:01:04,首板,0.0,换手板,次新股+新能源汽车+风电,1.346亿,10.43,5512万,2.08万手,9.98,13亿,0,0.8,
2024-01-29,600708.SH,光明地产,2.81,09:01:07,09:01:07,3天3板,0.0,换手板,上海国企+房地产+冷链物流,2.839亿,4.59,2.383亿,84.8万手,10.2,62亿,0,0.33,
2024-01-29,000037.SZ,深南电A,10.24,09:01:18,09:01:18,首板,0.0,换手板,电力+核电+节能环保+年报扭亏为盈,3.266亿,9.66,1.224亿,12.0万手,9.99,34亿,0,0.88,
2024-01-29,600189.SH,泉阳泉,8.99,09:01:19,09:01:19,首板,0.0,换手板,业绩预告+国企改革+矿泉水+白酒,1.91亿,3.06,4532万,5.04万手,10.04,64亿,0,0.67,
2024-01-29,600675.SH,中华企业,4.63,09:01:19,14:01:10,5天5板,1.0,换手板,浦东+房地产+上海国资+预制菜,19.5亿,7.02,6311万,13.6万手,9.98,282亿,0,0.75,7.0
2024-01-29,603360.SH,百傲化学,10.91,09:01:24,09:01:24,首板,0.0,换手板,工业杀菌剂+专利,7719万,2.02,2015万,1.85万手,9.98,39亿,0,1.0,
2024-01-29,301509.CY,金凯生科,61.82,09:01:36,09:01:36,首板,0.0,换手板,次新股+减肥药+氢能源,1.931亿,15.6,7280万,1.18万手,19.99,12亿,0,,
2024-01-29,603153.SH,上海建科,23.18,09:01:47,14:01:56,4天3板,1.0,换手板,上海国资+次新股+工程咨询服务+AMC,7.508亿,59.84,1704万,0.736万手,10.01,12亿,0,0.87,4.0
2024-01-29,001376.SZ,百通能源,20.52,10:01:12,11:01:18,首板,1.0,换手板,次新+供热,1.809亿,19.67,2680万,1.31万手,10.03,9亿,0,1.0,1.0
2024-01-29,605011.SH,杭州热电,25.89,10:01:16,10:01:16,首板,0.0,换手板,杭州国资+热电联产+煤炭,2.605亿,8.57,5081万,1.96万手,9.98,31亿,0,1.0,
2024-01-29,000151.SZ,中成股份,14.11,10:01:33,14:01:27,4天4板,1.0,换手板,外销+中字头+中俄贸易+一带一路,10.42亿,28.95,2264万,1.6万手,9.98,37亿,0,0.67,4.0
2024-01-29,601968.SH,宝钢包装,5.53,11:01:03,13:01:54,首板,1.0,换手板,央企+食品包装,1.393亿,2.85,2913万,5.27万手,9.94,50亿,0,0.5,1.0
