涨停日期,股票代码,股票名称,涨停情况,开盘价(元),竞价涨幅,竞价成交量(手),竞价金额(元),竞价金额与昨日成交金额占比,收盘价(元),今日涨幅
2023-12-05,600975.SH,新五丰,首板,11.68,0.26,9132,10666176,2.00%,11.84,1.63
2023-12-05,600615.SH,丰华股份,首板,12.22,0.0,3908,4775576,2.00%,12.35,1.06
2023-12-05,002176.SZ,江特电机,首板,11.68,-0.09,29671,34655728,2.00%,11.92,1.97
2023-12-05,002428.SZ,云南锗业,首板,13.91,-0.29,11360,15801760,2.00%,13.39,-4.01
2023-12-05,002201.SZ,正威新材,首板,7.9,-0.63,31532,24910280,10.00%,7.6,-4.4
2023-12-05,603516.SH,淳中科技,首板,24.2,-0.86,1603,3879260,1.00%,23.42,-4.06
2023-12-05,002280.SZ,联络互动,首板,3.17,-1.25,62513,19816621,3.00%,3.07,-4.36
2023-12-05,300781.CY,因赛集团,2天2板,35.78,-1.41,12335,44134630,8.00%,31.86,-12.21
2023-12-05,002933.SZ,新兴装备,首板,32.07,-1.54,1932,6195924,2.00%,31.16,-4.33
2023-12-05,002566.SZ,益盛药业,首板,10.01,-1.96,6497,6503497,7.00%,9.76,-4.41
2023-12-05,002692.SZ,远程股份,首板,4.87,-2.21,14504,7063448,3.00%,4.83,-3.01
2023-12-05,603719.SH,良品铺子,2天2板,22.88,-2.43,5272,12062336,2.00%,24.0,2.35
2023-12-05,002766.SZ,索菱股份,首板,6.68,-2.48,25527,17052036,4.00%,6.43,-6.13
2023-12-05,002122.SZ,汇洲智能,首板,4.29,-3.16,48380,20755020,4.00%,4.18,-5.64
2023-12-05,300822.CY,贝仕达克,首板,16.23,-3.45,6270,10176210,6.00%,15.3,-8.98
2023-12-05,601798.SH,蓝科高新,3天2板,8.16,-3.77,21479,17526864,3.00%,8.12,-4.25
2023-12-05,600128.SH,苏豪弘业,2天2板,10.55,-4.09,29721,31355655,7.00%,10.93,-0.64
2023-12-05,603023.SH,威帝股份,4天4板,7.1,-6.95,34973,24830830,2.00%,7.0,-8.26
2023-12-05,002313.SZ,日海智能,3天3板,10.92,-7.06,32838,35859096,12.00%,10.59,-9.87
2023-12-05,603536.SH,惠发食品,7天7板,15.36,-8.08,19352,29724672,3.00%,18.38,9.99
2023-12-06,600250.SH,南京商旅,6天6板,14.18,10.01,5523,7831614,44.00%,14.18,10.01
2023-12-06,605179.SH,一鸣食品,首板,16.05,10.01,7888,12660240,10.00%,16.05,10.01
2023-12-06,002451.SZ,摩恩电气,首板,8.59,9.99,32162,27627158,10.00%,8.59,9.99
2023-12-06,603536.SH,惠发食品,8天8板,20.2,9.9,48389,97745780,14.00%,16.54,-10.01
2023-12-06,603006.SH,联明股份,首板,15.73,7.89,15387,24203751,23.00%,16.04,10.01
2023-12-06,605577.SH,龙版传媒,3天3板,22.45,7.88,14712,33028440,7.00%,22.89,10.0
2023-12-06,600571.SH,信雅达,4天4板,15.5,5.51,229090,355089500,343.00%,16.16,10.01
2023-12-06,600178.SH,东安动力,9天9板,19.3,4.95,52415,101160950,6.00%,16.55,-10.01
2023-12-06,600889.SH,南京化纤,首板,6.71,3.87,29344,19689824,9.00%,7.11,10.06
2023-12-06,600358.SH,国旅联合,首板,5.88,3.34,30753,18082764,14.00%,5.66,-0.53
2023-12-06,000766.SZ,通化金马,2天2板,21.78,3.12,20796,45293688,2.00%,22.12,4.73
2023-12-06,000903.SZ,云内动力,2天2板,3.65,2.82,219269,80033185,6.00%,3.83,7.89
2023-12-06,600513.SH,联环药业,首板,13.84,1.69,17850,24704400,3.00%,12.96,-4.78
2023-12-06,000609.SZ,中迪投资,首板,7.84,1.29,21175,16601200,4.00%,7.55,-2.45
2023-12-06,600287.SH,江苏舜天,2天2板,8.3,1.22,33118,27487940,6.00%,7.88,-3.9
2023-12-06,603721.SH,中广天择,11天8板,37.0,1.04,16078,59488600,15.00%,33.0,-9.89
2023-12-06,600444.SH,国机通用,2天2板,17.12,0.59,16458,28176096,89.00%,18.72,9.99
2023-12-06,002702.SZ,海欣食品,4天2板,7.0,0.43,36013,25209100,8.00%,6.77,-2.87
2023-12-06,001318.SZ,阳光乳业,首板,14.73,0.27,5680,8366640,6.00%,14.15,-3.68
2023-12-06,605567.SH,春雪食品,首板,14.69,0.14,9262,13605878,4.00%,14.91,1.64
2023-12-06,603725.SH,天安新材,首板,11.7,0.09,9155,10711350,6.00%,12.86,10.01
2023-12-06,000710.SZ,贝瑞基因,首板,15.62,0.0,28804,44991848,8.00%,14.67,-6.08
2023-12-06,001314.SZ,亿道信息,2天2板,48.76,0.0,3282,16003032,3.00%,47.99,-1.58
2023-12-06,603178.SH,圣龙股份,首板,50.88,0.0,9207,46845216,2.00%,45.81,-9.96
2023-12-06,000155.SZ,川能动力,首板,12.89,-0.15,19862,25602118,4.00%,13.4,3.8
2023-12-06,600327.SH,大东方,首板,6.0,-0.17,49937,29962200,8.00%,6.38,6.16
2023-12-06,600960.SH,渤海汽车,首板,5.23,-0.57,46377,24255171,4.00%,5.39,2.47
2023-12-06,603696.SH,安记食品,首板,11.28,-1.31,13454,15176112,5.00%,10.75,-5.95
2023-12-06,603860.SH,中公高科,3天3板,42.0,-1.75,12408,52113600,35.00%,38.48,-9.99
2023-12-06,300255.CY,常山药业,首板,15.21,-1.81,23856,36284976,1.00%,14.63,-5.55
2023-12-06,603106.SH,恒银科技,2天2板,8.1,-2.29,26209,21229290,2.00%,7.7,-7.12
2023-12-06,605218.SH,伟时电子,3天3板,34.0,-2.41,5274,17931600,2.00%,31.36,-9.99
2023-12-06,605339.SH,南侨食品,首板,20.62,-3.33,3108,6408696,3.00%,20.09,-5.81
2023-12-06,603272.SH,联翔股份,首板,18.71,-3.71,2626,4913246,3.00%,17.99,-7.41
2023-12-06,600661.SH,昂立教育,3天3板,12.0,-3.77,12865,15438000,5.00%,13.72,10.02
2023-12-06,600604.SH,市北高新,首板,5.0,-4.03,17943,8971500,3.00%,4.95,-4.99
2023-12-06,000759.SZ,中百集团,首板,4.96,-4.62,37471,18585616,3.00%,5.28,1.54
2023-12-06,300560.CY,中富通,首板,20.0,-5.3,7445,14890000,3.00%,19.06,-9.75
2023-12-06,300106.CY,西部牧业,首板,10.42,-7.46,11748,12241416,3.00%,10.32,-8.35
2023-12-07,002510.SZ,天汽模,首板,5.89,10.09,12759,7515051,16.00%,5.89,10.09
2023-12-07,600715.SH,文投控股,首板,2.73,10.08,89608,24462984,10.00%,2.73,10.08
2023-12-07,600981.SH,汇鸿集团,首板,3.72,10.06,48888,18186336,27.00%,3.72,10.06
2023-12-07,600302.SH,标准股份,首板,7.0,10.06,42874,30011800,30.00%,7.0,10.06
2023-12-07,600678.SH,四川金顶,首板,7.35,10.03,13104,9631440,4.00%,7.35,10.03
2023-12-07,000802.SZ,北京文化,首板,7.9,10.03,62305,49220950,9.00%,7.9,10.03
2023-12-07,600571.SH,信雅达,5天5板,17.78,10.02,34910,62069980,6.00%,17.78,10.02
2023-12-07,002451.SZ,摩恩电气,2天2板,9.45,10.01,106427,100573515,71.00%,9.45,10.01
2023-12-07,600218.SH,全柴动力,首板,11.51,9.93,46317,53310867,14.00%,9.9,-5.44
2023-12-07,002858.SZ,力盛体育,4天2板,20.51,9.5,13118,26905018,8.00%,20.6,9.98
2023-12-07,600444.SH,国机通用,3天3板,20.4,8.97,35616,72656640,13.00%,17.89,-4.43
2023-12-07,600241.SH,时代万恒,首板,9.78,8.55,16959,16585902,22.00%,9.91,9.99
2023-12-07,603399.SH,吉翔股份,首板,12.39,8.21,81196,100601844,35.00%,11.68,2.01
2023-12-07,603006.SH,联明股份,2天2板,17.17,7.04,18617,31965389,27.00%,14.86,-7.36
2023-12-07,002786.SZ,银宝山新,首板,17.0,6.72,43389,73761300,4.00%,14.34,-9.98
2023-12-07,605179.SH,一鸣食品,2天2板,16.99,5.86,27294,46372506,66.00%,17.66,10.03
2023-12-07,603725.SH,天安新材,2天2板,13.6,5.75,31153,42368080,11.00%,11.64,-9.49
2023-12-07,603161.SH,科华控股,首板,19.79,4.21,9601,19000379,12.00%,18.5,-2.58
2023-12-07,603276.SH,恒兴新材,首板,25.89,3.19,5624,14560536,7.00%,24.35,-2.95
2023-12-07,600661.SH,昂立教育,4天4板,14.13,2.99,27448,38784024,6.00%,15.09,9.99
2023-12-07,601999.SH,出版传媒,首板,8.35,2.83,16564,13830940,7.00%,8.93,9.98
2023-12-07,600630.SH,龙头股份,首板,8.94,2.52,13959,12479346,2.00%,9.59,9.98
2023-12-07,002888.SZ,惠威科技,首板,20.94,1.75,7380,15453720,4.00%,19.73,-4.13
2023-12-07,002955.SZ,鸿合科技,首板,31.6,1.09,1809,5716440,1.00%,32.09,2.66
2023-12-07,600133.SH,东湖高新,首板,12.2,0.25,28555,34837100,2.00%,11.72,-3.7
2023-12-07,600250.SH,南京商旅,7天7板,14.18,0.0,29343,41608374,6.00%,14.25,0.49
2023-12-07,002256.SZ,兆新股份,首板,2.7,0.0,84866,22913820,7.00%,2.58,-4.44
2023-12-07,605577.SH,龙版传媒,4天4板,22.89,0.0,11444,26195316,5.00%,25.18,10.0
2023-12-07,000546.SZ,金圆股份,首板,8.32,0.0,35463,29505216,5.00%,8.05,-3.25
2023-12-07,002458.SZ,益生股份,首板,11.76,0.0,10206,12002256,2.00%,11.75,-0.09
2023-12-07,002756.SZ,永兴材料,首板,49.56,-0.54,6035,29909460,2.00%,49.45,-0.76
2023-12-07,600228.SH,返利科技,4天3板,10.35,-0.96,14354,14856390,2.00%,9.94,-4.88
2023-12-07,300340.CY,科恒股份,首板,14.23,-1.86,13550,19281650,7.00%,13.69,-5.59
2023-12-07,600375.SH,汉马科技,首板,6.67,-2.49,7499,5001833,3.00%,6.62,-3.22
2023-12-07,600889.SH,南京化纤,2天2板,6.85,-3.66,22666,15526210,4.00%,6.51,-8.44
2023-12-07,002766.SZ,索菱股份,3天2板,6.7,-5.23,31490,21098300,2.00%,6.77,-4.24
2023-12-07,300781.CY,因赛集团,4天3板,36.0,-5.83,9300,33480000,3.00%,36.98,-3.27
2023-12-07,600386.SH,北巴传媒,3天2板,4.85,-6.37,34590,16776150,3.00%,5.14,-0.77
2023-12-12,600083.SH,博信股份,首板,9.32,10.04,30058,28014056,11.00%,9.32,10.04
2023-12-12,603729.SH,龙韵股份,首板,27.13,10.02,4569,12395697,4.00%,27.13,10.02
2023-12-12,600715.SH,文投控股,4天4板,3.63,10.0,66621,24183423,4.00%,3.63,10.0
2023-12-12,600712.SH,南宁百货,首板,5.39,10.0,22282,12009998,9.00%,5.39,10.0
2023-12-12,603660.SH,苏州科达,3天3板,9.71,9.97,18807,18261597,30.00%,9.71,9.97
2023-12-12,600386.SH,北巴传媒,6天3板,5.68,9.23,76706,43569008,15.00%,5.25,0.96
2023-12-12,000409.SZ,云鼎科技,首板,9.74,8.1,62670,61040580,17.00%,9.91,9.99
2023-12-12,605577.SH,龙版传媒,7天6板,27.76,7.51,15127,41992552,4.00%,28.4,9.99
2023-12-12,000421.SZ,南京公用,2天2板,7.46,7.18,59911,44693606,21.00%,7.66,10.06
2023-12-12,603040.SH,新坐标,首板,25.75,6.89,2712,6983400,11.00%,24.72,2.62
2023-12-12,603106.SH,恒银科技,首板,8.8,5.14,38168,33587840,6.00%,8.42,0.6
2023-12-12,603353.SH,和顺石油,首板,30.34,4.87,1139,3455726,3.00%,30.46,5.29
2023-12-12,600249.SH,两面针,首板,6.8,4.29,37738,25661840,7.00%,6.67,2.3
2023-12-12,603006.SH,联明股份,5天3板,15.58,4.28,7106,11071148,4.00%,14.96,0.13
2023-12-12,300402.CY,宝色股份,首板,21.27,3.91,6656,14157312,6.00%,19.8,-3.27
2023-12-12,600560.SH,金自天正,2天2板,18.5,3.82,21396,39582600,8.00%,17.5,-1.8
2023-12-12,001314.SZ,亿道信息,首板,55.35,3.75,8600,47601000,9.00%,54.61,2.36
2023-12-12,002861.SZ,瀛通通讯,首板,15.7,3.63,9161,14382770,5.00%,15.2,0.33
2023-12-12,601999.SH,出版传媒,4天3板,9.29,3.57,19767,18363543,3.00%,8.98,0.11
2023-12-12,601019.SH,山东出版,首板,10.4,3.28,4036,4197440,2.00%,10.23,1.59
2023-12-12,601801.SH,皖新传媒,首板,8.53,2.4,8064,6878592,1.00%,8.22,-1.32
2023-12-12,002771.SZ,真视通,首板,27.38,1.97,17165,46997770,3.00%,26.67,-0.67
2023-12-12,603178.SH,圣龙股份,首板,44.7,1.96,7032,31433040,2.00%,45.65,4.13
2023-12-12,001234.SZ,泰慕士,首板,25.8,1.74,4300,11094000,7.00%,26.18,3.23
2023-12-12,002625.SZ,光启技术,首板,14.99,1.15,6830,10238170,1.00%,14.6,-1.48
2023-12-12,002098.SZ,浔兴股份,首板,7.32,1.1,10643,7790676,11.00%,7.23,-0.14
2023-12-12,002647.SZ,仁东控股,首板,7.68,1.05,15761,12104448,2.00%,7.73,1.71
2023-12-12,600640.SH,国脉文化,3天2板,13.88,1.02,9798,13599624,2.00%,13.73,-0.07
2023-12-12,601878.SH,浙商证券,首板,11.53,0.7,63255,72933015,3.00%,11.43,-0.17
2023-12-12,600678.SH,四川金顶,4天4板,8.93,0.34,171128,152817304,70.00%,9.79,10.0
2023-12-12,002962.SZ,五方光电,3天3板,19.69,0.0,29713,58504897,3.00%,18.92,-3.91
2023-12-12,605289.SH,罗曼股份,6天3板,49.47,0.0,1211,5990817,2.00%,50.0,1.07
2023-12-12,600846.SH,同济科技,首板,10.21,0.0,3690,3767490,1.00%,10.55,3.33
2023-12-12,002862.SZ,实丰文化,首板,18.11,0.0,5249,9505939,9.00%,17.8,-1.71
2023-12-12,000609.SZ,中迪投资,首板,8.0,-0.25,18268,14614400,3.00%,8.82,9.98
2023-12-12,300654.CY,世纪天鸿,首板,14.89,-0.47,30941,46071149,4.00%,14.59,-2.47
2023-12-12,603488.SH,展鹏科技,首板,11.2,-0.97,8026,8989120,3.00%,11.07,-2.12
2023-12-12,000912.SZ,泸天化,首板,4.85,-1.02,27317,13248745,3.00%,4.81,-1.84
2023-12-12,600178.SH,东安动力,首板,16.41,-2.09,17639,28945599,2.00%,16.52,-1.43
2023-12-13,688506.KC,百利天恒,首板,157.33,20.0,6501,102283536,132.00%,153.0,16.7
2023-12-13,600712.SH,南宁百货,2天2板,5.93,10.02,14040,8325720,22.00%,5.93,10.02
2023-12-13,600807.SH,济南高新,首板,4.07,10.0,62614,25483898,30.00%,4.07,10.0
2023-12-13,603660.SH,苏州科达,4天4板,10.68,9.99,16272,17378496,37.00%,10.68,9.99
2023-12-13,600083.SH,博信股份,2天2板,10.25,9.98,46099,47251475,92.00%,10.25,9.98
2023-12-13,603066.SH,音飞储存,首板,12.03,9.66,34678,41717634,32.00%,12.07,10.03
2023-12-13,002678.SZ,珠江钢琴,首板,6.72,9.62,41642,27983424,51.00%,6.74,9.95
2023-12-13,600678.SH,四川金顶,5天5板,10.7,9.3,99874,106865180,9.00%,10.77,10.01
2023-12-13,600730.SH,中国高科,首板,7.4,8.66,67320,49816800,15.00%,6.9,1.32
2023-12-13,600234.SH,科新发展,首板,8.68,8.23,9241,8021188,29.00%,8.19,2.12
2023-12-13,603696.SH,安记食品,首板,12.66,7.93,23548,29811768,18.00%,11.99,2.22
2023-12-13,000409.SZ,云鼎科技,2天2板,10.69,7.87,102137,109184453,33.00%,10.9,9.99
2023-12-13,603869.SH,新智认知,首板,12.0,7.82,32580,39096000,21.00%,11.12,-0.09
2023-12-13,603729.SH,龙韵股份,2天2板,28.9,6.52,22275,64374750,178.00%,29.84,9.99
2023-12-13,600636.SH,国新文化,首板,12.99,4.76,35020,45490980,9.00%,13.09,5.56
2023-12-13,600189.SH,泉阳泉,首板,12.03,3.8,8443,10156929,3.00%,11.22,-3.19
2023-12-13,600981.SH,汇鸿集团,5天3板,3.75,3.31,69482,26055750,7.00%,3.73,2.75
2023-12-13,001339.SZ,智微智能,首板,33.33,2.71,11377,37919541,6.00%,32.32,-0.4
2023-12-13,002313.SZ,日海智能,9天5板,12.27,2.59,19346,23737542,4.00%,13.16,10.03
2023-12-13,002691.SZ,冀凯股份,首板,8.0,2.56,11630,9304000,8.00%,8.13,4.23
2023-12-13,002040.SZ,南京港,首板,8.16,2.26,19165,15638640,11.00%,7.74,-3.01
2023-12-13,000421.SZ,南京公用,3天3板,7.8,1.83,78697,61383660,6.00%,8.37,9.27
2023-12-13,002786.SZ,银宝山新,首板,14.15,1.8,12801,18113415,1.00%,14.02,0.86
2023-12-13,600715.SH,文投控股,5天5板,3.66,0.83,375026,137259516,163.00%,3.99,9.92
2023-12-13,600793.SH,宜宾纸业,首板,12.88,0.23,4605,5931240,5.00%,13.39,4.2
2023-12-13,002362.SZ,汉王科技,首板,27.0,0.22,27486,74212200,6.00%,29.63,9.99
2023-12-13,000736.SZ,中交地产,首板,11.26,0.0,24027,27054402,7.00%,11.12,-1.24
2023-12-13,002587.SZ,奥拓电子,首板,7.6,0.0,38436,29211360,7.00%,7.35,-3.29
2023-12-13,002835.SZ,同为股份,首板,19.48,0.0,7011,13657428,8.00%,18.66,-4.21
2023-12-13,605577.SH,龙版传媒,8天7板,28.4,0.0,12919,36689960,4.00%,30.7,8.1
2023-12-13,000609.SZ,中迪投资,2天2板,8.82,0.0,53487,47175534,7.00%,8.42,-4.54
2023-12-13,603153.SH,上海建科,4天2板,21.0,0.0,11223,23568300,8.00%,23.1,10.0
2023-12-13,605122.SH,四方新材,首板,17.74,0.0,2133,3783942,5.00%,16.9,-4.74
2023-12-13,600072.SH,中船科技,首板,19.0,-0.21,21056,40006400,4.00%,19.16,0.63
2023-12-13,600250.SH,南京商旅,首板,15.97,-0.25,38381,61294457,6.00%,15.54,-2.94
2023-12-13,600159.SH,大龙地产,首板,4.18,-0.48,44420,18567560,4.00%,4.15,-1.19
2023-12-13,600686.SH,金龙汽车,首板,8.68,-0.57,17575,15255100,4.00%,8.67,-0.69
2023-12-13,002325.SZ,洪涛股份,首板,1.68,-0.59,29649,4981032,3.00%,1.68,-0.59
2023-12-13,000926.SZ,福星股份,首板,4.67,-1.27,28668,13387956,4.00%,4.56,-3.59
2023-12-13,605118.SH,力鼎光电,首板,19.01,-1.45,5721,10875621,2.00%,18.74,-2.85
2023-12-13,603999.SH,读者传媒,首板,7.91,-1.74,14073,11131743,3.00%,7.66,-4.84
2023-12-13,605179.SH,一鸣食品,6天4板,16.5,-3.11,4947,8162550,1.00%,16.41,-3.64
2023-12-13,300235.CY,方直科技,首板,13.8,-5.28,25755,35541900,3.00%,13.63,-6.45
2023-12-15,600725.SH,云维股份,2天2板,3.94,10.06,43024,16951456,13.00%,3.94,10.06
2023-12-15,605488.SH,福莱新材,2天2板,20.23,10.01,18162,36741726,42.00%,20.23,10.01
2023-12-15,603230.SH,内蒙新华,首板,18.91,10.01,5918,11190938,4.00%,18.91,10.01
2023-12-15,600579.SH,克劳斯,2天2板,10.01,10.0,26436,26462436,89.00%,10.01,10.0
2023-12-15,600149.SH,廊坊发展,首板,6.82,10.0,39102,26667564,13.00%,6.82,10.0
2023-12-15,600712.SH,南宁百货,4天4板,7.17,9.97,341142,244598814,251.00%,7.17,9.97
2023-12-15,000524.SZ,岭南控股,首板,10.49,9.96,44484,46663716,68.00%,10.49,9.96
2023-12-15,002445.SZ,中南文化,首板,2.99,9.93,217605,65063895,13.00%,2.99,9.93
2023-12-15,603153.SH,上海建科,6天4板,27.7,9.01,24598,68136460,10.00%,27.95,10.0
2023-12-15,002893.SZ,京能热力,2天2板,14.9,8.6,46264,68933360,8.00%,15.09,9.99
2023-12-15,600807.SH,济南高新,3天3板,4.79,6.92,92742,44423418,25.00%,4.14,-7.59
2023-12-15,600679.SH,上海凤凰,首板,11.0,6.38,21682,23850200,14.00%,10.05,-2.8
2023-12-15,600651.SH,飞乐音响,首板,4.04,5.76,45251,18281404,15.00%,3.78,-1.05
2023-12-15,603729.SH,龙韵股份,4天4板,34.5,5.12,8847,30522150,4.00%,33.42,1.83
2023-12-15,605011.SH,杭州热电,首板,28.83,4.49,6745,19445835,4.00%,30.35,10.0
2023-12-15,600630.SH,龙头股份,首板,10.97,3.59,33246,36470862,4.00%,11.65,10.01
2023-12-15,600336.SH,澳柯玛,首板,6.35,3.08,42609,27056715,15.00%,5.94,-3.57
2023-12-15,603598.SH,引力传媒,10天6板,25.13,2.87,16767,42135471,7.00%,26.87,9.99
2023-12-15,000838.SZ,财信发展,首板,4.09,2.76,55161,22560849,14.00%,3.92,-1.51
2023-12-15,000985.SZ,大庆华科,首板,19.73,2.55,5592,11033016,6.00%,18.51,-3.79
2023-12-15,600818.SH,中路股份,首板,14.48,1.54,3025,4380200,3.00%,14.24,-0.14
2023-12-15,002235.SZ,安妮股份,首板,9.0,0.78,51641,46476900,4.00%,8.83,-1.12
2023-12-15,600241.SH,时代万恒,首板,10.15,0.69,17707,17972605,8.00%,10.37,2.88
2023-12-15,603066.SH,音飞储存,3天3板,13.35,0.53,29714,39668190,9.00%,14.61,10.02
2023-12-15,002755.SZ,奥赛康,首板,12.02,0.17,4444,5341688,2.00%,11.58,-3.5
2023-12-15,603660.SH,苏州科达,6天6板,11.75,0.0,69741,81945675,8.00%,10.83,-7.83
2023-12-15,002291.SZ,遥望科技,首板,10.93,0.0,18969,20733117,2.00%,10.71,-2.01
2023-12-15,600128.SH,苏豪弘业,首板,12.66,0.0,13280,16812480,3.00%,12.23,-3.4
2023-12-15,600180.SH,瑞茂通,首板,6.88,0.0,19843,13651984,5.00%,6.64,-3.49
2023-12-15,600610.SH,中毅达,首板,7.54,-0.4,21094,15904876,3.00%,7.87,3.96
2023-12-15,603081.SH,大丰实业,首板,12.11,-0.57,2738,3315718,2.00%,11.85,-2.71
2023-12-15,600121.SH,郑州煤电,首板,4.8,-0.83,44865,21535200,3.00%,4.58,-5.37
2023-12-15,002177.SZ,御银股份,首板,4.38,-0.9,37315,16343970,5.00%,4.34,-1.81
2023-12-15,001208.SZ,华菱线缆,首板,9.86,-1.6,8904,8779344,3.00%,9.5,-5.19
2023-12-15,000705.SZ,浙江震元,2天2板,10.4,-2.35,49277,51248080,8.00%,9.8,-7.98
2023-12-15,001210.SZ,金房能源,首板,21.75,-3.03,2124,4619700,4.00%,21.26,-5.22
2023-12-15,603803.SH,瑞斯康达,首板,10.6,-3.72,17182,18212920,2.00%,10.15,-7.81
2023-12-15,600083.SH,博信股份,4天4板,10.77,-4.52,38450,41410650,11.00%,10.15,-10.02
2023-12-15,002862.SZ,实丰文化,4天2板,17.8,-6.41,7328,13043840,3.00%,20.92,9.99
