涨停日期,股票代码,股票名称,收盘价,首次涨停时间,最后涨停时间,连板情况,是否连板,涨停类型,涨停原因,成交金额,换手率,封单额,封单量,涨幅,流通市值,开板次数,是否新股,近一年涨停封板率
2024-01-02,688010.KC,福光股份,27.48,13:01:18,13:01:09,,0.0,,,2.501亿,5.83,0.0万,0.0万手,14.21,44亿,1.0,0,
2024-01-02,605198.SH,安德利,25.14,14:01:50,14:01:29,,0.0,,,1.18亿,1.75,0.0万,0.0万手,7.9,68亿,1.0,0,0.67
2024-01-03,002976.SZ,瑞玛精密,35.52,09:01:00,09:01:51,,0.0,,,5.543亿,23.09,0.0万,0.0万手,-10.01,22亿,1.0,0,0.9
2024-01-03,605287.SH,德才股份,17.31,09:01:02,09:01:44,,0.0,,,2.168亿,13.63,0.0万,0.0万手,-0.57,15亿,1.0,0,1.0
2024-01-03,605365.SH,立达信,19.73,09:01:23,10:01:05,,0.0,,,3.031亿,25.64,0.0万,0.0万手,6.02,11亿,2.0,0,0.67
2024-01-03,605378.SH,野马电池,26.51,09:01:24,09:01:39,,0.0,,,3.123亿,35.11,0.0万,0.0万手,5.45,8亿,2.0,0,1.0
2024-01-03,600722.SH,金牛化工,5.45,09:01:32,09:01:51,,0.0,,,2.998亿,8.15,0.0万,0.0万手,7.28,37亿,1.0,0,
2024-01-03,603829.SH,洛凯股份,16.87,09:01:38,09:01:50,,0.0,,,1.995亿,7.38,0.0万,0.0万手,4.59,26亿,1.0,0,0.88
2024-01-03,001298.SZ,好上好,30.72,09:01:51,09:01:45,,0.0,,,4.765亿,24.92,0.0万,0.0万手,5.93,18亿,2.0,0,0.87
2024-01-03,605300.SH,佳禾食品,16.42,10:01:00,10:01:15,,0.0,,,1.595亿,16.81,0.0万,0.0万手,4.79,9亿,1.0,0,0.4
2024-01-03,000605.SZ,渤海股份,6.98,10:01:09,11:01:00,,0.0,,,3.235亿,13.67,0.0万,0.0万手,5.92,23亿,2.0,0,
2024-01-03,002323.SZ,雅博股份,2.45,10:01:21,10:01:30,,0.0,,,5.587亿,10.74,0.0万,0.0万手,3.81,51亿,1.0,0,0.6
2024-01-03,002177.SZ,御银股份,4.99,10:01:33,10:01:42,,0.0,,,11.5亿,29.76,0.0万,0.0万手,2.25,37亿,,0,0.55
2024-01-03,603052.SH,可川科技,48.8,10:01:46,13:01:07,,0.0,,,8.514亿,60.09,0.0万,0.0万手,1.79,14亿,7.0,0,0.8
2024-01-03,600610.SH,中毅达,10.1,10:01:57,11:01:48,,0.0,,,15.32亿,33.82,0.0万,0.0万手,6.2,45亿,2.0,0,0.92
2024-01-03,002679.SZ,福建金森,13.42,11:01:45,11:01:33,,0.0,,,2.065亿,6.55,0.0万,0.0万手,6.09,31亿,2.0,0,1.0
2024-01-03,002584.SZ,西陇科学,11.12,11:01:45,11:01:12,,0.0,,,24.49亿,49.71,0.0万,0.0万手,3.25,48亿,1.0,0,0.91
2024-01-03,002862.SZ,实丰文化,21.78,13:01:00,13:01:00,,0.0,,,7.609亿,39.62,0.0万,0.0万手,4.56,19亿,1.0,0,0.7
2024-01-03,603211.SH,晋拓股份,19.81,13:01:09,13:01:00,,0.0,,,6.154亿,46.09,0.0万,0.0万手,5.94,13亿,2.0,0,0.87
2024-01-03,002053.SZ,云南能投,10.25,13:01:51,13:01:06,,0.0,,,3.567亿,4.05,0.0万,0.0万手,5.89,87亿,2.0,0,
2024-01-04,001217.SZ,华尔泰,17.2,09:01:00,09:01:45,,0.0,,,12.29亿,51.19,0.0万,0.0万手,0.7,22亿,3.0,0,1.0
2024-01-04,000595.SZ,宝塔实业,6.15,09:01:24,09:01:42,,0.0,,,11.76亿,15.58,0.0万,0.0万手,-1.91,70亿,1.0,0,0.8
2024-01-04,600769.SH,祥龙电业,10.69,09:01:28,09:01:13,,0.0,,,5.434亿,13.35,0.0万,0.0万手,6.9,40亿,6.0,0,0.8
2024-01-04,605365.SH,立达信,20.78,09:01:36,09:01:42,,0.0,,,3.747亿,30.77,0.0万,0.0万手,5.32,12亿,1.0,0,0.67
2024-01-04,002631.SZ,德尔未来,6.47,09:01:51,09:01:06,,0.0,,,1.957亿,4.63,0.0万,0.0万手,6.07,42亿,1.0,0,0.5
2024-01-04,002975.SZ,博杰股份,43.0,09:01:51,09:01:03,,0.0,,,6.398亿,20.64,0.0万,0.0万手,3.27,30亿,1.0,0,0.4
2024-01-04,000698.SZ,沈阳化工,4.78,09:01:51,09:01:00,,0.0,,,7.837亿,19.01,0.0万,0.0万手,-6.27,37亿,1.0,0,0.67
2024-01-04,003032.SZ,传智教育,15.9,09:01:57,10:01:48,,0.0,,,14.46亿,52.66,0.0万,0.0万手,4.19,27亿,2.0,0,0.55
2024-01-04,603577.SH,汇金通,12.05,09:01:58,14:01:43,,0.0,,,8.867亿,23.68,0.0万,0.0万手,-4.21,34亿,2.0,0,1.0
2024-01-04,002255.SZ,海陆重工,6.07,10:01:00,10:01:06,,0.0,,,8.965亿,22.86,0.0万,0.0万手,3.76,39亿,,0,1.0
2024-01-04,002522.SZ,浙江众成,5.15,10:01:24,10:01:42,,0.0,,,4.655亿,10.36,0.0万,0.0万手,5.97,44亿,4.0,0,
2024-01-04,002593.SZ,日上集团,4.28,10:01:36,11:01:12,,0.0,,,3.434亿,13.98,0.0万,0.0万手,5.68,24亿,2.0,0,0.5
2024-01-04,603095.SH,越剑智能,17.11,11:01:45,13:01:30,,0.0,,,2.169亿,6.66,0.0万,0.0万手,4.33,31亿,4.0,0,
2024-01-04,002358.SZ,森源电气,4.76,13:01:51,14:01:36,,0.0,,,4.892亿,10.95,0.0万,0.0万手,6.25,44亿,4.0,0,0.5
2024-01-04,002105.SZ,信隆健康,6.85,14:01:03,14:01:12,,0.0,,,1.834亿,7.28,0.0万,0.0万手,4.26,24亿,,0,
2024-01-04,603373.SH,安邦护卫,48.6,14:01:17,14:01:50,,0.0,,,6.742亿,52.97,0.0万,0.0万手,4.92,12亿,1.0,0,1.0
2024-01-05,000695.SZ,滨海能源,11.38,09:01:00,14:01:48,,0.0,,,1.499亿,5.92,0.0万,0.0万手,7.97,25亿,2.0,0,
2024-01-05,000801.SZ,四川九洲,8.18,09:01:00,10:01:30,,0.0,,,8.109亿,9.52,0.0万,0.0万手,6.23,83亿,5.0,0,0.29
2024-01-05,603200.SH,上海洗霸,22.12,09:01:02,11:01:44,,0.0,,,3.979亿,9.94,0.0万,0.0万手,4.24,38亿,2.0,0,0.67
2024-01-05,605179.SH,一鸣食品,14.96,09:01:06,09:01:18,,0.0,,,3.312亿,5.34,0.0万,0.0万手,2.05,59亿,1.0,0,0.71
2024-01-05,603282.SH,亚光股份,27.8,09:01:10,13:01:13,,0.0,,,1.891亿,20.18,0.0万,0.0万手,7.05,9亿,2.0,0,0.6
2024-01-05,000820.SZ,神雾节能,4.71,09:01:15,09:01:18,,0.0,,,5.462亿,36.63,0.0万,0.0万手,-9.94,13亿,,0,0.8
2024-01-05,000691.SZ,亚太实业,5.9,09:01:18,14:01:33,,0.0,,,1.804亿,8.91,0.0万,0.0万手,1.37,19亿,1.0,0,1.0
2024-01-05,002888.SZ,惠威科技,27.75,09:01:18,09:01:30,,0.0,,,11.62亿,52.43,0.0万,0.0万手,-1.39,20亿,1.0,0,0.88
2024-01-05,002395.SZ,双象股份,19.56,09:01:21,09:01:57,,0.0,,,12.59亿,23.62,0.0万,0.0万手,5.62,52亿,2.0,0,0.75
2024-01-05,605088.SH,冠盛股份,24.38,09:01:21,13:01:42,,0.0,,,4.673亿,11.44,0.0万,0.0万手,4.5,39亿,1.0,0,1.0
2024-01-05,002780.SZ,三夫户外,14.53,09:01:33,09:01:51,,0.0,,,5.84亿,29.53,0.0万,0.0万手,0.69,18亿,2.0,0,1.0
2024-01-05,603663.SH,三祥新材,11.53,09:01:36,10:01:42,,0.0,,,5.476亿,11.14,0.0万,0.0万手,6.37,48亿,1.0,0,1.0
2024-01-05,002167.SZ,东方锆业,6.61,09:01:36,10:01:03,,0.0,,,7.262亿,15.4,0.0万,0.0万手,3.44,45亿,5.0,0,1.0
2024-01-05,603628.SH,清源股份,23.44,09:01:44,09:01:20,,0.0,,,19.38亿,30.78,0.0万,0.0万手,8.02,64亿,5.0,0,1.0
2024-01-05,603097.SH,江苏华辰,27.58,09:01:51,13:01:33,,0.0,,,7.118亿,65.35,0.0万,0.0万手,7.19,11亿,4.0,0,0.69
2024-01-05,600322.SH,津投城开,2.36,10:01:00,13:01:30,,0.0,,,3.117亿,12.05,0.0万,0.0万手,8.76,26亿,1.0,0,0.75
2024-01-05,000532.SZ,华金资本,12.75,10:01:09,10:01:33,,0.0,,,5.564亿,12.58,0.0万,0.0万手,5.37,43亿,2.0,0,0.5
2024-01-05,601528.SH,瑞丰银行,5.46,10:01:10,11:01:55,,0.0,,,7.519亿,17.71,0.0万,0.0万手,9.64,43亿,5.0,0,0.0
2024-01-05,000859.SZ,国风新材,5.6,10:01:27,10:01:51,,0.0,,,2.253亿,4.48,0.0万,0.0万手,3.32,50亿,1.0,0,0.5
2024-01-08,000590.SZ,启迪药业,10.41,09:01:00,09:01:45,,0.0,,,5.248亿,20.65,0.0万,0.0万手,1.76,24亿,1.0,0,0.0
2024-01-08,600824.SH,益民集团,4.14,09:01:18,09:01:21,,0.0,,,3.557亿,8.11,0.0万,0.0万手,5.08,43亿,,0,1.0
2024-01-08,300956.CY,英力股份,20.79,09:01:39,09:01:30,,0.0,,,4.743亿,40.44,0.0万,0.0万手,14.17,11亿,1.0,0,
2024-01-08,002620.SZ,瑞和股份,5.62,09:01:48,09:01:00,,0.0,,,2.265亿,12.87,0.0万,0.0万手,5.44,17亿,1.0,0,0.5
2024-01-08,002282.SZ,博深股份,8.03,09:01:57,09:01:39,,0.0,,,2.666亿,6.72,0.0万,0.0万手,4.69,39亿,1.0,0,1.0
2024-01-08,605259.SH,绿田机械,23.87,10:01:01,10:01:17,,0.0,,,1.279亿,9.88,0.0万,0.0万手,3.33,12亿,1.0,0,
2024-01-08,603121.SH,华培动力,9.4,10:01:24,10:01:54,,0.0,,,6.005亿,16.91,0.0万,0.0万手,-7.57,31亿,1.0,0,0.5
2024-01-08,600818.SH,中路股份,12.31,10:01:40,10:01:01,,0.0,,,2.155亿,7.3,0.0万,0.0万手,4.5,29亿,1.0,0,1.0
2024-01-08,600697.SH,欧亚集团,14.13,13:01:08,14:01:50,,0.0,,,3.686亿,16.83,0.0万,0.0万手,6.4,21亿,4.0,0,1.0
2024-01-08,603721.SH,中广天择,27.58,13:01:21,13:01:03,,0.0,,,8.459亿,23.54,0.0万,0.0万手,6.28,35亿,2.0,0,0.74
2024-01-08,002610.SZ,爱康科技,2.2,14:01:12,14:01:03,,0.0,,,6.324亿,6.46,0.0万,0.0万手,7.32,98亿,1.0,0,0.33
2024-01-09,603065.SH,宿迁联盛,16.0,09:01:00,09:01:54,,0.0,,,5.583亿,74.39,0.0万,0.0万手,-4.76,6亿,2.0,0,1.0
2024-01-09,605303.SH,园林股份,13.04,09:01:02,09:01:30,,0.0,,,3.074亿,31.94,0.0万,0.0万手,-4.26,8亿,1.0,0,
2024-01-09,002337.SZ,赛象科技,6.32,09:01:03,10:01:09,,0.0,,,9.302亿,24.32,0.0万,0.0万手,3.95,37亿,5.0,0,0.8
2024-01-09,000592.SZ,平潭发展,2.59,09:01:06,09:01:36,,0.0,,,4.889亿,9.82,0.0万,0.0万手,5.71,49亿,1.0,0,0.5
2024-01-09,002520.SZ,日发精机,6.17,09:01:12,10:01:39,,0.0,,,2.953亿,7.32,0.0万,0.0万手,6.38,39亿,1.0,0,1.0
2024-01-09,002395.SZ,双象股份,21.63,09:01:27,11:01:54,,0.0,,,15.39亿,25.4,0.0万,0.0万手,0.51,58亿,1.0,0,0.71
2024-01-09,002105.SZ,信隆健康,6.88,09:01:30,09:01:09,,0.0,,,2.678亿,10.5,0.0万,0.0万手,4.24,25亿,1.0,0,
2024-01-09,301329.CY,信音电子,23.53,09:01:36,09:01:45,,0.0,,,3.439亿,34.8,0.0万,0.0万手,6.86,9亿,1.0,0,
2024-01-09,600825.SH,新华传媒,5.2,09:01:36,09:01:57,,0.0,,,8.462亿,14.93,0.0万,0.0万手,1.36,54亿,1.0,0,0.8
2024-01-09,300276.CY,三丰智能,4.27,09:01:51,10:01:42,,0.0,,,8.068亿,18.49,0.0万,0.0万手,12.66,42亿,1.0,0,
2024-01-09,603136.SH,天目湖,21.12,10:01:03,10:01:36,,0.0,,,2.706亿,7.03,0.0万,0.0万手,8.81,39亿,1.0,0,
2024-01-09,601888.SH,中国中免,80.22,10:01:08,10:01:11,,0.0,,,44.28亿,2.81,0.0万,0.0万手,6.39,1566亿,1.0,0,0.0
2024-01-09,600198.SH,大唐电信,6.44,10:01:11,10:01:02,,0.0,,,2.088亿,3.66,0.0万,0.0万手,5.23,56亿,1.0,0,0.5
2024-01-09,002250.SZ,联化科技,7.0,10:01:12,10:01:33,,0.0,,,5.163亿,7.94,0.0万,0.0万手,5.26,64亿,2.0,0,
2024-01-09,600732.SH,爱旭股份,16.97,10:01:34,10:01:22,,0.0,,,16.18亿,6.01,0.0万,0.0万手,6.2,270亿,1.0,0,0.88
2024-01-09,603066.SH,音飞储存,12.01,10:01:41,10:01:44,,0.0,,,4.214亿,11.81,0.0万,0.0万手,6.95,36亿,1.0,0,0.75
2024-01-09,300117.CY,嘉寓股份,3.33,10:01:42,10:01:09,,0.0,,,4.195亿,17.71,0.0万,0.0万手,13.65,23亿,1.0,0,
2024-01-09,000546.SZ,金圆股份,9.5,10:01:48,14:01:15,,0.0,,,14.16亿,21.02,0.0万,0.0万手,6.74,67亿,7.0,0,0.5
2024-01-09,002323.SZ,雅博股份,3.03,10:01:54,10:01:42,,0.0,,,17.47亿,27.38,0.0万,0.0万手,4.84,64亿,4.0,0,0.58
2024-01-09,605305.SH,中际联合,35.29,11:01:17,13:01:50,,0.0,,,2.644亿,7.07,0.0万,0.0万手,6.2,37亿,2.0,0,0.0
2024-01-09,600397.SH,安源煤业,3.42,11:01:33,13:01:45,,0.0,,,3.721亿,10.91,0.0万,0.0万手,5.88,33亿,3.0,0,0.5
2024-01-10,002611.SZ,东方精工,5.14,09:01:00,09:01:12,,0.0,,,9.556亿,17.33,0.0万,0.0万手,-2.28,52亿,1.0,0,0.5
2024-01-10,603787.SH,新日股份,12.16,09:01:02,09:01:05,,0.0,,,2.029亿,6.81,0.0万,0.0万手,-2.25,27亿,,0,
2024-01-10,605080.SH,浙江自然,25.72,09:01:04,10:01:43,,0.0,,,5.481亿,41.77,0.0万,0.0万手,-0.04,12亿,4.0,0,0.5
2024-01-10,003025.SZ,思进智能,18.59,09:01:15,13:01:27,,0.0,,,15.27亿,31.04,0.0万,0.0万手,-3.93,43亿,4.0,0,0.83
2024-01-10,002395.SZ,双象股份,23.1,09:01:21,09:01:21,,0.0,,,14.36亿,23.06,0.0万,0.0万手,6.8,61亿,6.0,0,0.72
2024-01-10,002981.SZ,朝阳科技,38.69,09:01:33,09:01:48,,0.0,,,4.14亿,12.6,0.0万,0.0万手,8.38,32亿,3.0,0,0.86
2024-01-10,002877.SZ,智能自控,11.0,09:01:54,09:01:12,,0.0,,,7.255亿,29.74,0.0万,0.0万手,-0.9,22亿,3.0,0,0.85
2024-01-10,600277.SH,亿利洁能,2.73,10:01:05,10:01:17,,0.0,,,2.631亿,2.71,0.0万,0.0万手,6.64,97亿,1.0,0,
2024-01-10,600228.SH,返利科技,7.68,10:01:31,10:01:28,,0.0,,,3.107亿,14.27,0.0万,0.0万手,4.63,21亿,1.0,0,0.81
2024-01-10,603398.SH,沐邦高科,18.64,10:01:36,10:01:51,,0.0,,,1.216亿,1.91,0.0万,0.0万手,5.37,63亿,1.0,0,1.0
2024-01-10,605389.SH,长龄液压,28.02,10:01:50,10:01:11,,0.0,,,3.385亿,34.67,0.0万,0.0万手,1.89,9亿,3.0,0,1.0
2024-01-10,605158.SH,华达新材,9.22,10:01:55,13:01:16,,0.0,,,5.716亿,12.26,0.0万,0.0万手,6.71,47亿,3.0,0,1.0
2024-01-10,001316.SZ,润贝航科,35.0,10:01:57,10:01:57,,0.0,,,7499万,7.38,0.0万,0.0万手,2.25,9亿,,0,
2024-01-10,688717.KC,艾罗能源,101.44,13:01:33,14:01:39,,0.0,,,8.83亿,49.12,0.0万,0.0万手,16.73,18亿,1.0,0,
2024-01-11,002186.SZ,全聚德,13.59,09:01:00,10:01:39,,0.0,,,9.166亿,20.9,0.0万,0.0万手,2.8,41亿,4.0,0,0.5
2024-01-11,002210.SZ,飞马国际,1.85,09:01:09,09:01:30,,0.0,,,1.305亿,2.64,0.0万,0.0万手,5.71,49亿,1.0,0,0.0
2024-01-11,603798.SH,康普顿,11.34,09:01:15,09:01:21,,0.0,,,5.985亿,19.6,0.0万,0.0万手,-4.71,29亿,1.0,0,0.67
2024-01-11,600721.SH,百花医药,7.91,09:01:21,10:01:42,,0.0,,,2.881亿,9.46,0.0万,0.0万手,7.62,30亿,1.0,0,0.6
2024-01-11,600744.SH,华银电力,3.47,09:01:29,09:01:02,,0.0,,,3.699亿,5.2,0.0万,0.0万手,6.12,70亿,1.0,0,0.0
2024-01-11,603106.SH,恒银科技,8.42,09:01:59,09:01:14,,0.0,,,3.884亿,8.69,0.0万,0.0万手,3.44,43亿,1.0,0,0.85
2024-01-11,603268.SH,松发股份,20.96,10:01:14,10:01:19,,0.0,,,3.241亿,12.13,0.0万,0.0万手,0.34,26亿,1.0,0,1.0
2024-01-11,002121.SZ,科陆电子,5.64,11:01:39,11:01:09,,0.0,,,4.483亿,5.71,0.0万,0.0万手,7.43,78亿,1.0,0,0.5
2024-01-11,002663.SZ,普邦股份,1.95,13:01:09,14:01:36,,0.0,,,2.161亿,7.52,0.0万,0.0万手,6.56,28亿,2.0,0,0.5
2024-01-11,001226.SZ,拓山重工,38.91,13:01:42,14:01:18,,0.0,,,3.586亿,50.12,0.0万,0.0万手,9.24,7亿,1.0,0,1.0
2024-01-12,000715.SZ,中兴商业,10.34,09:01:00,11:01:57,,0.0,,,16.37亿,33.84,0.0万,0.0万手,-7.18,42亿,6.0,0,0.83
2024-01-12,605081.SH,太和水,15.46,09:01:02,14:01:41,,0.0,,,3.411亿,24.63,0.0万,0.0万手,-0.06,13亿,1.0,0,1.0
2024-01-12,002310.SZ,东方园林,2.07,09:01:03,14:01:36,,0.0,,,3.505亿,6.21,0.0万,0.0万手,7.25,55亿,1.0,0,0.8
2024-01-12,301337.CY,亚华电子,47.46,09:01:03,09:01:09,,0.0,,,9.008亿,68.76,0.0万,0.0万手,4.49,12亿,,0,0.75
2024-01-12,002026.SZ,山东威达,10.01,09:01:06,09:01:15,,0.0,,,2.13亿,4.84,0.0万,0.0万手,1.52,42亿,1.0,0,0.33
2024-01-12,605365.SH,立达信,21.59,09:01:06,09:01:06,,0.0,,,6.561亿,47.84,0.0万,0.0万手,-1.86,12亿,1.0,0,0.56
2024-01-12,600586.SH,金晶科技,6.96,09:01:13,13:01:52,,0.0,,,6.516亿,6.55,0.0万,0.0万手,7.57,99亿,1.0,0,1.0
2024-01-12,605500.SH,森林包装,8.33,09:01:14,09:01:14,,0.0,,,1.6亿,17.78,0.0万,0.0万手,3.22,8亿,1.0,0,
2024-01-12,000955.SZ,欣龙控股,5.02,09:01:15,09:01:15,,0.0,,,2.602亿,9.2,0.0万,0.0万手,-0.4,26亿,,0,1.0
2024-01-12,000826.SZ,启迪环境,3.03,09:01:21,09:01:51,,0.0,,,4.384亿,9.8,0.0万,0.0万手,3.77,43亿,2.0,0,1.0
2024-01-12,002085.SZ,万丰奥威,5.25,09:01:27,09:01:36,,0.0,,,8.191亿,7.06,0.0万,0.0万手,3.14,112亿,1.0,0,1.0
2024-01-12,000619.SZ,海螺新材,7.26,09:01:36,11:01:06,,0.0,,,6.047亿,22.58,0.0万,0.0万手,4.01,26亿,3.0,0,0.33
2024-01-12,002887.SZ,绿茵生态,9.33,09:01:42,09:01:42,,0.0,,,3.672亿,22.49,0.0万,0.0万手,0.97,15亿,3.0,0,0.67
2024-01-12,002735.SZ,王子新材,14.9,09:01:48,10:01:57,,0.0,,,7.845亿,26.81,0.0万,0.0万手,3.69,28亿,4.0,0,0.86
2024-01-12,002620.SZ,瑞和股份,6.26,09:01:48,13:01:57,,0.0,,,6.784亿,33.23,0.0万,0.0万手,2.29,19亿,4.0,0,0.6
2024-01-12,600561.SH,江西长运,6.85,09:01:53,09:01:52,,0.0,,,2.39亿,11.99,0.0万,0.0万手,4.26,19亿,1.0,0,0.33
2024-01-12,300125.CY,聆达股份,13.45,10:01:00,11:01:48,,0.0,,,4.624亿,12.79,0.0万,0.0万手,11.07,35亿,2.0,0,
2024-01-12,600860.SH,京城股份,13.5,10:01:03,10:01:09,,0.0,,,5.504亿,9.35,0.0万,0.0万手,5.63,57亿,4.0,0,0.88
2024-01-12,603051.SH,鹿山新材,36.39,10:01:07,13:01:31,,0.0,,,4.471亿,24.57,0.0万,0.0万手,5.54,17亿,3.0,0,0.75
2024-01-12,603806.SH,福斯特,26.01,10:01:18,11:01:00,,0.0,,,10.36亿,2.12,0.0万,0.0万手,5.56,484亿,2.0,0,0.5
2024-01-12,002882.SZ,金龙羽,21.17,10:01:39,11:01:03,,0.0,,,16.47亿,31.01,0.0万,0.0万手,3.47,52亿,3.0,0,0.73
2024-01-12,601096.SH,宏盛华源,6.75,10:01:54,10:01:39,,0.0,,,31.62亿,68.59,0.0万,0.0万手,-0.44,43亿,2.0,0,1.0
2024-01-12,603663.SH,三祥新材,11.83,10:01:55,10:01:34,,0.0,,,4.608亿,9.15,0.0万,0.0万手,4.88,49亿,1.0,0,0.8
2024-01-12,603810.SH,丰山集团,13.97,10:01:55,10:01:52,,0.0,,,1.684亿,7.29,0.0万,0.0万手,3.4,22亿,2.0,0,
2024-01-12,601022.SH,宁波远洋,11.09,11:01:25,11:01:13,,0.0,,,5.558亿,38.79,0.0万,0.0万手,8.2,14亿,5.0,0,0.83
2024-01-12,002828.SZ,贝肯能源,10.94,13:01:06,13:01:21,,0.0,,,3.162亿,14.96,0.0万,0.0万手,5.5,21亿,1.0,0,0.75
2024-01-12,300810.CY,中科海讯,23.29,13:01:39,13:01:24,,0.0,,,3.856亿,14.53,0.0万,0.0万手,12.68,26亿,1.0,0,1.0
2024-01-12,600844.SH,丹化科技,3.94,13:01:45,13:01:27,,0.0,,,5.731亿,17.81,0.0万,0.0万手,5.91,32亿,3.0,0,1.0
2024-01-12,603211.SH,晋拓股份,21.22,13:01:48,14:01:39,,0.0,,,7.164亿,50.24,0.0万,0.0万手,5.52,14亿,2.0,0,0.82
2024-01-12,603315.SH,福鞍股份,14.22,13:01:57,13:01:42,,0.0,,,2.845亿,6.26,0.0万,0.0万手,1.72,43亿,2.0,0,1.0
2024-01-12,003015.SZ,日久光电,13.05,14:01:03,14:01:30,,0.0,,,11.39亿,36.57,0.0万,0.0万手,5.33,32亿,1.0,0,0.62
2024-01-15,002641.SZ,公元股份,6.98,09:01:00,09:01:06,,0.0,,,16.45亿,19.75,0.0万,0.0万手,-2.38,79亿,1.0,0,1.0
2024-01-15,603109.SH,神驰机电,18.24,09:01:05,09:01:38,,0.0,,,5.513亿,14.16,0.0万,0.0万手,1.73,37亿,2.0,0,1.0
2024-01-15,003000.SZ,劲仔食品,14.0,09:01:09,13:01:18,,0.0,,,6.81亿,16.63,0.0万,0.0万手,7.69,40亿,4.0,0,0.33
2024-01-15,000715.SZ,中兴商业,11.05,09:01:09,10:01:27,,0.0,,,14.28亿,31.56,0.0万,0.0万手,6.87,45亿,2.0,0,0.83
2024-01-15,002357.SZ,富临运业,8.0,09:01:09,11:01:00,,0.0,,,6.201亿,24.0,0.0万,0.0万手,3.76,25亿,3.0,0,
2024-01-15,603530.SH,神马电力,20.85,09:01:11,10:01:26,,0.0,,,6.336亿,7.0,0.0万,0.0万手,6.76,90亿,1.0,0,1.0
2024-01-15,600744.SH,华银电力,3.81,09:01:22,09:01:22,,,,,10.76亿,13.22,0.0万,0.0万手,-0.26,77亿,,0,0.0
2024-01-15,603978.SH,深圳新星,17.25,09:01:33,09:01:36,,0.0,,,1.193亿,4.1,0.0万,0.0万手,2.01,28亿,,0,1.0
2024-01-15,603843.SH,正平股份,3.82,09:01:34,10:01:31,,0.0,,,2.183亿,8.08,0.0万,0.0万手,6.41,26亿,2.0,0,1.0
