涨停日期,股票代码,股票名称,收盘价,首次涨停时间,最后涨停时间,连板情况,是否连板,涨停类型,涨停原因,成交金额,换手率,封单额,封单量,涨幅,流通市值,是否新股,近一年涨停封板率,开板次数
2023-01-03,000045.SZ,深纺织A,12.2,09:01:00,09:01:00,首板,0.0,一字板,拟购买股权+偏光片+虚拟现实+物业管理,1785万,0.32,1.119亿,9.17万手,10.01,55亿,0,0.62,
2023-01-03,002235.SZ,安妮股份,8.15,09:01:00,09:01:00,4天4板,0.0,一字板,数据确权+数字经济+文化传媒+Web3.0,9523万,2.13,3.137亿,38.5万手,9.99,44亿,0,0.57,
2023-01-03,002826.SZ,易明医药,11.21,09:01:00,09:01:00,首板,0.0,一字板,蒙脱石散+中医药+仿制药,2263万,1.15,6026万,5.38万手,10.01,19亿,0,0.5,
2023-01-03,300086.CY,康芝药业,7.46,09:01:00,09:01:39,首板,1.0,T字板,蒙脱石散+中医药+新冠治疗+流感,3.087亿,9.54,8934万,12.0万手,19.94,32亿,0,0.8,1.0
2023-01-03,600223.SH,鲁商发展,11.65,09:01:00,09:01:09,首板,1.0,换手板,剥离房地产业务+医美+养老+中医药,4.686亿,4.01,2666万,2.29万手,10.01,118亿,0,1.0,5.0
2023-01-03,000419.SZ,通程控股,8.54,09:01:00,10:01:03,3天3板,1.0,T字板,新零售+预制菜+国企改革,11.67亿,25.15,4778万,5.6万手,10.05,46亿,0,0.77,7.0
2023-01-03,603998.SH,方盛制药,8.81,09:01:02,09:01:02,首板,0.0,一字板,蒙脱石散+中医药+眼科医疗,7094万,1.88,2.281亿,25.9万手,9.99,37亿,0,0.55,
2023-01-03,600785.SH,新华百货,20.39,09:01:02,09:01:39,3天3板,1.0,T字板,新零售+商超百货+智能物流,7706万,1.69,3383万,1.66万手,9.98,46亿,0,1.0,1.0
2023-01-03,603912.SH,佳力图,13.82,09:01:07,09:01:07,4天2板,0.0,换手板,数据中心+云计算+5G,2.638亿,6.48,5653万,4.09万手,10.03,41亿,0,0.79,
2023-01-03,002231.SZ,奥维通信,9.1,09:01:09,09:01:09,2天2板,0.0,换手板,拟投建HJT+军工+国产替代,1.872亿,7.0,9185万,10.1万手,10.04,26亿,0,0.86,
2023-01-03,002827.SZ,高争民爆,10.33,09:01:09,09:01:09,首板,0.0,换手板,民爆+西藏国企,6984万,2.49,4403万,4.26万手,10.01,28亿,0,1.0,
2023-01-03,002317.SZ,众生药业,29.69,09:01:09,10:01:48,首板,1.0,换手板,新冠特效药+流感+医药+熊去氧胆酸,22.52亿,10.9,1.527亿,5.14万手,10.0,209亿,0,0.63,6.0
2023-01-03,603758.SH,秦安股份,8.58,09:01:15,09:01:15,首板,0.0,换手板,汽车零部件+新能源汽车,3961万,1.07,3228万,3.76万手,10.0,37亿,0,0.88,
2023-01-03,000863.SZ,三湘印象,4.69,09:01:15,09:01:15,首板,0.0,换手板,房地产+Web3.0+文化传媒+数字经济,2.148亿,3.99,1.004亿,21.4万手,10.09,55亿,0,0.67,
2023-01-03,002279.SZ,久其软件,7.77,09:01:15,10:01:09,3天3板,1.0,换手板,信创+数字经济+数字乡村+职业教育,15.24亿,25.66,9781万,12.6万手,10.06,61亿,0,0.67,
2023-01-03,603530.SH,神马电力,16.51,09:01:17,09:01:17,首板,0.0,换手板,智能电网+特高压+柔性直流电+橡胶,1.511亿,2.15,5096万,3.09万手,9.99,71亿,0,0.94,
2023-01-03,002289.SZ,宇顺电子,7.59,09:01:18,09:01:18,首板,0.0,换手板,消费电子+柔性屏,5934万,3.0,3169万,4.18万手,10.0,20亿,0,0.92,
2023-01-03,301059.CY,金三江,22.2,09:01:21,09:01:36,首板,1.0,换手板,年报率先披露+二氧化硅+气凝胶,8772万,11.63,2197万,0.99万手,20.0,7亿,0,1.0,1.0
2023-01-03,603102.SH,百合股份,44.65,09:01:23,09:01:29,首板,1.0,换手板,保健品+维生素+次新股,7390万,10.43,918.0万,0.206万手,10.0,7亿,0,1.0,3.0
2023-01-03,300254.CY,仟源医药,8.12,09:01:24,09:01:24,首板,0.0,换手板,蒙脱石散+新冠治疗+中医药+保健食品,2.556亿,14.22,4748万,5.85万手,19.94,18亿,0,0.5,
2023-01-03,603529.SH,爱玛科技,50.46,09:01:27,09:01:27,首板,0.0,换手板,年报预增+两轮车+换电,4.091亿,5.58,7419万,1.47万手,10.01,73亿,0,0.5,
2023-01-03,001256.SZ,炜冈科技,28.75,09:01:36,11:01:42,5天4板,1.0,换手板,印刷设备+次新股,5.57亿,55.38,3710万,1.29万手,9.98,10亿,0,0.75,8.0
2023-01-03,002172.SZ,澳洋健康,4.54,09:01:39,09:01:39,首板,0.0,换手板,养老+医美+辅助生殖+互联网医疗,2.809亿,8.26,3340万,7.36万手,9.93,34亿,0,0.77,
2023-01-03,000948.SZ,南天信息,22.95,09:01:39,09:01:51,首板,1.0,换手板,信创+数字经济+NFT+跨境支付,8.574亿,11.34,1.836亿,8.0万手,10.02,76亿,0,0.83,2.0
2023-01-03,600319.SH,亚星化学,6.06,09:01:47,09:01:20,首板,1.0,换手板,聚乙烯+新材料+国企改革,6617万,3.53,1781万,2.94万手,9.98,19亿,0,0.57,1.0
2023-01-03,000409.SZ,云鼎科技,7.05,09:01:48,09:01:48,首板,0.0,换手板,卫星导航+工业互联网+网络安全+煤化工,7736万,2.64,5779万,8.2万手,9.98,29亿,0,0.75,
2023-01-03,000921.SZ,海信家电,14.49,09:01:48,10:01:09,首板,1.0,换手板,拟回购+家用电器+空气能热泵+汽车热管理,3.718亿,2.86,2420万,1.67万手,10.02,130亿,0,0.5,2.0
2023-01-03,002394.SZ,联发股份,8.9,09:01:51,09:01:51,2天2板,0.0,换手板,抗病毒面料+纺织服饰+机器人+光伏,1.573亿,5.61,5431万,6.1万手,10.01,28亿,0,1.0,
2023-01-03,002343.SZ,慈文传媒,7.16,09:01:51,09:01:00,2天2板,1.0,换手板,文化传媒+元宇宙+手机游戏,3.99亿,12.08,5735万,8.01万手,9.98,33亿,0,0.56,
2023-01-03,603232.SH,格尔软件,16.72,09:01:51,09:01:51,首板,0.0,换手板,信创+数字货币+网络安全+汽车芯片,1.605亿,4.26,5888万,3.52万手,10.0,38亿,0,0.73,
2023-01-03,600664.SH,哈药股份,3.31,09:01:56,10:01:26,首板,1.0,换手板,蒙脱石散+保健品+新冠治疗+流感,3.712亿,4.52,2363万,7.14万手,9.97,83亿,0,1.0,11.0
2023-01-03,603790.SH,雅运股份,11.01,10:01:13,10:01:13,首板,0.0,换手板,染料+涤纶,3106万,1.5,6005万,5.45万手,9.99,21亿,0,1.0,
2023-01-03,002912.SZ,中新赛克,34.8,10:01:15,10:01:15,首板,0.0,换手板,国产软件+数据安全+云计算+国企改革,1.111亿,2.01,2226万,0.64万手,9.99,56亿,0,0.62,
2023-01-03,002528.SZ,英飞拓,12.34,10:01:18,10:01:18,14天8板,0.0,换手板,信创+数字经济+智能医疗+深圳国资,14.53亿,11.48,1.751亿,14.2万手,9.98,129亿,0,0.97,
2023-01-03,001308.SZ,康冠科技,34.14,10:01:18,10:01:18,首板,0.0,换手板,年报预增+消费电子+在线教育+次新股,1.599亿,8.63,8497万,2.49万手,9.99,18亿,0,0.75,
2023-01-03,688051.KC,佳华科技,37.16,10:01:21,10:01:21,首板,0.0,换手板,数据确权+区块链+云计算,1.254亿,15.26,2189万,0.589万手,19.99,8亿,0,1.0,
2023-01-03,002467.SZ,二六三,5.47,10:01:21,10:01:21,首板,0.0,换手板,信创+数字经济+Web3.0+AIGC,8.754亿,12.23,1.006亿,18.4万手,10.06,74亿,0,0.8,
2023-01-03,603171.SH,税友股份,40.04,10:01:27,10:01:27,首板,0.0,换手板,财税信息化+大数据+SAAS,9341万,2.64,3518万,0.879万手,10.0,36亿,0,0.57,
2023-01-03,301153.CY,中科江南,127.73,10:01:27,10:01:54,首板,1.0,换手板,年报预增+金融科技+大数据+次新股,3.515亿,12.04,3930万,0.308万手,20.0,31亿,0,1.0,2.0
2023-01-03,603000.SH,人民网,18.56,10:01:29,10:01:29,首板,0.0,换手板,数据确权+国资云+数据中心+文化传媒,18.12亿,9.27,1.138亿,6.13万手,10.02,205亿,0,0.8,
2023-01-03,600880.SH,博瑞传播,5.93,10:01:35,10:01:35,首板,0.0,换手板,数据确权+数字经济+跨境电商+教育,6.357亿,10.35,8055万,13.6万手,10.02,64亿,0,0.59,
2023-01-03,002244.SZ,滨江集团,9.71,10:01:39,10:01:39,首板,0.0,换手板,房地产+租售同权+固态电池,5.446亿,2.15,7253万,7.47万手,9.97,260亿,0,0.5,
2023-01-03,002401.SZ,中远海科,12.1,10:01:42,10:01:42,首板,0.0,换手板,信创+智能物流+区块链+中字头,6734万,1.57,9119万,7.54万手,10.0,44亿,0,0.5,
2023-01-03,002148.SZ,北纬科技,5.64,10:01:42,10:01:42,首板,0.0,换手板,增资+5G小基站基带芯片+手机游戏+云通信,1.45亿,5.91,1.627亿,28.8万手,9.94,25亿,0,0.86,
2023-01-03,002474.SZ,榕基软件,9.27,10:01:51,10:01:51,首板,0.0,换手板,信创+Web3.0+虚拟现实+数字经济,7.818亿,17.69,9882万,10.7万手,9.96,46亿,0,0.72,
2023-01-03,000032.SZ,深桑达A,22.17,10:01:51,10:01:51,首板,0.0,换手板,信创+数字经济+数据确权+高铁,8.503亿,6.2,1.216亿,5.49万手,10.02,142亿,0,0.77,
2023-01-03,603881.SH,数据港,25.88,10:01:51,10:01:30,首板,1.0,换手板,大数据+数据中心+东数西算+云计算,4.319亿,5.2,5630万,2.18万手,9.99,85亿,0,0.67,1.0
2023-01-03,002615.SZ,哈尔斯,6.62,10:01:57,10:01:57,首板,0.0,换手板,家居用品+保温器皿+露营经济+NFT,1.524亿,8.35,4027万,6.08万手,9.97,18亿,0,0.67,
2023-01-03,002308.SZ,威创股份,4.7,11:01:33,11:01:33,首板,0.0,换手板,信创+在线教育+超清视频,1.808亿,4.44,2848万,6.06万手,10.07,42亿,0,0.83,
2023-01-03,000716.SZ,黑芝麻,8.8,11:01:36,11:01:36,5天3板,0.0,换手板,休闲食品+锂电池+储能+农业种植,15.63亿,26.78,7832万,8.9万手,10.0,61亿,0,0.95,
2023-01-03,600225.SH,卓朗科技,7.01,09:01:25,13:01:40,3天3板,1.0,换手板,数据中心+云计算+网络安全+国企改革,11.03亿,4.72,1.342亿,19.1万手,10.05,238亿,0,0.54,4.0
2023-01-03,002093.SZ,国脉科技,8.35,09:01:48,14:01:42,2天2板,1.0,换手板,数据确权+数字经济+教育+医疗器械,15.86亿,19.48,6992万,8.37万手,10.01,83亿,0,0.8,1.0
2023-01-03,600520.SH,文一科技,17.5,10:01:05,11:01:17,首板,1.0,换手板,先进封装+芯片+机器人,5.529亿,20.95,6010万,3.43万手,9.99,27亿,0,0.67,1.0
2023-01-03,002368.SZ,太极股份,30.94,10:01:30,13:01:03,首板,1.0,换手板,信创+数字经济+智慧政务+网络安全,7.13亿,4.01,4849万,1.57万手,9.99,181亿,0,0.5,1.0
2023-01-03,002123.SZ,梦网科技,12.35,10:01:48,11:01:00,首板,1.0,换手板,与联通签署合同+通信服务+5G+数据中心,3.676亿,4.55,2419万,1.96万手,9.97,82亿,0,0.2,2.0
2023-01-03,002096.SZ,南岭民爆,14.37,10:01:57,13:01:45,首板,1.0,换手板,民爆+军工+国企改革,3.761亿,7.18,2355万,1.64万手,10.03,53亿,0,0.7,2.0
2023-01-03,002968.SZ,新大正,23.97,11:01:03,11:01:03,首板,0.0,换手板,房地产服务+物业管理,5333万,1.02,6894万,2.88万手,10.0,53亿,0,,
2023-01-03,002650.SZ,加加食品,5.08,11:01:06,11:01:06,首板,0.0,换手板,新零售+调味品+酱油,4.388亿,7.8,4030万,7.93万手,9.96,58亿,0,1.0,
2023-01-03,002591.SZ,恒大高新,8.25,11:01:15,11:01:15,3天2板,0.0,换手板,钠离子电池+锂电池+光伏+防护服务商,5.041亿,29.52,5312万,6.44万手,10.0,17亿,0,0.72,
2023-01-03,605286.SH,同力日升,46.28,11:01:16,13:01:28,首板,1.0,换手板,储能+电梯,2.078亿,9.69,669.7万,0.145万手,10.01,22亿,0,0.75,1.0
2023-01-03,002184.SZ,海得控制,12.61,11:01:24,11:01:24,首板,0.0,换手板,数据确权+光伏+芯片+智能制造,1.383亿,4.7,6202万,4.92万手,10.03,30亿,0,0.6,
2023-01-03,002446.SZ,盛路通信,10.52,11:01:39,11:01:39,首板,0.0,换手板,军工电子+5G+芯片+卫星导航,2.822亿,3.29,8525万,8.1万手,10.04,88亿,0,0.2,
2023-01-03,002336.SZ,人人乐,20.64,11:01:39,14:01:12,5天3板,1.0,换手板,新零售+跨境电商+商超百货+国企改革,13.05亿,17.98,233.3万,0.113万手,10.02,77亿,0,0.87,2.0
2023-01-03,301066.CY,万事利,13.48,11:01:42,11:01:18,首板,1.0,换手板,丝绸产品+口罩+数字经济+NFT,1.635亿,17.97,1841万,1.37万手,20.04,9亿,0,1.0,2.0
2023-01-03,603936.SH,博敏电子,13.44,11:01:49,11:01:49,首板,0.0,换手板,AMB陶瓷衬板+集成电路+汽车电子+5G,1.768亿,2.66,4941万,3.68万手,9.98,68亿,0,0.5,
2023-01-03,600050.SH,中国联通,4.93,11:01:54,13:01:24,首板,1.0,换手板,通信服务+5G+国资云+大数据,33.43亿,2.26,1.819亿,36.9万手,10.04,1526亿,0,0.4,1.0
2023-01-03,600766.SH,园城黄金,16.7,13:01:14,14:01:11,首板,1.0,换手板,黄金+贸易+摘帽,1.625亿,4.47,1179万,0.706万手,10.01,37亿,0,0.71,4.0
2023-01-03,600818.SH,中路股份,29.94,13:01:15,13:01:15,首板,0.0,换手板,两轮车+化妆护肤品,1.606亿,2.32,2864万,0.957万手,9.99,71亿,0,0.83,
2023-01-03,600062.SH,华润双鹤,19.68,13:01:16,13:01:49,首板,1.0,换手板,蒙脱石散+新冠特效药+流感+医药,10.92亿,5.51,3998万,2.03万手,10.01,201亿,0,0.5,5.0
2023-01-03,000698.SZ,沈阳化工,6.09,13:01:21,13:01:21,4天2板,0.0,换手板,POE胶膜+消毒剂+化工,4.306亿,9.56,8425万,13.8万手,9.93,47亿,0,0.89,
2023-01-03,001339.SZ,智微智能,22.37,13:01:24,13:01:24,首板,0.0,换手板,信创+网络安全+在线教育+次新股,1.882亿,14.1,3972万,1.78万手,9.98,13亿,0,0.75,
2023-01-03,603189.SH,网达软件,15.31,13:01:25,13:01:25,首板,0.0,换手板,信创+元宇宙+在线教育+视频,1.372亿,3.44,2249万,1.47万手,9.99,41亿,0,1.0,
2023-01-03,688410.KC,山外山,30.32,13:01:26,13:01:23,首板,1.0,换手板,血液净化设备与耗材+年报预增+次新股,2.96亿,31.72,796.3万,0.263万手,19.98,10亿,0,,4.0
2023-01-03,002693.SZ,双成药业,8.0,13:01:27,13:01:27,首板,0.0,换手板,医药+CRO+辅助生殖+曾代理熊去氧胆酸,2.069亿,6.58,2518万,3.15万手,10.04,32亿,0,0.81,
2023-01-03,603106.SH,恒银科技,5.67,13:01:27,13:01:27,首板,0.0,换手板,信创+数字经济+智慧政务+金融科技,7527万,2.63,2491万,4.39万手,10.1,29亿,0,0.75,
2023-01-03,002679.SZ,福建金森,11.54,13:01:27,13:01:27,首板,0.0,换手板,林业+纤维板+碳中和+国企改革,6235万,2.36,4247万,3.68万手,10.01,27亿,0,0.67,
2023-01-03,600410.SH,华胜天成,5.38,13:01:29,13:01:29,首板,0.0,换手板,信创+智慧政务+元宇宙+芯片,2.161亿,3.77,2181万,4.05万手,10.02,58亿,0,1.0,
2023-01-03,603283.SH,赛腾股份,33.03,13:01:33,13:01:27,首板,1.0,换手板,芯片+集成电路+锂电池,2.347亿,4.03,2052万,0.622万手,9.99,60亿,0,0.8,2.0
2023-01-03,002995.SZ,天地在线,29.36,13:01:42,13:01:42,2天2板,0.0,换手板,签署合作协议+Web3.0+文化传媒+预制菜,7.319亿,44.73,5962万,2.03万手,10.0,16亿,0,0.79,
2023-01-03,603918.SH,金桥信息,8.1,13:01:43,14:01:34,首板,1.0,换手板,信创+Web3.0+在线教育+智慧政务,1.945亿,6.78,103.5万,0.128万手,10.05,29亿,0,0.56,1.0
2023-01-03,603580.SH,艾艾精工,15.98,13:01:45,13:01:45,首板,0.0,换手板,轻型输送带+台湾,4946万,2.44,4330万,2.71万手,9.98,20亿,0,0.75,
2023-01-03,000815.SZ,美利云,14.94,13:01:45,13:01:45,首板,0.0,换手板,数据中心+国资云+光伏+锂电池,12.3亿,12.35,6896万,4.62万手,10.01,103亿,0,0.61,
2023-01-03,002965.SZ,祥鑫科技,64.03,13:01:45,14:01:03,首板,1.0,换手板,储能+汽车零部件+电池箱体+拟设立子公司,7.492亿,10.54,1529万,0.239万手,10.0,73亿,0,0.77,1.0
2023-01-03,603496.SH,恒为科技,16.73,13:01:46,13:01:46,首板,0.0,换手板,信创+数据中心+5G+机器人,8808万,2.37,1606万,0.96万手,9.99,38亿,0,0.86,
2023-01-03,002487.SZ,大金重工,45.51,13:01:48,13:01:48,首板,0.0,换手板,风电+高端装备,11.42亿,4.75,7664万,1.68万手,10.01,249亿,0,0.69,
2023-01-03,603138.SH,海量数据,22.61,14:01:12,14:01:12,首板,0.0,换手板,信创+云计算+数据中心+数据存储,4.507亿,7.39,2226万,0.985万手,10.02,63亿,0,0.75,
2023-01-03,002193.SZ,如意集团,10.62,14:01:18,14:01:18,首板,0.0,换手板,抗病毒面料+数字经济+跨境电商+新零售,5.649亿,21.4,6412万,6.04万手,10.05,27亿,0,0.84,
2023-01-03,300366.CY,创意信息,11.54,14:01:30,14:01:30,首板,0.0,换手板,信创+数字经济+智慧政务+大数据,6.803亿,12.8,5084万,4.41万手,19.96,57亿,0,0.5,
2023-01-03,002940.SZ,昂利康,29.77,14:01:36,14:01:36,首板,0.0,换手板,化学制药+头孢+仿制药,1.43亿,3.85,1055万,0.354万手,10.01,38亿,0,0.83,
2023-01-03,600027.SH,华电国际,6.47,14:01:37,14:01:37,首板,0.0,换手板,电力+风电+新能源+国企改革,9.058亿,1.78,2190万,3.39万手,10.03,527亿,0,1.0,
2023-01-03,300212.CY,易华录,24.49,14:01:45,14:01:45,首板,0.0,换手板,信创+数字经济+数据确权+养老,12.75亿,8.91,9685万,3.95万手,19.99,156亿,0,1.0,
2023-01-03,000665.SZ,湖北广电,7.19,14:01:51,14:01:33,首板,1.0,换手板,数据中心+虚拟现实+文化传媒+5G,9.248亿,11.87,6488万,9.03万手,9.94,81亿,0,0.81,1.0
2023-01-03,000607.SZ,华媒控股,5.94,14:01:51,14:01:51,4天2板,0.0,换手板,文化传媒+NFT+职业教育+数据确权,7.56亿,14.98,8429万,14.2万手,10.0,52亿,0,0.67,
2023-01-03,603721.SH,中广天择,18.58,14:01:53,14:01:53,首板,0.0,换手板,数据确权+文化传媒+NFT+职业教育,3.746亿,16.32,4958万,2.67万手,10.01,24亿,0,0.82,
2023-01-03,603233.SH,大参林,43.56,14:01:59,14:01:59,首板,0.0,换手板,医药商业+保健品,5.715亿,1.42,831.5万,0.191万手,10.0,412亿,0,0.4,
2023-01-04,000938.SZ,紫光股份,22.41,09:01:00,09:01:00,首板,0.0,一字板,收购股权+IT服务+国资云+芯片,5.066亿,0.79,4.707亿,21.0万手,10.01,640亿,0,1.0,
2023-01-04,000948.SZ,南天信息,25.25,09:01:00,09:01:00,2天2板,0.0,一字板,信创+数字经济+NFT+跨境支付,1.88亿,2.23,2.766亿,11.0万手,10.02,84亿,0,0.83,
2023-01-04,002235.SZ,安妮股份,8.97,09:01:00,09:01:00,5天5板,0.0,一字板,数据确权+数字经济+NFT+Web3.0,4842万,0.98,6.947亿,77.4万手,10.06,49亿,0,0.6,
2023-01-04,002615.SZ,哈尔斯,7.28,09:01:00,09:01:00,2天2板,0.0,一字板,家居用品+保温器皿+露营经济+NFT,4461万,2.15,7302万,10.0万手,9.97,20亿,0,0.67,
2023-01-04,002956.SZ,西麦食品,16.07,09:01:00,09:01:00,首板,0.0,换手板,休闲食品+新零售+燕麦,6481万,1.85,8024万,4.99万手,9.99,35亿,0,1.0,
2023-01-04,002279.SZ,久其软件,8.55,09:01:00,09:01:18,4天4板,1.0,T字板,信创+数字经济+数字乡村+职业教育,15.9亿,23.74,1.735亿,20.3万手,10.04,67亿,0,0.69,3.0
2023-01-04,001301.SZ,尚太科技,71.43,09:01:00,09:01:48,5天5板,1.0,T字板,锂电池+年报预增+次新股,23.13亿,50.76,2.124亿,2.97万手,9.99,46亿,0,,1.0
2023-01-04,002012.SZ,凯恩股份,6.02,09:01:00,14:01:51,首板,1.0,换手板,数字经济+金融科技+大数据+造纸,2.134亿,7.7,6442万,10.7万手,10.05,28亿,0,0.5,1.0
2023-01-04,603912.SH,佳力图,15.2,09:01:01,09:01:01,5天3板,0.0,一字板,数据中心+云计算+5G,4269万,0.92,2.39亿,15.7万手,9.99,46亿,0,0.79,
2023-01-04,002696.SZ,百洋股份,8.13,09:01:03,09:01:03,首板,0.0,换手板,水产食品+预制菜+中俄贸易+国企改革,2.023亿,7.46,2.916亿,35.9万手,10.01,28亿,0,0.6,
2023-01-04,002343.SZ,慈文传媒,7.88,09:01:12,09:01:12,3天3板,0.0,换手板,文化传媒+元宇宙+手机游戏,2.209亿,5.97,9459万,12.0万手,10.06,37亿,0,0.6,
2023-01-04,002798.SZ,帝欧家居,8.29,09:01:12,09:01:12,首板,0.0,换手板,家居用品+智能家居+精装修,5713万,2.68,875.0万,1.06万手,9.95,21亿,0,1.0,
2023-01-04,002988.SZ,豪美新材,14.94,09:01:18,09:01:18,首板,0.0,T字板,拟回购+建筑材料+新能源汽车,5914万,4.98,2327万,1.56万手,10.01,12亿,0,1.0,
2023-01-04,603222.SH,济民医疗,10.09,09:01:18,10:01:15,首板,1.0,换手板,医疗器械+输液+抗原检测+医美,3.133亿,6.6,2243万,2.22万手,10.03,48亿,0,0.62,2.0
2023-01-04,000961.SZ,中南建设,2.46,09:01:21,09:01:21,首板,0.0,换手板,房地产+数据交易中心+区块链+机器人,2.364亿,2.58,5236万,21.3万手,9.82,93亿,0,0.6,
2023-01-04,603213.SH,镇洋发展,14.85,09:01:22,09:01:37,首板,1.0,换手板,MIBK涨价+氯碱产品+消毒剂+国企改革,1.384亿,6.03,2262万,1.52万手,10.0,23亿,0,0.67,1.0
2023-01-04,002845.SZ,同兴达,15.37,09:01:24,09:01:24,首板,0.0,换手板,先进封装+OLED+智能穿戴,1.773亿,5.24,6896万,4.49万手,10.02,34亿,0,0.75,
2023-01-04,002467.SZ,二六三,6.02,09:01:24,14:01:39,2天2板,1.0,换手板,信创+数字经济+Web3.0+AIGC,23.94亿,29.91,2198万,3.65万手,10.05,81亿,0,0.8,5.0
2023-01-04,603099.SH,长白山,11.44,09:01:27,09:01:27,首板,0.0,换手板,景点及旅游+国企改革,7914万,2.66,3083万,2.7万手,10.0,30亿,0,0.83,
2023-01-04,600785.SH,新华百货,22.43,09:01:31,09:01:31,4天4板,0.0,换手板,新零售+商超百货+智能物流,7219万,1.45,4245万,1.89万手,10.0,50亿,0,1.0,
2023-01-04,002043.SZ,兔宝宝,11.77,09:01:33,13:01:15,首板,1.0,换手板,建筑材料+精装修+智能家居,4.073亿,5.1,4184万,3.56万手,10.0,81亿,0,0.8,2.0
2023-01-04,600963.SH,岳阳林纸,6.12,09:01:35,13:01:17,首板,1.0,换手板,造纸+碳中和+国企改革,3.971亿,3.73,1566万,2.56万手,10.07,108亿,0,0.33,1.0
2023-01-04,000691.SZ,亚太实业,5.13,09:01:36,09:01:36,首板,0.0,换手板,NMN上游+精细化工+海南旅游岛,4936万,3.02,4235万,8.26万手,10.09,16亿,0,1.0,
2023-01-04,002401.SZ,中远海科,13.31,09:01:36,14:01:30,2天2板,1.0,换手板,信创+智能物流+区块链+中字头,2.716亿,5.66,6092万,4.58万手,10.0,48亿,0,0.5,1.0
2023-01-04,301128.CY,强瑞技术,30.84,09:01:42,09:01:42,首板,0.0,换手板,重大资产重组+专用设备+新能源汽车,9376万,11.5,3724万,1.21万手,20.0,8亿,0,,
2023-01-04,600520.SH,文一科技,19.25,09:01:45,14:01:21,2天2板,1.0,换手板,先进封装+芯片+机器人,12.22亿,41.4,8825万,4.58万手,10.0,30亿,0,0.67,1.0
2023-01-04,000032.SZ,深桑达A,24.39,09:01:48,09:01:54,2天2板,1.0,换手板,信创+数字经济+数据确权+高铁,12.82亿,8.25,1.067亿,4.37万手,10.01,157亿,0,0.77,2.0
2023-01-04,002862.SZ,实丰文化,16.41,09:01:48,10:01:54,首板,1.0,换手板,玩具+手机游戏+NFT+光伏,1.637亿,11.15,2597万,1.58万手,9.99,14亿,0,0.86,3.0
2023-01-04,600992.SH,贵绳股份,26.08,09:01:56,09:01:23,首板,1.0,换手板,习酒更名+军工+国产航母+贵州国资,6.634亿,10.55,8035万,3.08万手,10.0,63亿,0,0.74,2.0
2023-01-04,000863.SZ,三湘印象,5.16,10:01:00,10:01:00,2天2板,0.0,换手板,房地产+Web3.0+文化传媒+数字经济,6.413亿,11.02,7907万,15.3万手,10.02,61亿,0,0.67,
2023-01-04,000620.SZ,新华联,3.93,10:01:03,10:01:03,6天4板,0.0,换手板,房地产+商超百货+旅游+蚂蚁金服,9.969亿,13.93,1.008亿,25.7万手,10.08,74亿,0,0.93,
2023-01-04,603378.SH,亚士创能,12.65,10:01:03,10:01:03,首板,0.0,换手板,建筑涂料+建筑节能,9350万,1.79,5770万,4.56万手,10.0,54亿,0,0.78,
2023-01-04,601155.SH,新城控股,22.22,10:01:08,11:01:47,首板,1.0,换手板,房地产+REITs+装配式建筑,9.032亿,1.85,1980万,0.891万手,10.0,501亿,0,0.56,2.0
2023-01-04,605336.SH,帅丰电器,16.58,10:01:09,10:01:09,首板,0.0,换手板,集成灶+新零售,7175万,7.54,4190万,2.53万手,10.02,9亿,0,0.0,
2023-01-04,002853.SZ,皮阿诺,21.67,10:01:09,10:01:09,首板,0.0,换手板,家居用品+精装修+全屋定制,9635万,3.99,5391万,2.49万手,10.0,24亿,0,0.64,
2023-01-04,003004.SZ,声迅股份,30.15,10:01:18,13:01:45,首板,1.0,换手板,数字经济+安防+智能医疗,2.833亿,28.63,1420万,0.471万手,10.0,10亿,0,0.82,9.0
2023-01-04,000779.SZ,甘咨询,11.21,10:01:33,10:01:33,首板,0.0,换手板,中标+工程咨询+国资云+数据交易中心,1.568亿,3.84,4212万,3.76万手,10.01,42亿,0,0.72,
2023-01-04,000909.SZ,数源科技,9.1,10:01:39,10:01:39,首板,1.0,换手板,房地产+消费电子+智慧政务+元宇宙,2.403亿,6.94,5779万,6.35万手,10.04,35亿,0,0.79,1.0
2023-01-04,002822.SZ,中装建设,4.85,10:01:45,10:01:45,首板,0.0,换手板,建筑装饰+装配式建筑+数据中心+光伏,1.217亿,3.96,5614万,11.6万手,9.98,31亿,0,0.56,
2023-01-04,002918.SZ,蒙娜丽莎,19.54,10:01:57,10:01:57,首板,0.0,换手板,建筑陶瓷+瓷砖龙头+数据中心,1.246亿,3.01,7048万,3.61万手,10.02,42亿,0,1.0,
2023-01-04,002150.SZ,通润装备,23.3,13:01:21,13:01:21,首板,0.0,换手板,光伏+储能+农机+正泰入主,6.151亿,7.96,8561万,3.67万手,10.01,82亿,0,0.93,
2023-01-04,603801.SH,志邦家居,28.82,14:01:16,14:01:16,首板,0.0,换手板,家居用品+全屋定制,1.771亿,2.02,2385万,0.828万手,10.0,89亿,0,0.67,
2023-01-04,002031.SZ,巨轮智能,3.62,14:01:18,14:01:18,首板,0.0,换手板,轮胎+机器人+减速器+工业母机,15.64亿,23.41,1.596亿,44.1万手,10.03,70亿,0,0.88,
