涨停日期,股票代码,股票名称,涨停情况,开盘价(元),竞价涨幅,竞价成交量(手),竞价金额(元),竞价金额与昨日成交金额占比,收盘价(元),今日涨幅
2024-11-26,300206.CY,理邦仪器,首板,14.44,3.29,48112,69473728,30.00%,14.06,0.57
2024-11-26,605319.SH,无锡振华,首板,22.99,3.19,3509,8067191,5.00%,21.7,-2.6
2024-11-26,600400.SH,红豆股份,7天3板,3.42,3.01,84337,28843254,9.00%,3.22,-3.01
2024-11-26,600478.SH,科力远,首板,5.14,3.01,46630,23967820,4.00%,4.8,-3.81
2024-11-26,600979.SH,广安爱众,3天3板,5.2,2.97,76501,39780520,3.00%,4.55,-9.9
2024-11-26,603976.SH,正川股份,首板,18.31,2.92,2474,4529894,6.00%,17.49,-1.69
2024-11-26,002040.SZ,南京港,4天2板,7.59,2.85,31611,23992749,9.00%,7.17,-2.85
2024-11-26,002611.SZ,东方精工,8天8板,16.01,2.76,355000,568355000,17.00%,14.02,-10.01
2024-11-26,603676.SH,卫信康,首板,10.7,2.49,1807,1933490,2.00%,10.34,-0.96
2024-11-26,002877.SZ,智能自控,2天2板,10.0,2.46,18393,18393000,3.00%,8.78,-10.04
2024-11-26,002614.SZ,奥佳华,首板,7.3,2.38,25891,18900430,9.00%,6.93,-2.81
2024-11-26,603683.SH,晶华新材,首板,10.8,2.37,19937,21531960,6.00%,10.89,3.22
2024-11-26,600719.SH,大连热电,首板,8.33,2.33,17550,14619150,3.00%,7.88,-3.19
2024-11-26,603758.SH,秦安股份,首板,9.29,2.31,6008,5581432,7.00%,8.91,-1.87
2024-11-26,301487.CY,盟固利,首板,28.88,2.12,30161,87104968,6.00%,29.21,3.29
2024-11-26,603223.SH,恒通股份,首板,9.44,2.05,10583,9990352,5.00%,9.33,0.86
2024-11-26,002469.SZ,三维化学,9天7板,13.33,1.83,174575,232708475,38.00%,11.78,-10.01
2024-11-26,000796.SZ,凯撒旅业,首板,5.01,1.83,30129,15094629,6.00%,5.1,3.66
2024-11-26,000546.SZ,金圆股份,3天2板,6.81,1.79,39204,26697924,4.00%,6.36,-4.93
2024-11-26,002962.SZ,五方光电,首板,19.99,1.73,33692,67350308,5.00%,18.19,-7.43
2024-11-26,002798.SZ,帝欧家居,首板,4.57,1.56,16246,7424422,8.00%,4.41,-2.0
2024-11-26,000880.SZ,潍柴重机,首板,13.22,1.54,7431,9823782,3.00%,12.49,-4.07
2024-11-26,600819.SH,耀皮玻璃,首板,5.99,1.18,11281,6757319,3.00%,5.99,1.18
2024-11-26,600105.SH,永鼎股份,3天3板,6.73,1.05,202039,135972247,5.00%,5.99,-10.06
2024-11-26,605128.SH,上海沿浦,首板,37.28,1.0,2342,8730976,5.00%,38.67,4.77
2024-11-26,002397.SZ,梦洁股份,首板,3.04,1.0,28392,8631168,6.00%,3.09,2.66
2024-11-26,300822.CY,贝仕达克,3天3板,23.0,0.97,27930,64239000,8.00%,24.18,6.15
2024-11-26,603518.SH,锦泓集团,首板,8.61,0.94,10516,9054276,5.00%,8.84,3.63
2024-11-26,002426.SZ,胜利精密,首板,2.99,0.67,112124,33525076,2.00%,2.8,-5.72
2024-11-26,002779.SZ,中坚科技,首板,65.0,0.56,3109,20208500,3.00%,58.18,-9.99
2024-11-26,002321.SZ,华英农业,首板,2.4,0.42,39089,9381360,5.00%,2.63,10.04
2024-11-26,002998.SZ,优彩资源,首板,7.31,0.41,35786,26159566,19.00%,6.88,-5.49
2024-11-26,002486.SZ,嘉麟杰,首板,2.46,0.41,17059,4196514,2.00%,2.41,-1.63
2024-11-26,605080.SH,浙江自然,首板,21.27,0.38,2723,5791821,4.00%,22.25,5.0
2024-11-26,003030.SZ,祖名股份,首板,16.2,0.37,2088,3382560,3.00%,15.81,-2.04
2024-11-26,603655.SH,朗博科技,2天2板,25.8,0.12,2314,5970120,3.00%,23.74,-7.88
2024-11-26,300486.CY,东杰智能,首板,9.2,0.11,30095,27687400,5.00%,8.38,-8.81
2024-11-26,002667.SZ,威领股份,5天3板,11.85,0.0,10803,12801555,9.00%,11.38,-3.97
2024-11-26,000803.SZ,山高环能,2天2板,6.13,0.0,36273,22235349,5.00%,5.68,-7.34
2024-11-26,600302.SH,标准股份,首板,5.71,0.0,6608,3773168,3.00%,5.6,-1.93
2024-11-26,000822.SZ,山东海化,首板,6.71,0.0,23791,15963761,3.00%,6.24,-7.0
2024-11-26,002638.SZ,勤上股份,2天2板,2.76,0.0,41962,11581512,3.00%,2.64,-4.35
2024-11-26,001339.SZ,智微智能,3天2板,41.26,-0.05,4440,18319440,2.00%,39.01,-5.5
2024-11-26,600628.SH,新世界,首板,7.51,-0.13,12694,9533194,3.00%,8.27,9.97
2024-11-26,600119.SH,长江投资,4天2板,10.15,-0.88,5939,6028085,1.00%,10.79,5.37
2024-11-26,600843.SH,上工申贝,首板,15.86,-0.94,26895,42655470,2.00%,15.32,-4.31
2024-11-26,603066.SH,音飞储存,首板,12.56,-0.95,12505,15706280,3.00%,12.82,1.1
2024-11-26,301162.CY,国能日新,首板,45.33,-1.0,1934,8766822,2.00%,42.85,-6.42
2024-11-26,002006.SZ,精工科技,5天3板,16.66,-1.01,9569,15941954,2.00%,15.69,-6.77
2024-11-26,002654.SZ,万润科技,首板,14.79,-1.33,23528,34797912,2.00%,14.21,-5.2
2024-11-26,600449.SH,宁夏建材,首板,14.83,-1.33,6592,9775936,1.00%,14.58,-2.99
2024-11-26,002303.SZ,美盈森,3天2板,4.06,-1.69,36286,14732116,2.00%,3.72,-9.93
2024-11-26,000421.SZ,南京公用,首板,6.88,-1.85,36723,25265424,4.00%,6.4,-8.7
2024-11-26,600593.SH,大连圣亚,首板,30.1,-1.99,2492,7500920,1.00%,33.78,10.0
2024-11-26,000833.SZ,粤桂股份,13天12板,19.99,-2.2,134567,268999433,16.00%,18.4,-9.98
2024-11-26,603356.SH,华菱精工,首板,14.55,-2.28,4108,5977140,2.00%,14.77,-0.81
2024-11-26,601360.SH,三六零,3天2板,14.81,-2.82,204038,302180278,3.00%,13.72,-9.97
2024-11-26,603026.SH,石大胜华,2天2板,45.06,-2.97,8238,37120428,3.00%,41.8,-9.99
2024-11-26,603825.SH,华扬联众,4天2板,13.39,-3.53,11917,15956863,2.00%,13.15,-5.26
2024-11-26,003005.SZ,竞业达,2天2板,33.33,-4.28,4427,14755191,2.00%,31.34,-9.99
2024-11-26,605100.SH,华丰股份,3天2板,16.43,-4.42,5468,8983924,2.00%,15.47,-10.01
2024-11-26,603662.SH,柯力传感,5天3板,48.7,-4.9,4604,22421480,1.00%,46.09,-10.0
2024-11-26,603843.SH,正平股份,2天2板,3.33,-5.13,27708,9226764,2.00%,3.16,-9.97
2024-11-26,002866.SZ,传艺科技,首板,22.0,-5.21,9749,21447800,2.00%,20.89,-10.0
2024-11-26,002658.SZ,雪迪龙,2天2板,7.49,-5.31,10401,7790349,2.00%,7.12,-9.99
2024-11-26,003041.SZ,真爱美家,3天2板,16.33,-6.04,5377,8780641,3.00%,19.12,10.01
2024-11-26,603366.SH,日出东方,16天13板,14.66,-6.39,80017,117304922,5.00%,16.68,6.51
2024-11-26,600405.SH,动力源,3天3板,5.5,-7.72,43635,23999250,2.00%,5.36,-10.07
2024-11-26,003036.SZ,泰坦股份,4天4板,12.52,-8.08,8250,10329000,2.00%,12.26,-9.99
2024-11-26,000695.SZ,滨海能源,10天6板,15.5,-8.34,27258,42249900,5.00%,15.22,-9.99
2024-11-26,000801.SZ,四川九洲,6天6板,19.6,-8.54,41833,81992680,2.00%,19.29,-9.99
2024-11-26,002045.SZ,国光电器,7天6板,22.88,-9.03,72400,165651200,3.00%,22.64,-9.98
2024-11-26,002403.SZ,爱仕达,7天6板,15.33,-9.07,20306,31129098,2.00%,15.17,-10.02
2024-11-26,603585.SH,苏利股份,2天2板,13.57,-9.71,6235,8460895,3.00%,14.11,-6.12
2024-11-26,600470.SH,六国化工,5天5板,7.07,-9.94,56459,39916513,3.00%,7.07,-9.94
2024-11-26,600800.SH,渤海化学,7天7板,4.78,-9.98,132650,63406700,5.00%,4.78,-9.98
2024-11-26,600206.SH,有研新材,13天8板,23.15,-9.99,144180,333776700,4.00%,23.15,-9.99
2024-11-26,603527.SH,众源新材,5天5板,12.2,-10.03,78244,95457680,7.00%,12.2,-10.03
2024-11-26,000573.SZ,粤宏远A,3天3板,3.5,-10.03,59752,20913200,3.00%,3.5,-10.03
