涨停日期,股票代码,股票名称,涨停情况,开盘价(元),竞价涨幅,竞价成交量(手),竞价金额(元),竞价金额与昨日成交金额占比
2024-11-25,003021.SZ,兆威机电,,71.89,1.47,3906,28080234,2.00%
2024-11-25,000796.SZ,凯撒旅业,,4.53,1.34,5888,2667264,1.00%
2024-11-25,002400.SZ,省广集团,,7.81,1.17,63873,49884813,1.00%
2024-11-25,301171.CY,易点天下,,36.0,1.15,43632,157075200,3.00%
2024-11-25,600479.SH,千金药业,,13.0,0.93,28959,37646700,5.00%
2024-11-25,002347.SZ,泰尔股份,,5.29,0.76,19151,10130879,2.00%
2024-11-25,605100.SH,华丰股份,,15.72,0.58,6198,9743256,2.00%
2024-11-25,002599.SZ,盛通股份,,7.43,0.54,8802,6539886,1.00%
2024-11-25,600135.SH,乐凯胶片,,7.2,0.28,7508,5405760,2.00%
2024-11-25,002988.SZ,豪美新材,,20.43,0.05,2816,5753088,2.00%
2024-11-25,002362.SZ,汉王科技,,21.93,0.05,4446,9750078,1.00%
2024-11-25,600860.SH,京城股份,,11.0,0.0,6970,7667000,1.00%
2024-11-25,600088.SH,中视传媒,,17.78,0.0,3997,7106666,1.00%
2024-11-25,603066.SH,音飞储存,,11.52,-0.09,8593,9899136,2.00%
2024-11-25,600708.SH,光明地产,,3.93,-0.25,28136,11057448,2.00%
2024-11-25,603189.SH,网达软件,,16.5,-0.3,3972,6553800,2.00%
2024-11-25,300344.CY,立方数科,,6.0,-0.33,30438,18262800,2.00%
2024-11-25,002344.SZ,海宁皮城,,6.57,-0.45,62175,40848975,2.00%
2024-11-25,000965.SZ,天保基建,,3.5,-0.85,24628,8619800,2.00%
2024-11-25,002426.SZ,胜利精密,,2.67,-1.11,92265,24634755,3.00%
2024-11-25,002306.SZ,中科云网,,3.57,-1.38,10390,3709230,1.00%
2024-11-25,002245.SZ,蔚蓝锂芯,,12.67,-1.4,51997,65880199,2.00%
2024-11-25,000900.SZ,现代投资,,4.73,-1.66,18425,8715025,2.00%
2024-11-25,002950.SZ,奥美医疗,,9.91,-1.69,23687,23473817,4.00%
2024-11-25,002866.SZ,传艺科技,,20.74,-1.71,6993,14503482,1.00%
2024-11-25,000859.SZ,国风新材,,5.61,-1.75,13200,7405200,1.00%
2024-11-25,600843.SH,上工申贝,,14.29,-1.79,24244,34644676,2.00%
2024-11-25,603086.SH,先达股份,,5.0,-2.15,5009,2504500,1.00%
2024-11-25,600558.SH,大西洋,,4.53,-2.16,25283,11453199,2.00%
2024-11-25,600735.SH,新华锦,,4.86,-2.21,8466,4114476,2.00%
2024-11-25,000966.SZ,长源电力,,5.08,-2.31,38894,19758152,2.00%
2024-11-25,603138.SH,海量数据,,18.08,-2.32,12362,22350496,2.00%
2024-11-25,603908.SH,牧高笛,,24.02,-2.44,981,2356362,1.00%
2024-11-25,000533.SZ,顺钠股份,,4.32,-2.48,11960,5166720,1.00%
2024-11-25,601929.SH,吉视传媒,,1.8,-2.7,51265,9227700,1.00%
2024-11-25,600186.SH,莲花控股,,4.83,-3.01,21139,10210137,1.00%
2024-11-25,605136.SH,丽人丽妆,,8.0,-3.03,6532,5225600,1.00%
2024-11-25,600692.SH,亚通股份,,8.59,-3.37,4166,3578594,1.00%
2024-11-25,002229.SZ,鸿博股份,,15.02,-3.59,14540,21839080,1.00%
2024-11-25,002255.SZ,海陆重工,,6.6,-3.93,54506,35973960,3.00%
2024-11-25,002888.SZ,惠威科技,,19.31,-3.98,3418,6600158,2.00%
2024-11-25,603079.SH,圣达生物,,18.17,-4.27,6678,12133926,2.00%
2024-11-25,600787.SH,中储股份,,6.66,-4.31,50085,33356610,2.00%
2024-11-25,002366.SZ,融发核电,,5.7,-4.36,58185,33165450,2.00%
2024-11-25,002211.SZ,宏达新材,,4.14,-4.39,18427,7628778,1.00%
2024-11-25,000829.SZ,天音控股,,14.84,-5.05,25618,38017112,1.00%
2024-11-25,000795.SZ,英洛华,,11.2,-6.51,40402,45250240,2.00%
2024-11-25,603004.SH,鼎龙科技,,27.36,-10.0,18296,50057856,4.00%
2024-11-26,002333.SZ,罗普斯金,,5.93,0.68,7445,4414885,2.00%
2024-11-26,002895.SZ,川恒股份,,22.5,0.45,1375,3093750,1.00%
2024-11-26,002819.SZ,东方中科,,31.93,0.0,6785,21664505,3.00%
2024-11-26,002642.SZ,荣联科技,,8.0,-0.87,9927,7941600,1.00%
2024-11-26,300291.CY,百纳千成,,6.28,-1.26,39523,24820444,3.00%
2024-11-26,000969.SZ,安泰科技,,13.3,-1.41,53912,71702960,2.00%
2024-11-26,600576.SH,祥源文旅,,6.73,-1.61,10646,7164758,2.00%
2024-11-26,603319.SH,湘油泵,,26.03,-1.92,1709,4448527,1.00%
2024-11-26,605136.SH,丽人丽妆,,8.5,-1.96,5189,4410650,1.00%
2024-11-26,600182.SH,S佳通,,17.5,-2.18,5931,10379250,3.00%
2024-11-26,002339.SZ,积成电子,,7.6,-2.19,20785,15796600,2.00%
2024-11-26,000925.SZ,众合科技,,7.85,-2.24,15621,12262485,2.00%
2024-11-26,000698.SZ,沈阳化工,,3.84,-2.29,13068,5018112,2.00%
2024-11-26,600283.SH,钱江水利,,10.48,-2.69,4364,4573472,1.00%
2024-11-26,002722.SZ,物产金轮,,16.41,-3.07,4337,7117017,2.00%
2024-11-26,603108.SH,润达医疗,,19.75,-3.19,9388,18541300,1.00%
2024-11-26,600728.SH,佳都科技,,5.6,-3.28,108840,60950400,2.00%
2024-11-26,603365.SH,水星家纺,,15.54,-3.78,1351,2099454,1.00%
2024-11-26,600104.SH,上汽集团,,18.76,-3.79,40787,76516412,1.00%
2024-11-26,603908.SH,牧高笛,,25.88,-3.97,1553,4019164,1.00%
2024-11-26,301060.CY,兰卫医学,,11.02,-4.26,12277,13529254,3.00%
2024-11-26,002893.SZ,京能热力,,11.7,-4.65,5553,6497010,2.00%
2024-11-26,600506.SH,统一股份,,16.18,-6.2,12659,20482262,2.00%
2024-11-26,002354.SZ,天娱数科,,5.49,-6.79,117115,64296135,2.00%
2024-11-26,600135.SH,乐凯胶片,,7.3,-7.59,13817,10086410,2.00%
