涨停日期,股票代码,股票名称,收盘价,首次涨停时间,最后涨停时间,连板情况,是否连板,涨停类型,涨停原因,成交金额,换手率,封单额,封单量,涨幅,流通市值,是否新股,近一年涨停封板率,开板次数
2025-01-02,605299.SH,舒华体育,8.68,10:01:08,10:01:08,首板,0,换手板,健身器材+冰雪产业+跨境电商,6128万,1.76,6579万,7.58万手,10.01,35亿,0,1.0,
2025-01-02,000716.SZ,黑芝麻,7.57,10:01:09,10:01:09,首板,1,换手板,黑芝麻糊+农业种植+锂电池,8.518亿,16.47,1.66亿,21.9万手,10.03,53亿,0,0.91,
2025-01-02,600191.SH,华资实业,7.61,10:01:10,10:01:10,2天2板,0,换手板,参股券商+农产品加工+代糖,3.383亿,9.58,3537万,4.65万手,9.97,36亿,0,0.86,
2025-01-02,002184.SZ,海得控制,12.85,10:01:15,10:01:15,2天2板,0,换手板,数据中心（储能系统供电）+机器人+华为,4.529亿,15.59,1.069亿,8.32万手,10.02,30亿,0,1.0,
2025-01-02,600186.SH,莲花控股,6.27,10:01:18,14:01:54,2天2板,1,换手板,调味品+算力,31.21亿,28.82,3042万,4.85万手,10.0,112亿,0,0.57,13.0
2025-01-02,600579.SH,克劳斯,13.42,10:01:21,14:01:39,2天2板,1,换手板,重大资产重组+机器人+专用设备+央企,14.77亿,23.47,1641万,1.22万手,10.0,66亿,0,0.73,3.0
2025-01-02,002112.SZ,三变科技,12.32,10:01:30,14:01:42,首板,1,换手板,电力设备+光伏+风电+国企,7.81亿,24.53,675.0万,0.548万手,10.0,32亿,0,0.25,11.0
2025-01-02,605033.SH,美邦股份,13.23,10:01:36,10:01:36,首板,0,换手板,农药+西部大开发,4432万,2.52,6240万,4.72万手,9.98,17亿,0,0.0,
2025-01-02,603118.SH,共进股份,9.79,10:01:41,14:01:44,首板,1,换手板,交换机+数据中心+激光雷达+先进封装,10.42亿,13.88,9845万,10.1万手,10.0,77亿,0,0.67,2.0
2025-01-02,002702.SZ,海欣食品,4.74,10:01:45,10:01:45,首板,0,换手板,预制菜+速冻鱼肉制品+电子商务,2.571亿,12.11,5475万,11.6万手,9.98,21亿,0,0.78,
2025-01-02,002778.SZ,中晟高科,19.21,10:01:45,10:01:45,4天2板,0,换手板,拟退出润滑油业务+环保+国企,1.755亿,7.59,3124万,1.63万手,10.02,23亿,0,0.62,
2025-01-02,600881.SH,亚泰集团,1.99,10:01:48,14:01:57,首板,1,换手板,并购重组+长春国资+建材地产医药投资+低价股,6.013亿,9.47,644.4万,3.24万手,9.94,64亿,0,0.79,16.0
2025-01-02,002117.SZ,东港股份,12.85,10:01:54,14:01:48,4天3板,1,换手板,智能机器人+金融企业客户,13.89亿,21.45,5019万,3.91万手,10.02,67亿,0,0.5,5.0
2025-01-02,000017.SZ,深中华A,6.38,10:01:57,10:01:57,首板,0,换手板,自行车+珠宝黄金+锂电池,1.495亿,8.0,2554万,4.0万手,10.0,19亿,0,0.76,
2025-01-02,000417.SZ,合百集团,7.02,11:01:12,14:01:48,首板,1,换手板,零售+合肥国资,6.394亿,11.95,7132万,10.2万手,10.03,54亿,0,,1.0
2025-01-02,603068.SH,博通集成,30.42,13:01:50,13:01:50,首板,0,换手板,携手豆包赋能奥嘟比AI智能套件+无线连接芯片,3.514亿,8.13,4118万,1.35万手,10.02,45亿,0,0.67,
2025-01-02,002265.SZ,建设工业,25.6,09:01:09,14:01:54,2天2板,1,换手板,机器人+无人驾驶+中兵系,23.65亿,23.03,1.113亿,4.35万手,10.01,103亿,0,0.56,12.0
2025-01-02,000882.SZ,华联股份,2.29,09:01:09,14:01:27,首板,1,换手板,零售+影视+破净股,6.32亿,10.25,2379万,10.4万手,10.1,62亿,0,0.67,3.0
2025-01-02,300947.CY,德必集团,19.04,09:01:21,14:01:24,首板,1,换手板,文化创意产业园区+桃花坞文化IP+人工智能,4.428亿,15.77,2116万,1.11万手,19.97,28亿,0,0.75,3.0
2025-01-02,600327.SH,大东方,5.86,09:01:52,14:01:43,首板,1,换手板,百货零售+医疗健康+老字号,8.322亿,16.23,1423万,2.43万手,9.94,51亿,0,0.73,5.0
2025-01-02,600255.SH,鑫科材料,3.76,10:01:08,14:01:23,首板,1,换手板,铜缆高速连接+铜合金加工+国企改革,25.46亿,38.45,2941万,7.82万手,9.94,67亿,0,0.8,14.0
2025-01-02,002640.SZ,跨境通,4.22,10:01:18,14:01:03,首板,1,换手板,跨境电商+重整预期+三胎概念,15.81亿,26.8,3365万,7.98万手,9.9,60亿,0,0.81,6.0
2025-01-02,603215.SH,比依股份,18.72,14:01:14,14:01:14,4天2板,0,换手板,AI眼镜+小家电+网红经济,4.142亿,33.09,6813万,3.64万手,9.99,13亿,0,1.0,
2025-01-02,600857.SH,宁波中百,10.23,14:01:35,14:01:59,5天3板,1,换手板,零售+实控人或变更,4.057亿,18.51,964.7万,0.943万手,10.0,22亿,0,0.67,1.0
2025-01-03,000573.SZ,粤宏远A,3.43,09:01:00,09:01:00,首板,0,一字板,拟购买博创智能约60%股份+向高端装备制造领域转型,4668万,2.15,2.089亿,60.9万手,9.94,21亿,0,1.0,
2025-01-03,000981.SZ,山子高科,2.42,09:01:00,09:01:00,2天2板,0,一字板,拟出售子公司股权+低价股+先进封装+无人驾驶,1.288亿,0.82,4.891亿,2万手,10.0,157亿,0,0.89,
2025-01-03,002313.SZ,日海智能,8.47,09:01:00,09:01:00,首板,0,一字板,控股股东变更+机器人+卫星导航+液冷,5546万,1.75,5156万,6.09万手,10.0,31亿,0,0.84,
2025-01-03,002397.SZ,梦洁股份,3.55,09:01:00,09:01:00,3天3板,0,一字板,微盟合作+床上用品+电子商务+三胎,2.407亿,11.54,6125万,17.3万手,9.91,20亿,0,1.0,
2025-01-03,002713.SZ,东易日盛,4.55,09:01:00,09:01:00,首板,0,一字板,预重整+家装设计,3532万,1.89,6205万,13.6万手,9.9,18亿,0,0.81,
2025-01-03,002449.SZ,国星光电,14.32,09:01:00,09:01:27,首板,1,T字板,AR眼镜+LED封装+广东国资,21.21亿,24.03,2.664亿,18.6万手,9.98,88亿,0,0.64,1.0
2025-01-03,603617.SH,君禾股份,8.87,09:01:00,10:01:30,3天3板,1,T字板,年报预增+家用水泵+外销,9.846亿,29.56,4511万,5.09万手,10.05,33亿,0,0.83,4.0
2025-01-03,002184.SZ,海得控制,14.14,09:01:00,14:01:54,3天3板,1,T字板,数据中心（储能系统供电）+机器人+华为,12.84亿,38.19,7844万,5.55万手,10.04,33亿,0,1.0,7.0
2025-01-03,002952.SZ,亚世光电,28.16,09:01:00,14:01:06,首板,1,换手板,AI眼镜+智能穿戴+3D虚拟显示+外销,6.933亿,18.8,777.8万,0.276万手,10.0,37亿,0,0.95,9.0
2025-01-03,605033.SH,美邦股份,14.55,09:01:01,09:01:01,2天2板,0,换手板,农药+西部大开发,5127万,2.61,2.001亿,13.7万手,9.98,19亿,0,0.5,
2025-01-03,603215.SH,比依股份,20.59,09:01:02,09:01:02,5天3板,0,一字板,AI眼镜+小家电+网红经济,2.341亿,16.01,1.364亿,6.62万手,9.99,14亿,0,1.0,
2025-01-03,603320.SH,迪贝电气,15.24,09:01:03,09:01:03,首板,0,一字板,年报预增+家用电器+压缩机电机+热泵,5859万,2.87,4132万,2.71万手,10.04,20亿,0,0.75,
2025-01-03,600693.SH,东百集团,8.47,09:01:07,14:01:37,7天7板,1,T字板,零售+免税店+跨境电商,18.25亿,25.28,3379万,3.99万手,10.0,73亿,0,0.79,13.0
2025-01-03,000756.SZ,新华制药,16.75,09:01:12,13:01:21,首板,1,换手板,布洛芬+新冠特效药+山东国资,7.192亿,9.65,7017万,4.19万手,9.98,75亿,0,1.0,3.0
2025-01-03,000737.SZ,北方铜业,8.37,09:01:21,09:01:21,首板,0,换手板,金属铜+黄金+资产注入预期+国企改革,5.393亿,3.72,9218万,11.0万手,9.99,148亿,0,0.71,
2025-01-03,600530.SH,交大昂立,5.84,09:01:22,14:01:46,4天4板,1,换手板,要约收购+电子商务+保健品+养老概念,6.946亿,15.75,1000万,1.71万手,9.98,45亿,0,0.68,15.0
2025-01-03,003015.SZ,日久光电,15.28,09:01:24,14:01:36,4天2板,1,换手板,光学光电子+小米+可用于AR眼镜,9.532亿,25.22,3760万,2.46万手,10.01,37亿,0,0.67,8.0
2025-01-03,002117.SZ,东港股份,14.14,09:01:33,13:01:15,5天4板,1,换手板,算力+智能机器人+金融企业客户,15.76亿,21.74,8461万,5.98万手,10.04,74亿,0,0.6,7.0
2025-01-03,002730.SZ,电光科技,16.53,09:01:39,14:01:54,10天8板,1,换手板,算力+机器人+物联网+防爆电器,18.29亿,33.15,5438万,3.29万手,9.98,57亿,0,0.69,2.0
2025-01-03,002793.SZ,罗欣药业,4.17,09:01:39,14:01:27,首板,1,换手板,股权转让+创新药+流感,3.617亿,8.03,764.0万,1.83万手,10.03,45亿,0,0.71,11.0
2025-01-03,000533.SZ,顺钠股份,7.34,09:01:42,14:01:54,6天6板,1,换手板,东数西算+输配电设备+核电变压器+光伏,17.13亿,35.05,4427万,6.03万手,10.04,50亿,0,0.4,9.0
2025-01-03,600618.SH,氯碱化工,10.89,09:01:43,14:01:34,首板,1,换手板,化工+消毒剂+上海国资+高股息,4.18亿,5.18,2324万,2.13万手,10.0,81亿,0,1.0,2.0
2025-01-03,600789.SH,鲁抗医药,10.57,09:01:46,09:01:46,首板,0,换手板,化学制药+合成生物+宠物经济,11.73亿,12.74,2.364亿,22.4万手,9.99,94亿,0,0.67,
2025-01-03,002361.SZ,神剑股份,5.87,09:01:48,10:01:51,5天4板,1,换手板,实控人拟变更+商业航天+聚酯树脂产品+军工,16.79亿,36.14,7004万,11.9万手,9.93,47亿,0,0.57,5.0
2025-01-03,002213.SZ,大为股份,14.25,09:01:57,09:01:45,首板,1,换手板,存储芯片+锂电池,4.085亿,14.28,4422万,3.1万手,10.04,29亿,0,0.78,1.0
2025-01-03,301568.CY,思泰克,40.32,09:01:57,10:01:33,首板,1,换手板,机器视觉检测设备+AI眼镜+多模态AI,7.788亿,41.36,1725万,0.428万手,20.0,19亿,0,0.5,2.0
2025-01-03,000882.SZ,华联股份,2.52,10:01:00,14:01:45,2天2板,1,换手板,零售+影视+收购北京SKP旗下资产+间接持有少量地平线股份,14.88亿,22.4,900.0万,3.57万手,10.04,68亿,0,0.69,8.0
2025-01-03,600664.SH,哈药股份,4.3,10:01:00,14:01:39,首板,1,换手板,流感+保健品+医药,12.05亿,11.35,2225万,5.18万手,9.97,108亿,0,0.5,8.0
2025-01-03,600288.SH,大恒科技,9.48,10:01:02,14:01:29,首板,1,换手板,机器人+量子科技+Sora概念+华为手机,5.715亿,14.05,1626万,1.72万手,9.98,41亿,0,0.75,3.0
2025-01-03,000852.SZ,石化机械,7.48,10:01:03,10:01:54,首板,1,换手板,油气开采+氢能源+央企,6.265亿,9.25,2555万,3.42万手,10.0,70亿,0,0.0,3.0
2025-01-03,605208.SH,永茂泰,8.13,10:01:10,10:01:10,首板,0,换手板,回购+一体化压铸+有色铝+减速器,1.864亿,7.08,6227万,7.66万手,10.01,26亿,0,0.8,
2025-01-03,601011.SH,宝泰隆,3.0,10:01:27,14:01:45,4天3板,1,换手板,AI眼镜+收资源勘查许可证+石墨烯+煤炭,7.345亿,13.24,2469万,8.23万手,9.89,57亿,0,0.73,7.0
2025-01-03,000785.SZ,居然智家,4.17,10:01:30,14:01:48,首板,1,换手板,智能家居+零售+豆包对接中+华为,19.49亿,8.31,987.8万,2.37万手,10.03,246亿,0,0.78,12.0
2025-01-03,002269.SZ,美邦服饰,2.46,10:01:33,10:01:24,2天2板,1,换手板,服装+电商+IP经济+低价股,10.25亿,17.16,5170万,21.0万手,9.82,61亿,0,0.87,3.0
2025-01-03,603016.SH,新宏泰,41.2,10:01:35,10:01:35,首板,0,换手板,输变电设备+股权转让+无锡国资,1.505亿,2.51,5785万,1.4万手,10.01,61亿,0,0.71,
2025-01-03,300615.CY,欣天科技,16.55,10:01:39,13:01:54,2天2板,1,换手板,子公司拟购买股权+通信,7.56亿,36.73,2754万,1.66万手,20.01,21亿,0,1.0,1.0
2025-01-03,600397.SH,安源煤业,4.18,10:01:50,14:01:56,6天5板,1,换手板,控股股东拟变更为江钨控股+江西国资+煤炭,8.06亿,20.95,1163万,2.78万手,10.0,41亿,0,0.56,6.0
2025-01-03,002076.SZ,星光股份,2.71,10:01:57,10:01:57,首板,0,换手板,量子科技+锂电池+创投,4.298亿,16.15,5392万,19.9万手,10.16,28亿,0,0.78,
2025-01-03,002426.SZ,胜利精密,2.92,10:01:57,14:01:27,首板,1,换手板,消费电子+智能穿戴+AIPC+特斯拉,9.975亿,10.42,2.16亿,74.0万手,10.19,99亿,0,0.62,2.0
2025-01-03,002733.SZ,雄韬股份,15.55,11:01:51,14:01:54,首板,1,换手板,氢燃料电池+钠离子电池+电池,10.46亿,18.9,2688万,1.73万手,9.97,57亿,0,0.5,4.0
2025-01-03,002369.SZ,卓翼科技,6.85,13:01:09,14:01:00,首板,1,换手板,AR智能眼镜+消费电子+华为+机器人,9.984亿,26.73,4114万,6.01万手,9.95,38亿,0,0.81,1.0
2025-01-03,600824.SH,益民集团,5.41,13:01:23,13:01:05,2天2板,1,换手板,零售+养老+上海国企改革,12.35亿,23.81,3007万,5.56万手,9.96,57亿,0,0.88,3.0
2025-01-03,605199.SH,葫芦娃,17.49,14:01:02,14:01:02,首板,0,换手板,海南自贸区+流感+医药,5.345亿,8.02,3175万,1.82万手,10.0,69亿,0,1.0,
2025-01-03,600071.SH,凤凰光学,22.07,14:01:03,14:01:03,首板,0,换手板,出售子公司股权+光学元件+机器人+国企改革,3.137亿,5.3,7097万,3.22万手,10.02,62亿,0,0.8,
2025-01-03,002552.SZ,宝鼎科技,14.48,14:01:12,14:01:12,首板,0,换手板,覆铜板+电子铜箔+黄金+国企,3.717亿,8.45,1.082亿,7.47万手,10.03,46亿,0,0.8,
2025-01-06,000573.SZ,粤宏远A,3.77,09:01:00,09:01:00,2天2板,0,一字板,拟购买博创智能约60%股份+向高端装备制造领域转型,3427万,1.44,1.974亿,52.4万手,9.91,23亿,0,1.0,
2025-01-06,600789.SH,鲁抗医药,11.63,09:01:00,09:01:00,2天2板,0,一字板,抗生素+宠物经济+山东国资,7.102亿,6.79,4.009亿,34.5万手,10.03,104亿,0,0.67,
2025-01-06,301157.CY,华塑科技,48.78,09:01:00,11:01:57,首板,1,换手板,字节+后备电池+数据中心,3.213亿,32.47,2649万,0.543万手,20.0,10亿,0,1.0,4.0
2025-01-06,600173.SH,卧龙地产,4.15,09:01:02,09:01:02,首板,0,一字板,拟收购资产+房地产+金属铜,1588万,0.55,4826万,11.6万手,10.08,29亿,0,0.5,
2025-01-06,600983.SH,惠而浦,9.39,09:01:02,09:01:02,首板,0,一字板,年报预增+家电+外销,2808万,0.39,1.118亿,11.9万手,9.95,71亿,0,0.67,
2025-01-06,603063.SH,禾望电气,21.01,09:01:02,09:01:02,首板,1,换手板,风光储+氢能源,1.86亿,2.0,1.845亿,8.78万手,10.0,93亿,0,0.56,
2025-01-06,603617.SH,君禾股份,9.76,09:01:02,09:01:41,4天4板,1,T字板,年报预增+家用水泵+外销,5.849亿,15.77,1.429亿,14.6万手,10.03,37亿,0,0.83,1.0
2025-01-06,603215.SH,比依股份,22.65,09:01:02,14:01:02,6天4板,1,T字板,AI眼镜+小家电+网红经济,10.36亿,64.8,4670万,2.06万手,10.0,16亿,0,1.0,7.0
2025-01-06,600868.SH,梅雁吉祥,2.56,09:01:03,09:01:03,首板,0,一字板,回购+锑+氢能源+绿色电力,7184万,1.48,8364万,32.7万手,9.87,48亿,0,0.71,
2025-01-06,002225.SZ,濮耐股份,5.3,09:01:03,09:01:03,首板,0,换手板,活性氧化镁+耐火材料+外销+美国工厂,1.581亿,3.69,3076万,5.8万手,9.96,43亿,0,0.62,
2025-01-06,002317.SZ,众生药业,13.09,09:01:03,09:01:03,首板,0,换手板,流感+新冠特效药+减肥药+创新药,7.781亿,7.92,9911万,7.57万手,10.0,99亿,0,1.0,
2025-01-06,605277.SH,新亚电子,14.43,09:01:09,09:01:09,首板,0,换手板,铜缆高速连接+消费电子+新能源,2.047亿,4.62,7012万,4.86万手,9.98,45亿,0,0.69,
2025-01-06,600721.SH,百花医药,7.0,09:01:14,09:01:47,首板,1,换手板,CRO+创新药+减肥药,2.249亿,8.4,4795万,6.85万手,10.06,26亿,0,0.62,1.0
2025-01-06,603269.SH,海鸥股份,11.59,09:01:17,09:01:17,首板,0,换手板,冷却塔+氢能源+核电+外销,1.476亿,6.0,7432万,6.41万手,9.96,25亿,0,0.64,
2025-01-06,002364.SZ,中恒电气,12.69,09:01:18,14:01:42,10天5板,1,换手板,数据中心+字节+电源系统+液冷超充,16.82亿,24.82,9306万,7.33万手,9.97,70亿,0,0.67,3.0
2025-01-06,002552.SZ,宝鼎科技,15.93,09:01:21,09:01:21,2天2板,0,换手板,覆铜板+电子铜箔+黄金+国企,5.135亿,10.3,5996万,3.76万手,10.01,51亿,0,0.8,
2025-01-06,600664.SH,哈药股份,4.73,09:01:23,09:01:50,2天2板,1,换手板,流感+保健品+医药,12.28亿,10.4,1.354亿,28.6万手,10.0,119亿,0,0.5,5.0
2025-01-06,002581.SZ,未名医药,11.0,09:01:30,09:01:30,首板,0,换手板,生物医药+CRO,8032万,1.88,5946万,5.41万手,10.0,44亿,0,0.88,
2025-01-06,002346.SZ,柘中股份,10.86,09:01:33,09:01:33,首板,1,换手板,数据中心输配电+成套开关设备+电网设备+创投,7524万,1.82,8066万,7.43万手,10.03,42亿,0,1.0,
2025-01-06,000518.SZ,四环生物,2.64,09:01:33,09:01:03,首板,1,换手板,生物医药+实控人或发生变化+低价股,1.312亿,4.94,1821万,6.9万手,10.0,27亿,0,0.86,1.0
2025-01-06,600191.SH,华资实业,7.54,09:01:38,09:01:33,4天3板,1,换手板,参股券商+农产品加工+代糖,2.347亿,6.72,4037万,5.35万手,10.07,36亿,0,0.89,2.0
2025-01-06,002418.SZ,康盛股份,2.78,09:01:39,09:01:39,3天2板,0,换手板,液冷服务器+BBU+股权转让+制冷管路,1.758亿,5.74,6459万,23.2万手,9.88,31亿,0,0.62,
2025-01-06,603815.SH,交建股份,5.85,09:01:42,09:01:42,首板,0,换手板,基建+新型城镇化,4481万,1.26,4523万,7.73万手,9.96,36亿,0,0.0,
2025-01-06,000697.SZ,炼石航空,8.51,09:01:48,09:01:48,首板,0,换手板,拟重整+军工+航空发动机+国企,1.077亿,2.29,7406万,8.7万手,9.95,47亿,0,0.72,
2025-01-06,600812.SH,华北制药,5.57,09:01:52,09:01:52,首板,0,换手板,流感+医药+维生素,1.669亿,1.79,6924万,12.4万手,10.08,95亿,0,0.5,
2025-01-06,002370.SZ,亚太药业,3.16,09:01:54,09:01:12,首板,1,换手板,化学制药+低价股,1.434亿,6.27,9186万,29.1万手,10.1,23亿,0,0.71,1.0
2025-01-06,605208.SH,永茂泰,8.94,09:01:57,09:01:57,2天2板,0,换手板,回购+一体化压铸+有色铝+减速器,1.767亿,6.18,5265万,5.89万手,9.96,29亿,0,0.8,
2025-01-06,605199.SH,葫芦娃,19.24,10:01:00,10:01:27,2天2板,1,换手板,流感+海南自贸区,7.228亿,9.66,5043万,2.62万手,10.01,76亿,0,1.0,1.0
2025-01-06,000531.SZ,穗恒运A,5.94,10:01:09,10:01:09,首板,0,换手板,光伏+绿电+广州国资,9153万,1.74,4083万,6.88万手,10.0,54亿,0,0.0,
2025-01-06,000597.SZ,东北制药,5.6,10:01:21,13:01:45,首板,1,换手板,流感+维生素+拟收购鼎成肽源+海航控股同一实控人,6.796亿,8.74,2190万,3.91万手,10.02,78亿,0,0.5,15.0
2025-01-06,603500.SH,祥和实业,8.81,10:01:25,10:01:25,3天2板,0,换手板,高铁+电子元器件+回购增持再贷款,2.821亿,9.92,6182万,7.02万手,9.99,30亿,0,0.71,
2025-01-06,300434.CY,金石亚药,9.46,10:01:27,10:01:27,首板,1,换手板,流感+中药+医药商业,2.607亿,8.36,6989万,7.39万手,20.05,32亿,0,,
2025-01-06,688022.KC,瀚川智能,12.3,10:01:28,10:01:28,首板,0,换手板,高速数据传输线束+汽车智能制造,1.106亿,5.42,1756万,1.43万手,20.0,21亿,0,0.5,
2025-01-06,600405.SH,动力源,5.74,10:01:31,13:01:01,首板,1,换手板,AI服务器电源+液冷充电桩+华为,5.427亿,17.53,2199万,3.83万手,9.96,31亿,0,0.67,17.0
2025-01-06,600367.SH,红星发展,11.96,10:01:33,10:01:33,首板,0,换手板,小金属+锶盐+锂电池+国企改革,1.534亿,4.1,4163万,3.48万手,10.03,38亿,0,0.75,
